cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
3	5.89401510674106e-263	0.481077148797987	0.981	0.927	1.45358200562448e-258	ZFP36
3	3.70860994570519e-260	0.889675258013126	0.899	0.691	9.14617384809813e-256	PLIN2
3	2.12627688448178e-252	0.484677757050553	1	0.938	5.24382405250896e-248	LYZ
3	2.22385537151582e-250	0.5656113338449	0.968	0.862	5.48447211723232e-246	LSP1
3	1.83868252873089e-249	1.89136316046041	0.613	0.25	4.53455885235612e-245	CDC42EP2
3	1.9735398810636e-239	0.502564913759052	0.992	0.91	4.86714405467905e-235	FOS
3	2.20229885944392e-235	0.426595214065677	0.993	0.952	5.4313094471606e-231	CTSS
3	6.72309958954438e-235	1.31561427728276	0.766	0.418	1.65805082077344e-230	LGALS2
3	1.35461971597417e-234	0.800851116407116	0.891	0.755	3.34076314353549e-230	ZFAND5
3	3.8905254483478e-234	0.727582112664487	0.931	0.767	9.59481386071535e-230	C5AR1
3	2.60557868274196e-232	0.399164094905288	0.992	0.964	6.42587814737821e-228	RPL7
3	8.66634403601697e-228	0.634644553594545	0.965	0.842	2.1372937661625e-223	NAMPT
3	8.71776316469662e-225	0.695128762973332	0.916	0.774	2.14997475167748e-220	ZFP36L2
3	1.58064014101678e-223	0.755941284770313	0.89	0.728	3.89817471577558e-219	FGL2
3	1.12792597458745e-220	0.409627712213884	0.992	0.949	2.78169103852758e-216	COTL1
3	2.67511280787561e-217	0.594186456025908	0.955	0.845	6.59736320678282e-213	CEBPB
3	7.73094922259046e-216	0.357247867075492	0.997	0.979	1.90660669727526e-211	GABARAP
3	2.26992301956264e-213	0.348199896782523	1	0.992	5.59808415084537e-209	SAT1
3	1.28834302705965e-210	1.18654942165026	0.793	0.492	3.17731157333451e-206	NLRP3
3	4.50660438668426e-209	0.321555750987528	0.999	0.988	1.11141877384407e-204	RPS4X
3	5.15035394355797e-207	0.723226963504157	0.891	0.717	1.27018028956027e-202	CD52
3	9.02376962544915e-204	0.585898740743134	0.945	0.847	2.22544206502827e-199	TKT
3	5.46627037413347e-201	0.915522796940848	0.836	0.614	1.3480915996688e-196	NR4A1
3	4.3237057193666e-200	1.16331753695485	0.766	0.49	1.06631230451019e-195	RNF144B
3	6.77710099546782e-200	0.698174142194987	0.893	0.751	1.67136864750227e-195	C10orf54
3	9.39664528006519e-199	0.417316695480538	0.988	0.942	2.31740065896968e-194	BTG1
3	1.88639787774514e-196	0.327703851210929	1	0.976	4.65223444609508e-192	CST3
3	1.74363496745731e-193	0.518370113633409	0.934	0.851	4.30015255674321e-189	CEBPD
3	4.60307933689129e-189	0.373987061423758	0.97	0.944	1.13521142606413e-184	SLC25A6
3	3.1808773399681e-188	0.306724072655095	0.998	0.988	7.84467969582934e-184	RPS3A
3	4.58464642928756e-188	0.280786297712347	0.996	0.988	1.1306655023909e-183	RPS6
3	2.33133867997245e-187	0.305244840296239	0.995	0.983	5.74954745254805e-183	GNB2L1
3	9.60898864869735e-187	0.311205219127192	0.978	0.962	2.36976878054174e-182	RPL10A
3	1.96010102471592e-186	0.690833066515466	0.867	0.736	4.83400114715441e-182	CD48
3	7.5404552881988e-185	0.41136590819284	0.998	0.938	1.85962708317559e-180	S100A4
3	1.57600261687569e-184	0.298907675029058	0.999	0.989	3.88673765373883e-180	RPS10
3	1.2380953351461e-183	1.05867349037549	0.765	0.532	3.05339071553731e-179	RAB20
3	1.20472280908766e-182	0.74526704858986	0.852	0.719	2.97108739177198e-178	AP1S2
3	4.89765194654751e-182	0.319708248243477	1	0.991	1.20785892305755e-177	SRGN
3	4.98130052004991e-181	0.28402314338426	1	0.995	1.22848833425471e-176	RPL18A
3	7.1949172633769e-181	0.291022410665246	0.999	0.992	1.77441049549401e-176	RPS9
3	2.19954683210325e-180	0.299904558993355	0.989	0.968	5.42452239733303e-176	HLA-DRA
3	2.91678315750187e-180	1.03515344443903	0.787	0.481	7.19337062303111e-176	G0S2
3	6.44664522360059e-180	0.323854968222349	0.99	0.976	1.58987164504438e-175	COX4I1
4	2.78414532097754e-234	0.958245091815899	0.98	0.637	6.8662591905948e-230	S100A8
4	1.62542716492535e-211	1.34659931782541	0.788	0.34	4.00862847413891e-207	S100A12
4	7.55489258449886e-204	0.722143851719093	0.984	0.77	1.86318760918911e-199	S100A9
4	6.26546353623631e-196	1.14157525164654	0.827	0.522	1.5451886173066e-191	NCF1
4	8.17040284017334e-195	0.80790219777227	0.984	0.676	2.01498474844355e-190	FCN1
4	1.87249535773833e-182	0.939343640204898	0.914	0.575	4.61794805125427e-178	VCAN
