checked_at	device_id	volume_name	file_system	total_bytes	free_bytes	meets_500000000000_free_bytes
2026-07-14T20:13:50+08:00	C:	C	NTFS	161062318080	21224112128	False
2026-07-14T20:13:50+08:00	E:	software	NTFS	472447447040	417535246336	False
2026-07-14T20:13:50+08:00	F:	document	NTFS	472447447040	393195249664	False
2026-07-14T20:13:50+08:00	G:	game	NTFS	471373705216	219715637248	False
2026-07-14T20:13:50+08:00	H:	research	NTFS	235655917568	20235866112	False
2026-07-14T20:13:50+08:00	I:	dataset for research	NTFS	235414745088	93230596096	False
