p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.14524907636626	0.434	0.165	0	4	GNB1
0	2.53909386562441	0.318	0.049	0	4	GNAQ
0	2.22538985849744	0.333	0.064	0	4	HEBP1
0	2.10619205608335	0.333	0.064	0	4	PPP1R9B
0	0.683394491230743	0.748	0.48	0	4	ENO1
0	0.718711924049647	0.611	0.343	0	4	SCAND1
0	0.590200279607329	0.681	0.414	0	4	BST2
0	5.81857559918767	0.275	0.008	0	4	AC096667.1
0	0.727198834621665	0.659	0.392	0	4	ARF5
0	2.47061166143106	0.318	0.051	0	4	APOBR
0	1.83056766725053	0.362	0.095	0	4	TOM1
0	0.743562819556329	0.57	0.303	0	4	EIF3A
0	0.803295055275681	0.675	0.409	0	4	SH3BGRL
0	0.816424753527593	0.554	0.288	0	4	NDUFB1
0	2.27292220777537	0.33	0.064	0	4	TET2
0	1.11515923915754	0.445	0.179	0	4	USP3
0	4.3474811571082	0.283	0.017	0	4	CD1D
0	4.08644248721818	0.282	0.016	0	4	STAB1
0	4.16899529789467	0.286	0.02	0	4	MCTP1
0	1.22321374631649	0.402	0.137	0	4	PLSCR1
0	2.24107435851705	0.328	0.063	0	4	CTNNA1
0	0.869398185430952	0.516	0.251	0	4	DBNL
0	1.12689907237859	0.441	0.176	0	4	TXNDC17
0	1.91682045092379	0.341	0.076	0	4	ARHGAP27
0	0.785946150954742	0.536	0.271	0	4	SUPT4H1
0	2.31579382632997	0.328	0.063	0	4	MBOAT7
0	4.04427977734526	0.286	0.021	0	4	DAPK1
0	2.20280154913012	0.321	0.057	0	4	GIMAP8
0	2.34499846015043	0.325	0.063	0	4	SLC25A37
0	2.32966483894842	0.319	0.057	0	4	SH2B3
0	2.09963249658774	0.329	0.067	0	4	MBD2
0	0.603352513931441	0.699	0.437	0	4	MTDH
0	2.08694927414781	0.331	0.07	0	4	FAM49A
0	4.37577514740683	0.278	0.018	0	4	SHTN1
0	0.779703913582069	0.545	0.286	0	4	RNF181
0	3.72161207819254	0.278	0.019	0	4	DOCK5
0	2.46520897862349	0.294	0.035	0	4	LILRB4
0	1.1117886706107	0.426	0.168	0	4	EIF4E2
0	0.946833108860927	0.475	0.218	0	4	HSD17B11
0	5.22089670323006	0.267	0.01	0	4	ALDH3B1
0	1.31899440224462	0.393	0.136	0	4	WASHC4
0	0.653345010090174	0.648	0.391	0	4	PSMB3
0	0.650759962068464	0.725	0.469	0	4	PTP4A2
0	0.471010875818749	0.732	0.476	0	4	RCSD1
0	0.622586110358586	0.613	0.357	0	4	PAK2
0	0.783147198170908	0.496	0.24	0	4	XIST
0	2.045750309243	0.323	0.067	0	4	HIPK3
0	0.70915711805485	0.635	0.38	0	4	PGAM1
0	1.57864078310822	0.352	0.097	0	4	TRIM8
0	0.956828413706812	0.871	0.616	0	4	ELOB
0	0.878775306719427	0.47	0.215	0	4	XAF1
0	1.33125997257432	0.383	0.128	0	4	MX2
0	6.35331954964313	0.258	0.004	0	4	CYP1B1
0	1.42151746449417	0.372	0.118	0	4	TMEM154
0	4.36648991167282	0.269	0.015	0	4	TCF7L2
0	0.736382497185829	0.533	0.279	0	4	NAA38
0	0.868569488267753	0.478	0.224	0	4	MMP24OS
0	4.98847203492082	0.264	0.011	0	4	SORT1
0	2.99686782820507	0.295	0.042	0	4	ACSL1
0	3.78239937030177	0.271	0.018	0	4	SMARCD3
0	4.00323889702249	0.275	0.022	0	4	CSF2RA
0	2.30895710416531	0.311	0.058	0	4	CHP1
0	0.926119584008727	0.466	0.213	0	4	PSMA4
0	0.561991553735255	0.655	0.402	0	4	AKAP13
0	3.49516741578778	0.277	0.024	0	4	GRK3
0	0.632696778369614	0.576	0.323	0	4	ANAPC11
0	1.83859091192758	0.323	0.071	0	4	BTK
0	2.03611064436367	0.326	0.074	0	4	CARS2
0	0.485838805859494	0.612	0.36	0	4	SYNGR2
0	0.44740435903406	0.556	0.305	0	4	CD63
0	2.20368573680337	0.315	0.064	0	4	SCARB2
0	0.758505932196258	0.805	0.554	0	4	HIGD2A
0	0.746913751169638	0.514	0.263	0	4	PRKAR1A
0	0.630273016497515	0.646	0.395	0	4	ATP5PD
0	1.17346370448611	0.4	0.149	0	4	PLD3
0	1.16772483292694	0.43	0.18	0	4	PARP14
0	6.97941150211074	0.253	0.003	0	4	LINC00937
0	3.83999734773251	0.268	0.018	0	4	KIAA0513
0	1.02726220871982	0.426	0.176	0	4	CLTC
0	1.35472324012479	0.404	0.155	0	4	HEBP2
0	5.67460481915581	0.257	0.008	0	4	CLEC4E
0	4.8060491399809	0.259	0.01	0	4	MGST1
0	1.09543504939186	0.396	0.148	0	4	PKN1
0	0.597030122718829	0.643	0.395	0	4	UQCRQ
0	5.12863328086776	0.26	0.012	0	4	CREB5
0	1.4132448103598	0.364	0.116	0	4	HK1
0	0.598695864776132	0.78	0.532	0	4	TPI1
0	0.816088923629639	0.478	0.23	0	4	ARHGAP4
0	0.86339548963477	0.462	0.215	0	4	GBP2
0	1.14872685906181	0.405	0.158	0	4	RNF13
0	3.08511648467591	0.279	0.032	0	4	CAMKK2
0	1.76337083628287	0.98	0.733	0	4	S100A4
0	5.52129719448848	0.255	0.008	0	4	FAM198B
0	1.87974044119721	0.323	0.076	0	4	RNASE6
0	1.34255195388782	0.38	0.133	0	4	SEC14L1
0	0.643949769876658	0.554	0.308	0	4	STAT1
0	0.641248033799663	0.535	0.289	0	4	DDX21
0	0.905421930032583	0.462	0.216	0	4	CHMP2A
0	2.7052524081959	0.287	0.041	0	4	GNB4
0	0.577589051584588	0.623	0.378	0	4	MINOS1
0	0.908347325111135	0.438	0.193	0	4	KMT2C
0	0.666665459218779	0.831	0.586	0	4	GMFG
0	0.538851451513423	0.701	0.456	0	4	SRRM2
0	4.74919875723345	0.256	0.012	0	4	MYOF
0	2.22126452173537	0.302	0.058	0	4	APAF1
0	2.47132068685373	0.288	0.044	0	4	PSTPIP2
0	2.63190755081787	0.284	0.04	0	4	AMPD2
0	1.65165843634389	0.345	0.101	0	4	KLF10
0	1.21630581754785	0.387	0.144	0	4	H2AFJ
0	0.696899342357239	0.524	0.281	0	4	HADHA
0	4.91383497151226	0.253	0.01	0	4	ZNF467
0	0.837002795745363	0.629	0.386	0	4	NAP1L1
0	2.47801118161503	0.278	0.036	0	4	LFNG
0	0.792775515976486	0.394	0.152	0	4	CD300A
0	0.933765479531333	0.437	0.195	0	4	AKR1A1
0	0.346387853872776	0.756	0.514	0	4	KLF6
0	0.506844304521544	0.763	0.521	0	4	RNF213
0	0.553412134403665	0.714	0.472	0	4	WDR83OS
0	1.06317248614911	0.396	0.155	0	4	ARID1A
0	2.61031825331277	0.281	0.04	0	4	CCNY
0	1.89869129464199	0.323	0.082	0	4	FAM110A
0	0.836300441601184	0.47	0.229	0	4	ATP6AP2
0	3.79974662025921	0.263	0.023	0	4	RNF144B
0	3.4627857113661	0.268	0.028	0	4	CKAP4
0	0.891148207014006	0.445	0.205	0	4	TM9SF2
0	1.07653214570889	0.383	0.143	0	4	MIDN
0	2.6944026989265	0.977	0.737	0	4	S100A6
0	0.810293014111519	0.83	0.59	0	4	COX5B
0	1.45968819882952	0.356	0.116	0	4	FAM200B
0	1.47951266745865	0.357	0.117	0	4	PDXK
0	1.09164900444197	0.399	0.16	0	4	PTEN
0	3.85504899410359	0.26	0.021	0	4	IMPA2
0	3.35679711372843	0.261	0.022	0	4	PPM1F
0	0.610508019476773	0.565	0.326	0	4	ADAR
0	3.21244441784438	0.266	0.028	0	4	SLC2A6
0	3.87955869321017	0.258	0.02	0	4	SLC15A3
0	1.09673772686049	0.381	0.143	0	4	LENG8
0	0.753777403396624	0.86	0.622	0	4	TPM3
0	0.878354549816532	0.425	0.187	0	4	CMTM7
0	2.09620234486509	0.294	0.056	0	4	HOTAIRM1
0	2.15687712289942	0.297	0.059	0	4	METTL7A
0	0.599796580572035	0.701	0.463	0	4	IER2
0	1.19183794791236	0.382	0.145	0	4	GPCPD1
0	2.42934163785874	0.287	0.05	0	4	KYNU
0	0.604803491232407	0.562	0.326	0	4	NDUFA2
0	2.98343401495744	0.271	0.035	0	4	DENND1A
0	2.96943772704219	0.264	0.028	0	4	PRKACA
0	0.977164529575758	0.414	0.178	0	4	TIMM8B
0	1.42573778801904	0.355	0.12	0	4	HEXB
0	0.556929990849692	0.706	0.471	0	4	ARL6IP4
0	2.11612188875021	0.29	0.055	0	4	PNPLA6
0	0.589141177484913	0.764	0.53	0	4	HCLS1
0	2.04356049023527	0.298	0.064	0	4	ARHGAP26
0	2.09532427250823	0.291	0.057	0	4	FRAT2
0	1.5199048102118	0.339	0.106	0	4	UNC119
0	0.857857620439311	0.449	0.216	0	4	SSH2
0	1.55106596484831	0.325	0.092	0	4	AP2A1
0	0.55661019140384	0.717	0.484	0	4	ATP5MF
0	2.27549724841823	0.289	0.056	0	4	OAZ2
0	0.625885691682754	0.523	0.291	0	4	CANX
0	0.98370957957317	0.381	0.149	0	4	STX7
0	1.14039781021813	0.382	0.15	0	4	CELF1
0	1.06849186410476	0.388	0.156	0	4	MAP2K3
0	1.09896984094484	0.378	0.146	0	4	CYTH4
0	0.594354029778428	0.557	0.326	0	4	AURKAIP1
0	2.1192493650143	0.279	0.048	0	4	HHEX
0	1.10957757970948	0.379	0.148	0	4	ACAA1
0	2.97059914049846	0.26	0.029	0	4	KDM1B
0	3.15921046936334	0.261	0.03	0	4	ROGDI
0	1.94735266402377	0.294	0.063	0	4	RALB
0	0.944940333426797	0.415	0.184	0	4	VPS35
0	0.737817405211909	0.424	0.194	0	4	ADAM10
0	1.44680709909378	0.334	0.105	0	4	MANBA
0	2.6173889731891	0.272	0.043	0	4	RELT
0	0.447969386821145	0.667	0.438	0	4	COX5A
0	0.836902637559883	0.416	0.187	0	4	ERICH1
0	1.84525157808931	0.299	0.07	0	4	DPEP2
0	0.46718868409071	0.536	0.308	0	4	IL10RA
0	0.920435396914031	0.405	0.177	0	4	MVP
0	2.4595306889715	0.272	0.044	0	4	COLGALT1
0	2.60645249559337	0.269	0.041	0	4	ADAM15
0	1.55626483501987	0.327	0.099	0	4	DHRS4
0	0.758652090882079	0.454	0.226	0	4	SLIRP
0	0.561525088694618	0.559	0.332	0	4	SF3B5
0	2.57430627662563	0.266	0.039	0	4	SBF2
0	1.9889142945477	0.28	0.054	0	4	IFIT3
0	1.05861749681628	0.371	0.145	0	4	ARRDC1
0	1.24736500754741	0.355	0.129	0	4	HOOK3
0	2.13050928814077	0.282	0.056	0	4	RPS6KA4
0	0.669462743650071	0.494	0.268	0	4	OSBPL8
0	0.511732059200456	0.575	0.349	0	4	PET100
0	0.580009492572759	0.528	0.303	0	4	NDUFS6
0	1.21911200674593	0.358	0.133	0	4	SQOR
0	0.688069726874716	0.473	0.248	0	4	NUCB1
0	0.46732611698648	0.454	0.23	0	4	SNX2
0	0.910715581736805	0.391	0.167	0	4	ZBTB7A
0	0.845712059261792	0.419	0.195	0	4	CCDC69
0	1.41135426812838	0.325	0.102	0	4	COL4A3BP
0	1.26082357750493	0.34	0.117	0	4	AGTPBP1
0	0.820068132433689	0.43	0.207	0	4	LRPAP1
0	0.522422161494179	0.75	0.527	0	4	PRR13
0	1.77530035866233	0.294	0.071	0	4	CMIP
0	0.38098085226102	0.608	0.385	0	4	GNAS
0	0.608268892616449	0.519	0.297	0	4	RAB5C
0	1.55094741418693	0.308	0.086	0	4	CD151
0	0.519785699189789	0.612	0.39	0	4	RBX1
0	2.57323747385107	0.265	0.044	0	4	CORO1C
0	1.99606717598494	0.269	0.048	0	4	CXCL16
0	1.09075624935864	0.375	0.154	0	4	TRIM44
0	0.54013492969778	0.537	0.317	0	4	NDUFS7
0	0.749089543640358	0.437	0.217	0	4	FAM96A
0	3.20085090820991	0.251	0.031	0	4	SIGLEC10
0	0.535955994195568	0.556	0.337	0	4	PLP2
0	1.11868000935945	0.36	0.141	0	4	HDLBP
0	0.964681068943756	0.379	0.16	0	4	BLOC1S1
0	0.580118055778265	0.565	0.346	0	4	UBE2L6
0	0.46978876442309	0.689	0.47	0	4	PSMB10
0	0.534239973826888	0.469	0.25	0	4	JUND
0	1.21514887096207	0.341	0.123	0	4	NUDT3
0	1.870125167719	0.281	0.063	0	4	ITPK1
0	2.83778291468972	0.256	0.038	0	4	SEMA4A
0	0.482066657695517	0.548	0.331	0	4	CFLAR
0	1.47190836852193	0.308	0.091	0	4	DDX60L
0	1.44963831954569	0.317	0.1	0	4	LAMP2
0	0.331433849457405	0.494	0.277	0	4	GIMAP1
0	1.03985129492564	0.355	0.138	0	4	G6PD
0	1.13808032872771	0.35	0.133	0	4	NLRP1
0	0.851447235723843	0.415	0.198	0	4	MX1
0	2.02621741563223	0.278	0.062	0	4	SRGAP2
0	0.4565422449213	0.644	0.428	0	4	ATP5ME
0	1.36974197041787	0.305	0.089	0	4	TNFAIP8L2
0	1.06119630126942	0.358	0.142	0	4	PLEKHB2
0	0.840516116499232	0.385	0.169	0	4	MOB3A
0	0.598427888395695	0.423	0.208	0	4	IRF7
0	0.423687793360608	0.755	0.54	0	4	CDC42
0	0.614145578483025	0.492	0.277	0	4	ANP32A
0	0.574726920787688	0.498	0.284	0	4	AP2M1
0	0.485661518418051	0.64	0.426	0	4	COX7B
0	0.896502729492807	0.369	0.155	0	4	RBPJ
0	0.45000500827104	0.609	0.395	0	4	FKBP8
0	0.39382637146916	0.561	0.348	0	4	SCAF11
0	0.652375060135383	0.457	0.244	0	4	SNX17
0	1.43449677451899	0.307	0.094	0	4	LEPROT
0	0.296744953494044	0.595	0.382	0	4	DEK
0	0.48997577228806	0.514	0.302	0	4	PPP4C
0	0.522904833576571	0.507	0.295	0	4	ROCK1
0	0.90422898209242	0.38	0.168	0	4	SNAP23
0	0.45457502841526	0.692	0.48	0	4	BRK1
0	0.509497455460972	0.49	0.278	0	4	ZNHIT1
0	0.747839958047711	0.408	0.196	0	4	NIN
0	2.0635680188038	0.275	0.064	0	4	BCKDK
0	0.881872343012021	0.378	0.167	0	4	TRIM38
0	1.55004981200178	0.296	0.085	0	4	DAPP1
0	1.63292897829562	0.285	0.075	0	4	TMEM127
0	1.68168224065075	0.284	0.074	0	4	AGPAT2
0	1.96515599055832	0.28	0.071	0	4	BAZ2B
0	1.76586319667474	0.272	0.063	0	4	APP
0	0.720160439819687	0.411	0.202	0	4	TACC1
0	0.691471435239916	0.87	0.661	0	4	LSP1
0	1.78079737154709	0.288	0.079	0	4	WDFY2
0	2.05818985944072	0.27	0.062	0	4	TTC7A
0	0.717401535263987	0.392	0.184	0	4	TSPAN14
0	1.28857875311534	0.332	0.124	0	4	ADPGK
0	1.96416680468995	0.262	0.054	0	4	SNN
0	2.30425554664957	0.255	0.047	0	4	RNF135
0	1.0545799501691	0.352	0.144	0	4	ARF3
0	0.419185931396711	0.585	0.377	0	4	PRDX5
0	0.569586128167711	0.842	0.634	0	4	UQCR11
0	0.488046391204511	0.518	0.311	0	4	RAB7A
0	1.93570721911586	0.267	0.06	0	4	OAS3
0	0.729893121570264	0.401	0.194	0	4	CALCOCO2
0	1.6640760428987	0.282	0.075	0	4	VAMP3
0	0.37483252276983	0.587	0.38	0	4	EID1
0	0.343691790118231	0.566	0.359	0	4	NDUFB7
0	0.68660003919244	0.86	0.653	0	4	COX6B1
0	0.474509214370092	0.785	0.579	0	4	NME2
0	0.420446709799296	0.535	0.329	0	4	REEP5
0	0.651869132429542	0.401	0.195	0	4	SETX
0	1.05640364278936	0.343	0.137	0	4	CAT
0	0.465879174208936	0.492	0.286	0	4	CASP4
0	2.16452000667062	0.258	0.052	0	4	ZMIZ1
0	0.791505291535582	0.393	0.187	0	4	SNF8
0	1.34459149392965	0.3	0.094	0	4	ANO6
0	0.555515521990746	0.474	0.268	0	4	TWF2
0	1.19515292236738	0.972	0.766	0	4	VIM
0	0.434310043315369	0.764	0.558	0	4	ATP5F1D
0	1.07817362093375	0.337	0.132	0	4	VMA21
0	0.433756384650339	0.475	0.27	0	4	STK10
0	1.22719146028837	0.313	0.109	0	4	PRCP
0	1.07929520371072	0.306	0.102	0	4	VCL
0	0.827326511413288	0.384	0.18	0	4	PRDX3
0	1.02328784204664	0.346	0.142	0	4	MTMR14
0	1.43614061083962	0.29	0.086	0	4	CBL
0	0.710220587461822	0.422	0.218	0	4	BNIP2
0	0.853318089188997	0.37	0.166	0	4	NORAD
0	1.44607962265705	0.297	0.093	0	4	TSEN34
0	0.61002212279224	0.389	0.186	0	4	LIMS1
0	1.86867101937138	0.269	0.066	0	4	ATP6V1A
0	1.75403520853912	0.273	0.07	0	4	MICU1
0	0.964354848826187	0.346	0.143	0	4	UBR4
0	0.646481653337945	0.434	0.231	0	4	XRN2
0	0.811240710269103	0.356	0.153	0	4	PREX1
0	1.10829333066608	0.325	0.123	0	4	NMI
0	0.508208679427332	0.414	0.212	0	4	YWHAH
0	0.327449633213633	0.601	0.399	0	4	TCF25
0	0.581580286516344	0.404	0.203	0	4	UBE2J1
0	0.592294049583087	0.452	0.251	0	4	KDELR1
0	0.453273763324692	0.493	0.292	0	4	DDT
0	0.780299592447304	0.366	0.165	0	4	RPS6KA1
0	0.397281713188422	0.588	0.387	0	4	CSNK2B
0	0.702902356923776	0.394	0.194	0	4	LSM10
0	1.08948985329612	0.324	0.124	0	4	TUT7
0	0.394460898897841	0.739	0.539	0	4	UQCR10
0	0.370159788471014	0.559	0.36	0	4	ROMO1
0	0.278207254891142	0.535	0.336	0	4	RGS10
0	0.488610292409793	0.453	0.254	0	4	VPS13C
0	1.73682430763143	0.27	0.071	0	4	CIITA
0	0.507753643492179	0.444	0.245	0	4	YWHAE
0	1.66197926325238	0.278	0.079	0	4	PLIN3
0	0.81665131323886	0.347	0.148	0	4	RNPEPL1
0	0.846154205427473	0.366	0.167	0	4	CDV3
0	0.573245830465672	0.431	0.232	0	4	CLTB
0	0.899581652331532	0.352	0.153	0	4	UBA1
0	0.789346921135345	0.894	0.696	0	4	RHOA
0	0.306819998529227	0.674	0.476	0	4	SELENOH
0	1.20109883347242	0.3	0.102	0	4	COMMD9
0	1.57982042394419	0.275	0.077	0	4	CCDC88B
0	0.291906106790402	0.534	0.336	0	4	SELPLG
0	0.997082376877137	0.327	0.13	0	4	DUSP23
0	0.732771879962168	0.395	0.198	0	4	NDUFB5
0	0.330557026268958	0.613	0.416	0	4	SNX3
0	0.460859163163089	0.529	0.332	0	4	ZNF706
0	0.705508600942025	0.391	0.194	0	4	RB1
0	1.48593888226817	0.281	0.084	0	4	ACTN1
0	0.992062573630654	0.304	0.107	0	4	ADCY7
0	0.757537511212294	0.365	0.168	0	4	UPP1
0	0.378521437233542	0.688	0.491	0	4	HNRNPU
0	0.436822643687949	0.731	0.534	0	4	NDUFA1
0	1.08975815266044	0.312	0.116	0	4	IFI44L
0	1.65534021002265	0.266	0.07	0	4	MED13L
0	0.6242042492114	0.398	0.202	0	4	APOL6
0	1.41269582518857	0.279	0.084	0	4	PDLIM5
0	1.6497276311181	0.267	0.072	0	4	TYK2
0	0.322512362092475	0.613	0.418	0	4	COPE
0	0.396543853532386	0.678	0.484	0	4	IRF1
0	0.48042681755556	0.477	0.283	0	4	ALKBH7
0	1.02986101287021	0.317	0.123	0	4	GMIP
0	1.10496338224132	0.312	0.118	0	4	JOSD2
0	0.341113754238502	0.778	0.585	0	4	DAZAP2
0	0.461582293792352	0.466	0.273	0	4	NDUFC1
0	0.736662352308134	0.372	0.179	0	4	MKRN1
0	0.745369468708699	0.37	0.177	0	4	VTI1B
0	1.48546729485629	0.27	0.077	0	4	CTDNEP1
0	1.6645196239884	0.257	0.064	0	4	YPEL2
0	0.30248375867139	0.571	0.378	0	4	POMP
0	0.537006910480184	0.444	0.252	0	4	VPS29
0	0.769688519945314	0.37	0.178	0	4	PSTPIP1
0	1.03713257306893	0.349	0.157	0	4	GBP1
0	0.345066163793724	0.744	0.552	0	4	ATP6V0E1
0	0.327853646740436	0.568	0.376	0	4	POLD4
0	0.473309031762897	0.47	0.278	0	4	M6PR
0	0.507102250772795	0.798	0.607	0	4	CALM2
0	0.927392390235278	0.332	0.141	0	4	IRF2BP2
0	0.474007068903501	0.495	0.304	0	4	ISG15
0	0.359794729839783	0.511	0.32	0	4	CAPZA1
0	1.09418663524783	0.309	0.118	0	4	ARHGEF2
0	0.39807619993213	0.454	0.263	0	4	SSR3
0	0.523270484378864	0.428	0.237	0	4	SORL1
0	0.868414188131716	0.326	0.135	0	4	KLF13
0	0.395253179392907	0.465	0.274	0	4	CKLF
0	1.15484509864265	0.302	0.111	0	4	SLC38A10
0	1.21102022243028	0.284	0.093	0	4	EIF4EBP2
0	0.397562307134574	0.564	0.373	0	4	EIF3M
0	0.426401955844375	0.46	0.27	0	4	TAOK3
0	0.894995074087829	0.332	0.143	0	4	MLX
0	0.857582144515029	0.329	0.14	0	4	TRIP12
0	1.26438192044569	0.308	0.119	0	4	MTSS1
0	0.518487678932296	0.426	0.237	0	4	TMEM179B
0	0.712549254950752	0.369	0.18	0	4	IFI35
0	1.25184408503042	0.282	0.093	0	4	MIIP
0	0.341144191317813	0.692	0.503	0	4	ERP29
0	0.949015174540809	0.327	0.139	0	4	CNIH4
0	0.829021023663256	0.365	0.177	0	4	TMEM165
0	0.628505490449297	0.256	0.068	0	4	IER3
0	1.00996917515763	0.267	0.079	0	4	SGK1
0	1.12500279530734	0.262	0.074	0	4	GSN
0	1.64630862655485	0.257	0.069	0	4	ORAI3
0	0.407386238765783	0.51	0.322	0	4	UQCRFS1
0	0.286953933478298	0.602	0.415	0	4	CSDE1
0	0.320820136736802	0.639	0.452	0	4	C4orf3
0	1.646662501231	0.25	0.063	0	4	TENT5A
0	0.615882778580314	0.379	0.192	0	4	WAC
0	1.19904307889359	0.295	0.108	0	4	WASHC2C
0	0.462441002436389	0.438	0.251	0	4	DYNC1H1
0	1.0877587435825	0.312	0.125	0	4	MEF2A
0	0.350389104326424	0.671	0.485	0	4	SLC25A5
0	0.339958407206918	0.56	0.374	0	4	ATP5F1A
0	0.329085909698373	0.5	0.314	0	4	SP110
0	1.51854511885304	0.262	0.076	0	4	FAR1
0	0.431051238837935	0.461	0.275	0	4	MRPL52
0	0.848048597393914	0.378	0.192	0	4	HIF1A
0	0.54920228224101	0.411	0.225	0	4	NDUFA11
0	0.280103673574413	0.583	0.397	0	4	CALM3
0	0.354361626887491	0.753	0.568	0	4	UQCRH
0	0.447374034729735	0.654	0.469	0	4	DRAP1
0	0.308838444505209	0.544	0.359	0	4	NDUFA13
0	0.992381608950281	0.307	0.122	0	4	PARP9
0	1.27197632635092	0.27	0.085	0	4	LARP1
0	0.903831711633207	0.314	0.129	0	4	CTDSP2
0	0.642931657367601	0.376	0.191	0	4	TMPO
0	1.44066649940856	0.261	0.076	0	4	NCOR2
0	0.576465727008664	0.416	0.231	0	4	RAB8A
0	0.410771471742623	0.87	0.685	0	4	CLIC1
0	0.596662295703308	0.405	0.221	0	4	LSM6
0	1.18644798004133	0.281	0.097	0	4	CBR1
0	0.53731299652724	0.374	0.19	0	4	PPP1CB
0	0.748509388919856	0.364	0.18	0	4	ACADVL
0	0.27878031216165	0.69	0.506	0	4	POLR2L
0	0.607817892673155	0.736	0.552	0	4	PSME2
0	1.17558573322233	0.273	0.09	0	4	IQSEC1
0	0.965971219522794	0.315	0.132	0	4	OAS2
0	1.00717180138839	0.308	0.125	0	4	CCPG1
0	0.729711189133332	0.355	0.172	0	4	RIOK3
0	0.732750389482386	0.35	0.167	0	4	COPA
0	0.752312527834337	0.335	0.153	0	4	BOD1L1
0	1.14968771728587	0.272	0.09	0	4	PTPRJ
0	1.09475873263354	0.281	0.099	0	4	TAOK1
0	0.407307136968735	0.482	0.3	0	4	NAPA
0	1.08754512373908	0.29	0.108	0	4	ZNF524
0	0.969394507122444	0.303	0.121	0	4	EP300
0	0.74021584011383	0.349	0.167	0	4	SCNM1
0	0.773321238858864	0.359	0.178	0	4	AKIRIN2
0	0.339531900523809	0.512	0.331	0	4	POLR1D
0	0.752323118538056	0.35	0.169	0	4	ATP6AP1
0	0.320696303459562	0.662	0.482	0	4	PGK1
0	0.519654884235059	0.889	0.709	0	4	EMP3
0	0.586359192322742	0.396	0.216	0	4	PNPLA2
0	1.11823649363462	0.281	0.101	0	4	GCH1
0	1.22389821795925	0.289	0.109	0	4	LRRFIP2
0	0.698466735272539	0.366	0.186	0	4	DNAJC7
0	0.763501284506863	0.339	0.16	0	4	MAP7D1
0	0.526979547485034	0.39	0.211	0	4	CYC1
0	0.377510213884794	0.442	0.263	0	4	RBMS1
0	0.693090032455223	0.354	0.175	0	4	IDH3G
0	1.47658908268597	0.254	0.075	0	4	PSEN1
0	0.784761275002927	0.333	0.155	0	4	CHCHD5
0	1.20760220696087	0.273	0.095	0	4	RASSF3
0	0.607295982944901	0.353	0.175	0	4	KCNAB2
0	0.323043661541804	0.506	0.328	0	4	SYF2
0	0.688987939323316	0.354	0.176	0	4	PSMB4
0	0.582441297215205	0.38	0.202	0	4	CD46
0	0.726231705123507	0.353	0.175	0	4	SRA1
0	0.305561815716965	0.584	0.406	0	4	CSK
0	0.670767539902503	0.356	0.179	0	4	BAG1
0	1.02533898909006	0.285	0.108	0	4	LIPA
0	0.60397157753259	0.374	0.197	0	4	ATP2B1
0	0.540440036166427	0.377	0.2	0	4	EPSTI1
0	0.424116769368473	0.402	0.226	0	4	LAPTM4A
0	0.851327471398852	0.323	0.147	0	4	HADHB
0	0.763327216762692	0.336	0.16	0	4	PABPN1
0	1.17365926685026	0.275	0.099	0	4	NDUFV3
0	0.418440029161435	0.451	0.275	0	4	OXA1L
0	0.989861786439296	0.284	0.108	0	4	SPG11
0	0.642185030347038	0.345	0.169	0	4	SHOC2
0	1.17067561774691	0.278	0.103	0	4	CYB5R4
0	1.23844183248082	0.275	0.1	0	4	YWHAG
0	0.728130201252055	0.34	0.165	0	4	PTK2B
0	1.28416952042347	0.263	0.088	0	4	TOLLIP
0	1.05598094837339	0.287	0.112	0	4	STX12
0	0.831181552590492	0.311	0.136	0	4	LPGAT1
0	1.38489319033361	0.256	0.081	0	4	NFIC
0	0.487474102490372	0.924	0.75	0	4	LAPTM5
0	0.726599607250482	0.32	0.146	0	4	PQLC3
0	0.680219671177099	0.339	0.165	0	4	DCP2
0	0.638657883980864	0.337	0.163	0	4	BAZ2A
0	1.45557365275217	0.251	0.077	0	4	IFI44
0	0.269415140772781	0.52	0.347	0	4	P4HB
0	0.458592942437769	0.404	0.231	0	4	HNRNPD
0	1.22056006416832	0.27	0.097	0	4	TPD52L2
0	0.298269142507387	0.431	0.258	0	4	CAPN2
0	0.674893768702685	0.351	0.178	0	4	TIMM13
0	1.04277750263391	0.284	0.111	0	4	AP1B1
0	0.653744279953035	0.338	0.166	0	4	COA3
0	0.605888288093726	0.339	0.167	0	4	CDKN2D
0	0.341060671832941	0.395	0.223	0	4	MAPK1
0	0.660463988365244	0.357	0.185	0	4	ABI3
0	0.28533832040586	0.434	0.262	0	4	ARHGAP45
0	1.14068737623592	0.276	0.105	0	4	AZI2
0	0.304846493607118	0.769	0.598	0	4	GPSM3
0	0.885495099476351	0.897	0.726	0	4	ARPC3
0	0.527519991632941	0.275	0.104	0	4	IRF8
0	1.19794488239207	0.268	0.097	0	4	DUSP22
0	0.299796262598674	0.479	0.308	0	4	RNF7
0	1.32091533381385	0.253	0.082	0	4	SCLT1
0	0.293640487003702	0.442	0.271	0	4	BAZ1A
0	0.382181788218266	0.442	0.271	0	4	TMEM256
0	0.610512490391956	0.347	0.176	0	4	BRD4
0	0.479965215695687	0.52	0.35	0	4	CCNL1
0	0.31376305242238	0.641	0.471	0	4	ATP5F1B
0	0.260206884850266	0.543	0.373	0	4	NDUFB10
