p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.566827971401128	0.48	0.329	0	0	IL7R
0	1.59765043092729	0.445	0.296	0	0	TUBA4A
0	1.26673434892915	0.365	0.216	0	0	CREM
0	1.24364208773999	0.28	0.136	0	0	SH2D1A
0	1.69179820003456	0.381	0.237	0	0	RGCC
0	0.992258079274554	0.327	0.183	0	0	TRAC
0	0.816951874949372	0.29	0.147	0	0	MATK
0	1.18810017201613	0.373	0.23	0	0	APOBEC3G
0	1.06289886980408	0.403	0.261	0	0	PPP2R5C
0	0.735859396348958	0.38	0.241	0	0	ZAP70
0	1.35169695735232	0.435	0.298	0	0	JUN
0	1.50239651805537	0.511	0.374	0	0	CXCR4
0	0.89873805413896	0.387	0.251	0	0	CLEC2D
0	0.788536544312921	0.448	0.315	0	0	GNG2
0	0.700981609216424	0.414	0.281	0	0	SKAP1
0	0.554995747169119	0.38	0.249	0	0	TRBC1
0	0.835971205328419	0.34	0.21	0	0	PRKCH
0	1.13290790424581	0.271	0.142	0	0	SYTL3
0	1.3008892432119	0.305	0.176	0	0	ZNF331
0	0.494415981235618	0.275	0.147	0	0	FGFBP2
0	1.52630790933909	0.305	0.177	0	0	HSPA1B
0	1.13593096909769	0.261	0.133	0	0	CD5
0	0.938203547118465	0.278	0.151	0	0	PYHIN1
0	1.07704057010103	0.279	0.152	0	0	STAT4
0	0.623009701106094	0.531	0.404	0	0	TRBC2
0	0.978355666023507	0.29	0.165	0	0	RORA
0	0.265800235527634	0.326	0.204	0	0	HOPX
0	0.664044162207504	0.421	0.3	0	0	ARL4C
0	1.30766732165553	0.265	0.145	0	0	LYAR
0	1.32139644998827	0.387	0.267	0	0	TUBB4B
0	1.00711262312401	0.332	0.214	0	0	PARP8
0	0.66476545762292	0.521	0.403	0	0	STK17A
0	1.66134716837335	0.286	0.168	0	0	UBE2S
0	1.13928763941756	0.266	0.149	0	0	RGS1
0	1.1283048063082	0.275	0.161	0	0	STOM
0	0.934156619898453	0.321	0.207	0	0	OPTN
0	0.667991061321231	0.455	0.342	0	0	SEPT1
0	0.876098878336526	0.339	0.227	0	0	GBP5
0	0.621538260743381	0.446	0.334	0	0	LBH
0	0.888973304855785	0.33	0.219	0	0	SYNE1
0	0.504752885445426	0.79	0.679	0	0	CRIP1
0	0.936967417593593	0.312	0.201	0	0	NFATC2
0	0.536355754686165	0.604	0.496	0	0	LITAF
0	1.08744740787971	0.608	0.501	0	0	SRSF7
0	0.735266490060934	0.519	0.413	0	0	MT2A
0	1.23969289900819	0.324	0.219	0	0	SAMSN1
0	0.967762773035701	0.416	0.313	0	0	CLEC2B
0	1.11349437920103	0.37	0.267	0	0	HSPH1
0	0.993990421180304	0.263	0.161	0	0	ATP2B4
0	0.735862682202393	0.336	0.234	0	0	CMC1
0	0.974170393257812	0.321	0.219	0	0	DDIT4
0	1.08502289416591	0.266	0.165	0	0	PTPN22
0	1.09983565409234	0.431	0.33	0	0	YPEL5
0	0.771059452324221	0.304	0.203	0	0	APMAP
0	0.775932071201844	0.31	0.211	0	0	KLRB1
0	0.904859590402515	0.381	0.283	0	0	SLC2A3
0	0.763465701843911	0.494	0.397	0	0	PAXX
0	0.502786680397445	0.48	0.383	0	0	CTSC
0	0.814853815751703	0.303	0.207	0	0	IKZF3
0	0.824989211795246	0.308	0.212	0	0	LIME1
0	0.882105257376671	0.289	0.193	0	0	RUNX3
0	0.901594218627579	0.276	0.181	0	0	RNF125
0	1.14111720974334	0.8	0.706	0	0	ZFP36L2
0	1.25592899100842	0.516	0.422	0	0	DNAJA1
0	1.20706201062322	0.305	0.211	0	0	FAM177A1
0	1.10063986964303	0.536	0.443	0	0	LDHA
0	0.906930774715697	0.251	0.158	0	0	SCML4
0	1.07983120682624	0.277	0.185	0	0	CYTOR
0	0.984133491117503	0.253	0.161	0	0	CBLB
0	0.901172552039057	0.261	0.17	0	0	CHST12
0	0.983220061094	0.3	0.212	0	0	AC016831.7
0	0.702923383579026	0.358	0.27	0	0	ID2
0	1.14888632563046	0.37	0.283	0	0	HSPA1A
0	0.980491239520568	0.253	0.166	0	0	PTPN7
0	0.567532760602655	0.456	0.37	0	0	IL2RG
0	0.849925968847382	0.452	0.366	0	0	HSPA5
0	0.799062781480237	0.445	0.36	0	0	LEPROTL1
0	0.437238854985727	0.616	0.532	0	0	EVL
0	0.805488281161098	0.391	0.308	0	0	PDCD4
0	0.389859976744396	0.648	0.568	0	0	C12orf57
0	0.755490516649703	0.46	0.38	0	0	SELENOK
0	0.827148610984197	0.262	0.182	0	0	PITPNC1
0	0.643281937160158	0.29	0.21	0	0	ABHD17A
0	0.82660581973131	0.29	0.21	0	0	RASAL3
0	0.855814048158654	0.374	0.295	0	0	IDS
0	0.986454625150428	0.256	0.178	0	0	RNF19A
0	0.93434098789993	0.813	0.735	0	0	UBB
0	1.16869141999563	0.591	0.513	0	0	ZFP36
0	0.577212671745521	0.511	0.435	0	0	EZR
0	0.856684805331681	0.263	0.187	0	0	MT1X
0	1.04560012185451	0.832	0.756	0	0	HSP90AA1
0	0.525373388805846	0.256	0.181	0	0	ITK
0	1.22171546200087	0.309	0.235	0	0	MYADM
0	0.684878757533854	0.9	0.827	0	0	CALM1
0	0.730513510147294	0.321	0.248	0	0	EMB
0	1.02209149714192	0.87	0.797	0	0	HSPA8
0	0.883281854732517	0.472	0.4	0	0	BRD2
0	0.769512520280279	0.398	0.328	0	0	DNAJB6
0	0.728051443769236	0.539	0.471	0	0	HSPE1
0	1.25663778425126	0.288	0.22	0	0	CITED2
0	0.674528217357444	0.422	0.356	0	0	YWHAQ
0	0.700891572267835	0.401	0.335	0	0	KIAA1551
0	0.847791334843642	0.318	0.252	0	0	GADD45B
0	0.65245351142821	0.319	0.256	0	0	RHOF
0	0.726036677176054	0.26	0.199	0	0	VPS37B
0	0.450904818741556	0.443	0.382	0	0	ACAP1
0	0.514278567510891	0.582	0.522	0	0	KLF6
0	0.932990530143963	0.268	0.209	0	0	CCNH
0	0.857100832776493	0.481	0.422	0	0	SRSF2
0	0.292543271333165	0.862	0.803	0	0	CD52
0	0.97052119543467	0.586	0.528	0	0	JUNB
