dataset_id	metric	n	min	median	mean	max
GSE235863_CD45	n_genes	191435	500	1550.0	1645.2981011831691	6000
GSE235863_CD45	n_genes_by_counts	191435	500	1550.0	1645.2861075560895	6000
GSE235863_CD45	total_counts	191435	579.0	3945.0	4894.5347	93644.0
GSE235863_CD45	pct_counts_mt	191435	0.0	3.4252074	4.214697	19.981958
GSE235863_CD45	pct_counts_rp	191435	0.33883947	19.9877	20.176905	58.082973
GSE235863_CD45	pct_counts_hb	191435	0.0	0.0	0.0012077286	0.97965336
GSE235863_CD45	pct_counts_hsp	191435	0.0	0.8047995	1.7121686	33.51351
GSE235863_CD45	doublet_scores	191435	0.004098360655737705	0.07843137254901959	0.0988033293846623	0.7127659574468085
GSE235863_CD45	predicted_doublets_true	191435	0		0.0	0
