dataset_id	review_class	marker_group	gene_symbol	cell_count	pct_expr	mean_log_norm
GSE178318	caf_ecm_review	caf_activation	ACTA2	11127	0.0830412510110542	0.16351523370613
GSE178318	caf_ecm_review	caf_activation	FAP	11127	0.0471825289835535	0.0528517163798034
GSE178318	caf_ecm_review	caf_activation	MMP11	11127	0.0292082322279141	0.0552798979414739
GSE178318	caf_ecm_review	caf_activation	MMP2	11127	0.0922081423564303	0.223735994775635
GSE178318	caf_ecm_review	caf_activation	POSTN	11127	0.0331625775141548	0.0588846586702517
GSE178318	caf_ecm_review	caf_activation	THBS2	11127	0.0521254605913544	0.069581415177505
GSE178318	caf_ecm_review	cycling	MKI67	11127	0.00709984721847758	0.0106000639562867
GSE178318	caf_ecm_review	cycling	TOP2A	11127	0.00548216051047003	0.00825319109308192
GSE178318	caf_ecm_review	endothelial	KDR	11127	0.000179742967556394	8.66664626792335e-05
GSE178318	caf_ecm_review	endothelial	PECAM1	11127	0.00718971870225577	0.00622688135932173
GSE178318	caf_ecm_review	endothelial	VWF	11127	0.000269614451334592	0.000277615707073426
GSE178318	caf_ecm_review	epithelial_tumor	EPCAM	11127	0.0096162487642671	0.00927865636488465
GSE178318	caf_ecm_review	epithelial_tumor	KRT18	11127	0.0237260717174441	0.0281607027929507
GSE178318	caf_ecm_review	epithelial_tumor	KRT19	11127	0.0301069470656961	0.0444592351131805
GSE178318	caf_ecm_review	epithelial_tumor	KRT8	11127	0.0271411881010155	0.0312226970685837
GSE178318	caf_ecm_review	fibroblast_ecm	COL1A1	11127	0.103891435247596	0.316220365590621
GSE178318	caf_ecm_review	fibroblast_ecm	COL1A2	11127	0.104250921182709	0.316950711648313
GSE178318	caf_ecm_review	fibroblast_ecm	COL3A1	11127	0.0975105598993439	0.284046839473245
GSE178318	caf_ecm_review	fibroblast_ecm	DCN	11127	0.112519097690303	0.381699312485114
GSE178318	caf_ecm_review	fibroblast_ecm	LUM	11127	0.10766603756628	0.359867232056363
GSE178318	caf_ecm_review	fibroblast_ecm	PRELP	11127	0.0494293160780084	0.0705460756211705
GSE178318	caf_ecm_review	immune_context	CD3D	11127	0.0185135256583086	0.0222896609702587
GSE178318	caf_ecm_review	immune_context	LYZ	11127	0.0270513166172374	0.0341639812341788
GSE178318	caf_ecm_review	immune_context	PTPRC	11127	0.0134807225667296	0.0150247265349717
GSE178318	caf_ecm_review	inflammatory_caf	C3	11127	0.0740541026332345	0.153858953673859
GSE178318	caf_ecm_review	inflammatory_caf	CFD	11127	0.0825918935921632	0.210296672719354
GSE178318	caf_ecm_review	inflammatory_caf	CXCL12	11127	0.0659656690931967	0.113084729814619
GSE178318	caf_ecm_review	inflammatory_caf	CXCL14	11127	0.0512267457535724	0.142249518848688
GSE178318	caf_ecm_review	inflammatory_caf	IL6	11127	0.03190437674126	0.0525729182836829
GSE178318	caf_ecm_review	inflammatory_caf	SFRP1	11127	0.0368473083490608	0.0776580200628187
GSE178318	caf_ecm_review	pericyte_like	CSPG4	11127	0.0030556304484587	0.00306402714433433
GSE178318	caf_ecm_review	pericyte_like	MCAM	11127	0.00548216051047003	0.00609767307091015
GSE178318	caf_ecm_review	pericyte_like	PDGFRB	11127	0.0441268985350948	0.0497418315990382
GSE178318	caf_ecm_review	pericyte_like	RGS5	11127	0.00781881908870316	0.0149722565194968
GSE178318	endothelial_review	caf_activation	ACTA2	1570	0.0394904458598726	0.0349421087648024
GSE178318	endothelial_review	caf_activation	FAP	1570	0.0171974522292994	0.0180911308982737
GSE178318	endothelial_review	caf_activation	MMP11	1570	0.0089171974522293	0.00929696526709461
GSE178318	endothelial_review	caf_activation	MMP2	1570	0.0802547770700637	0.114249037079582
GSE178318	endothelial_review	caf_activation	POSTN	1570	0.0178343949044586	0.0253731671336418
GSE178318	endothelial_review	caf_activation	THBS2	1570	0.00127388535031847	0.000546154622907065
GSE178318	endothelial_review	cycling	MKI67	1570	0.0222929936305732	0.0217760202647359
GSE178318	endothelial_review	cycling	TOP2A	1570	0.00955414012738853	0.00906829806253653
GSE178318	endothelial_review	endothelial	KDR	1570	0.0375796178343949	0.0454005020784875
GSE178318	endothelial_review	endothelial	PECAM1	1570	0.978343949044586	1.23808183194769
GSE178318	endothelial_review	endothelial	VWF	1570	0.107643312101911	0.204223685036497
GSE178318	endothelial_review	epithelial_tumor	EPCAM	1570	0.0299363057324841	0.0301354945043386
GSE178318	endothelial_review	epithelial_tumor	KRT18	1570	0.0987261146496815	0.0840007700182009
GSE178318	endothelial_review	epithelial_tumor	KRT19	1570	0.0407643312101911	0.0390308529415725
GSE178318	endothelial_review	epithelial_tumor	KRT8	1570	0.0923566878980892	0.0827794174285113
GSE178318	endothelial_review	fibroblast_ecm	COL1A1	1570	0.0171974522292994	0.0105098749840791
GSE178318	endothelial_review	fibroblast_ecm	COL1A2	1570	0.0146496815286624	0.00857953222986674
GSE178318	endothelial_review	fibroblast_ecm	COL3A1	1570	0.0146496815286624	0.00961753201149348
GSE178318	endothelial_review	fibroblast_ecm	DCN	1570	0.0203821656050955	0.0129583865403775
GSE178318	endothelial_review	fibroblast_ecm	LUM	1570	0.0261146496815287	0.0153914609928738
GSE178318	endothelial_review	fibroblast_ecm	PRELP	1570	0.00254777070063694	0.00300168860721932
GSE178318	endothelial_review	immune_context	CD3D	1570	0.202547770700637	0.243089002216061
GSE178318	endothelial_review	immune_context	LYZ	1570	0.163057324840764	0.134868158318792
GSE178318	endothelial_review	immune_context	PTPRC	1570	0.202547770700637	0.243513530875143
GSE178318	endothelial_review	inflammatory_caf	C3	1570	0.0133757961783439	0.0119325374949809
GSE178318	endothelial_review	inflammatory_caf	CFD	1570	0.0687898089171975	0.0800484364995249
GSE178318	endothelial_review	inflammatory_caf	CXCL12	1570	0.0299363057324841	0.0482840977833867
GSE178318	endothelial_review	inflammatory_caf	CXCL14	1570	0.010828025477707	0.00657432227282414
GSE178318	endothelial_review	inflammatory_caf	IL6	1570	0.0254777070063694	0.0296754891541731
GSE178318	endothelial_review	inflammatory_caf	SFRP1	1570	0.00573248407643312	0.00415061412388524
GSE178318	endothelial_review	pericyte_like	CSPG4	1570	0.000636942675159236	0.0001845090893798
GSE178318	endothelial_review	pericyte_like	MCAM	1570	0.0401273885350318	0.0498639193630961
GSE178318	endothelial_review	pericyte_like	PDGFRB	1570	0.00318471337579618	0.00237399285842039
GSE178318	endothelial_review	pericyte_like	RGS5	1570	0.00955414012738853	0.00839492017426597
GSE178318	epithelial_review	caf_activation	ACTA2	13965	0.0180451127819549	0.0160330853628314
GSE178318	epithelial_review	caf_activation	FAP	13965	0.00730397422126745	0.00403202126039556
GSE178318	epithelial_review	caf_activation	MMP11	13965	0.0360186179735052	0.0193032447609247
GSE178318	epithelial_review	caf_activation	MMP2	13965	0.0158968850698174	0.0112415119709741
GSE178318	epithelial_review	caf_activation	POSTN	13965	0.00171858216970999	0.00134800085019076
GSE178318	epithelial_review	caf_activation	THBS2	13965	0.0025062656641604	0.00149768073656403
GSE178318	epithelial_review	cycling	MKI67	13965	0.123451485857501	0.103630435083072
GSE178318	epithelial_review	cycling	TOP2A	13965	0.089437880415324	0.0756078913794948
GSE178318	epithelial_review	endothelial	KDR	13965	0.000358037952022914	0.000332066297404311
GSE178318	epithelial_review	endothelial	PECAM1	13965	0.0229860365198711	0.0178690526174655
GSE178318	epithelial_review	endothelial	VWF	13965	0.00221983530254207	0.00169402925441387
GSE178318	epithelial_review	epithelial_tumor	EPCAM	13965	0.723236663086287	1.5648692574243
GSE178318	epithelial_review	epithelial_tumor	KRT18	13965	0.852130325814536	2.44603452870043
GSE178318	epithelial_review	epithelial_tumor	KRT19	13965	0.705048335123523	1.80481522099335
GSE178318	epithelial_review	epithelial_tumor	KRT8	13965	0.868528464017186	2.5628167244012
GSE178318	epithelial_review	fibroblast_ecm	COL1A1	13965	0.0459004654493376	0.03221233222217
GSE178318	epithelial_review	fibroblast_ecm	COL1A2	13965	0.0192624418188328	0.0142355207825615
GSE178318	epithelial_review	fibroblast_ecm	COL3A1	13965	0.0215538847117795	0.0149595549246564
GSE178318	epithelial_review	fibroblast_ecm	DCN	13965	0.0204081632653061	0.0145189298403217
GSE178318	epithelial_review	fibroblast_ecm	LUM	13965	0.0282133906194057	0.0216104412666512
GSE178318	epithelial_review	fibroblast_ecm	PRELP	13965	0.00264948084496957	0.00178442631887711
GSE178318	epithelial_review	immune_context	CD3D	13965	0.252989616899391	0.325620618174472
GSE178318	epithelial_review	immune_context	LYZ	13965	0.572359470103831	1.07727427688299
GSE178318	epithelial_review	immune_context	PTPRC	13965	0.155173648406731	0.181746731190375
GSE178318	epithelial_review	inflammatory_caf	C3	13965	0.142570712495525	0.13084922243657
GSE178318	epithelial_review	inflammatory_caf	CFD	13965	0.265449337629789	0.215537094770234
GSE178318	epithelial_review	inflammatory_caf	CXCL12	13965	0.00680272108843537	0.0049402720617501
GSE178318	epithelial_review	inflammatory_caf	CXCL14	13965	0.0294307196562836	0.0319027803785129
GSE178318	epithelial_review	inflammatory_caf	IL6	13965	0.0160401002506266	0.0189373843908411
GSE178318	epithelial_review	inflammatory_caf	SFRP1	13965	0.000644468313641246	0.00040439182936273
GSE178318	epithelial_review	pericyte_like	CSPG4	13965	0.00221983530254207	0.00147177937419695
GSE178318	epithelial_review	pericyte_like	MCAM	13965	0.00644468313641246	0.00521525148561002
GSE178318	epithelial_review	pericyte_like	PDGFRB	13965	0.00343716433941998	0.00263770709994673
GSE178318	epithelial_review	pericyte_like	RGS5	13965	0.0151808091657716	0.00874158273385213
GSE178318	immune_review	caf_activation	ACTA2	98819	0.0395875287141137	0.0538935287951898
GSE178318	immune_review	caf_activation	FAP	98819	0.000394660945769538	0.000483021046909609
GSE178318	immune_review	caf_activation	MMP11	98819	0.00233760714032726	0.00313802135324788
GSE178318	immune_review	caf_activation	MMP2	98819	0.012841660004655	0.0120840037161806
GSE178318	immune_review	caf_activation	POSTN	98819	0.000809560914399053	0.00105663181577158
GSE178318	immune_review	caf_activation	THBS2	98819	0.00088039749440897	0.000935487185402454
GSE178318	immune_review	cycling	MKI67	98819	0.0300954269927848	0.0426362213363161
GSE178318	immune_review	cycling	TOP2A	98819	0.0236391787004523	0.0317417594512321
GSE178318	immune_review	endothelial	KDR	98819	4.04780457199526e-05	4.56490857406933e-05
GSE178318	immune_review	endothelial	PECAM1	98819	0.0761290844878009	0.0876662968548245
GSE178318	immune_review	endothelial	VWF	98819	0.000566692640079337	0.000656336930511822
GSE178318	immune_review	epithelial_tumor	EPCAM	98819	0.0291543124297959	0.0381266589266104
GSE178318	immune_review	epithelial_tumor	KRT18	98819	0.0670012851779516	0.0921965990186231
GSE178318	immune_review	epithelial_tumor	KRT19	98819	0.0371284874366266	0.0526904383191782
GSE178318	immune_review	epithelial_tumor	KRT8	98819	0.0750361772533622	0.104842965634213
GSE178318	immune_review	fibroblast_ecm	COL1A1	98819	0.0095730578127688	0.0121725849672976
GSE178318	immune_review	fibroblast_ecm	COL1A2	98819	0.00647648731519242	0.00835177433615056
GSE178318	immune_review	fibroblast_ecm	COL3A1	98819	0.00603122881227294	0.00772825587916157
GSE178318	immune_review	fibroblast_ecm	DCN	98819	0.0115362430301865	0.0153609173719523
GSE178318	immune_review	fibroblast_ecm	LUM	98819	0.0121636527388458	0.0157004266341864
GSE178318	immune_review	fibroblast_ecm	PRELP	98819	0.000546453617219361	0.000723795950903061
GSE178318	immune_review	immune_context	CD3D	98819	0.731478764205264	1.73139640113829
GSE178318	immune_review	immune_context	LYZ	98819	0.304718728179803	0.78387421242233
GSE178318	immune_review	immune_context	PTPRC	98819	0.699632661735091	1.29476298607923
GSE178318	immune_review	inflammatory_caf	C3	98819	0.0232647567775428	0.0253208217839326
GSE178318	immune_review	inflammatory_caf	CFD	98819	0.0982300974508951	0.147203300131842
GSE178318	immune_review	inflammatory_caf	CXCL12	98819	0.00301561440613647	0.00341946387490962
GSE178318	immune_review	inflammatory_caf	CXCL14	98819	0.00459425818921462	0.00552734480626697
GSE178318	immune_review	inflammatory_caf	IL6	98819	0.0172335279652698	0.0251602085748699
GSE178318	immune_review	inflammatory_caf	SFRP1	98819	0.000425019480059503	0.000481619540372289
GSE178318	immune_review	pericyte_like	CSPG4	98819	0.00060717068579929	0.000433493825550213
GSE178318	immune_review	pericyte_like	MCAM	98819	0.00904684321840941	0.0124461575097351
GSE178318	immune_review	pericyte_like	PDGFRB	98819	0.00504963620356409	0.00665065169246902
GSE178318	immune_review	pericyte_like	RGS5	98819	0.00540381910361368	0.00655444560309504
GSE178318	pericyte_review	caf_activation	ACTA2	822	0.333333333333333	1.02021024421295
GSE178318	pericyte_review	caf_activation	FAP	822	0.0097323600973236	0.00974334789536903
GSE178318	pericyte_review	caf_activation	MMP11	822	0.0669099756690998	0.0944924769630198
GSE178318	pericyte_review	caf_activation	MMP2	822	0.0097323600973236	0.012608162811655
GSE178318	pericyte_review	caf_activation	POSTN	822	0.0218978102189781	0.0287314418650781
GSE178318	pericyte_review	caf_activation	THBS2	822	0.0291970802919708	0.0359401783539197
GSE178318	pericyte_review	cycling	MKI67	822	0.0145985401459854	0.0168451690271431
GSE178318	pericyte_review	cycling	TOP2A	822	0.01338199513382	0.0140357913720204
GSE178318	pericyte_review	endothelial	KDR	822	0	0
GSE178318	pericyte_review	endothelial	PECAM1	822	0.0498783454987835	0.0506401241490313
GSE178318	pericyte_review	endothelial	VWF	822	0.00364963503649635	0.00672394477861589
GSE178318	pericyte_review	epithelial_tumor	EPCAM	822	0.0352798053527981	0.0444281541169855
GSE178318	pericyte_review	epithelial_tumor	KRT18	822	0.109489051094891	0.165223853444203
GSE178318	pericyte_review	epithelial_tumor	KRT19	822	0.0255474452554745	0.0392308191385841
GSE178318	pericyte_review	epithelial_tumor	KRT8	822	0.108272506082725	0.13958784495025
GSE178318	pericyte_review	fibroblast_ecm	COL1A1	822	0.227493917274939	0.422419876451809
GSE178318	pericyte_review	fibroblast_ecm	COL1A2	822	0.169099756690998	0.29865401082828
GSE178318	pericyte_review	fibroblast_ecm	COL3A1	822	0.145985401459854	0.249641682294617
GSE178318	pericyte_review	fibroblast_ecm	DCN	822	0.152068126520681	0.273248752694149
GSE178318	pericyte_review	fibroblast_ecm	LUM	822	0.0462287104622871	0.0705282620411304
GSE178318	pericyte_review	fibroblast_ecm	PRELP	822	0.0437956204379562	0.056154499973142
GSE178318	pericyte_review	immune_context	CD3D	822	0.152068126520681	0.249951745750991
GSE178318	pericyte_review	immune_context	LYZ	822	0.0888077858880779	0.119400051584644
GSE178318	pericyte_review	immune_context	PTPRC	822	0.214111922141119	0.327399094991189
GSE178318	pericyte_review	inflammatory_caf	C3	822	0.00851581508515815	0.00829716184808268
GSE178318	pericyte_review	inflammatory_caf	CFD	822	0.0255474452554745	0.0331680818024678
GSE178318	pericyte_review	inflammatory_caf	CXCL12	822	0.024330900243309	0.0356772654586846
GSE178318	pericyte_review	inflammatory_caf	CXCL14	822	0.0109489051094891	0.0179075777287014
GSE178318	pericyte_review	inflammatory_caf	IL6	822	0.0218978102189781	0.0354628325464914
GSE178318	pericyte_review	inflammatory_caf	SFRP1	822	0.0024330900243309	0.00414205770379966
GSE178318	pericyte_review	pericyte_like	CSPG4	822	0.0827250608272506	0.107943775625686
GSE178318	pericyte_review	pericyte_like	MCAM	822	0.45985401459854	0.752935263894863
GSE178318	pericyte_review	pericyte_like	PDGFRB	822	0.508515815085158	0.912410260051998
GSE178318	pericyte_review	pericyte_like	RGS5	822	0.457420924574209	1.01877982778384
GSE245552	caf_ecm_review	caf_activation	ACTA2	15698	0.248311886864569	0.713286394762216
GSE245552	caf_ecm_review	caf_activation	FAP	15698	0.115683526563893	0.14103527777777
GSE245552	caf_ecm_review	caf_activation	MMP11	15698	0.171295706459422	0.320535416656439
GSE245552	caf_ecm_review	caf_activation	MMP2	15698	0.290737673588992	0.721537444221672
GSE245552	caf_ecm_review	caf_activation	POSTN	15698	0.223085743406803	0.623878365212351
GSE245552	caf_ecm_review	caf_activation	THBS2	15698	0.190215314052746	0.385663314428272
GSE245552	caf_ecm_review	cycling	MKI67	15698	0.0150337622627086	0.0220102247202136
GSE245552	caf_ecm_review	cycling	TOP2A	15698	0.0120397502866607	0.0159681949236337
GSE245552	caf_ecm_review	endothelial	KDR	15698	0.0014651547967894	0.0014571794618307
GSE245552	caf_ecm_review	endothelial	PECAM1	15698	0.012230857434068	0.0147987410212341
GSE245552	caf_ecm_review	endothelial	VWF	15698	0.00254809529876417	0.00365583072257671
GSE245552	caf_ecm_review	epithelial_tumor	EPCAM	15698	0.020129952860237	0.0210255369056417
GSE245552	caf_ecm_review	epithelial_tumor	KRT18	15698	0.160084087144859	0.247015344521827
GSE245552	caf_ecm_review	epithelial_tumor	KRT19	15698	0.0470760606446681	0.0666215412566927
GSE245552	caf_ecm_review	epithelial_tumor	KRT8	15698	0.147471015415977	0.169764662120346
