run_accession	sample_accession	experiment_accession	study_accession	instrument_platform	instrument_model	library_layout	library_strategy	library_source	library_selection	read_count	base_count	submitted_format	submitted_ftp	submitted_md5	submitted_bytes	fastq_ftp	fastq_md5	fastq_bytes	sra_ftp	sra_md5	sra_bytes
SRR23490337	SAMN33196641	SRX19384059	PRJNA932556	ILLUMINA	HiSeq X Ten	PAIRED	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PCR	0	0	BAM;BAI	ftp.sra.ebi.ac.uk/vol1/run/SRR234/SRR23490337/R3_possorted_genome_bam.bam.1;ftp.sra.ebi.ac.uk/vol1/run/SRR234/SRR23490337/R3_possorted_genome_bam.bam.1.bai	056a5c996212a64af708d48c5b585e48;f391d287338dbf9d3856630338957bb8	21494429186;10390008						
