run_accession	ena_sample_accession	ena_experiment_accession	study_accession	reported_submitted_file_name	reported_submitted_bytes	observed_local_bytes	reported_md5	observed_md5	md5_match_result	observed_sha256	absolute_pc_local_path	download_status
SRR23490337	SAMN33196641	SRX19384059	PRJNA932556	ftp.sra.ebi.ac.uk/vol1/run/SRR234/SRR23490337/R3_possorted_genome_bam.bam.1;ftp.sra.ebi.ac.uk/vol1/run/SRR234/SRR23490337/R3_possorted_genome_bam.bam.1.bai	21494429186;10390008		056a5c996212a64af708d48c5b585e48;f391d287338dbf9d3856630338957bb8		not_evaluable_download_not_attempted		I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\local_only\20260711_prjna932556_ena_bam_acquisition	not_attempted_phase_2_gate_failed
