clean_cluster	value	N	fraction
0	patient17	296	0.230709275136399
0	patient11	277	0.215900233826968
0	patient16	241	0.18784099766173
0	patient13	178	0.138737334372564
0	patient15	121	0.0943102104442712
0	patient14	78	0.0607950116913484
0	patient12	43	0.0335151987529228
0	patient10	22	0.0171473109898675
0	patient09	21	0.0163678877630553
0	patient08	6	0.00467653936087296
1	patient11	1107	0.94534585824082
1	patient12	17	0.0145175064047822
1	patient08	15	0.0128095644748079
1	patient14	13	0.0111016225448335
1	patient10	8	0.00683176771989752
1	patient16	5	0.00426985482493595
1	patient09	2	0.00170794192997438
1	patient17	2	0.00170794192997438
1	patient13	1	0.00085397096498719
1	patient15	1	0.00085397096498719
10	patient17	128	0.248062015503876
10	patient13	104	0.201550387596899
10	patient14	67	0.12984496124031
10	patient16	62	0.12015503875969
10	patient12	49	0.0949612403100775
10	patient11	44	0.0852713178294574
10	patient15	23	0.0445736434108527
10	patient10	21	0.0406976744186047
10	patient09	12	0.0232558139534884
10	patient08	6	0.0116279069767442
11	patient13	372	0.953846153846154
11	patient12	5	0.0128205128205128
11	patient11	4	0.0102564102564103
11	patient17	3	0.00769230769230769
11	patient10	2	0.00512820512820513
11	patient16	2	0.00512820512820513
11	patient09	1	0.00256410256410256
11	patient15	1	0.00256410256410256
12	patient12	210	0.570652173913044
12	patient16	55	0.14945652173913
12	patient11	39	0.105978260869565
12	patient14	18	0.0489130434782609
12	patient08	14	0.0380434782608696
12	patient17	14	0.0380434782608696
12	patient13	8	0.0217391304347826
12	patient10	6	0.016304347826087
12	patient09	4	0.0108695652173913
13	patient15	103	0.443965517241379
13	patient10	48	0.206896551724138
13	patient11	36	0.155172413793103
13	patient16	15	0.0646551724137931
13	patient17	11	0.0474137931034483
13	patient14	7	0.0301724137931035
13	patient13	6	0.0258620689655172
13	patient12	4	0.0172413793103448
13	patient09	2	0.00862068965517241
14	patient11	15	0.223880597014925
14	patient17	10	0.149253731343284
14	patient13	9	0.134328358208955
14	patient14	8	0.119402985074627
14	patient15	8	0.119402985074627
14	patient12	6	0.0895522388059701
14	patient16	6	0.0895522388059701
14	patient10	3	0.0447761194029851
14	patient08	2	0.0298507462686567
15	patient17	12	0.25
15	patient11	11	0.229166666666667
15	patient13	10	0.208333333333333
15	patient15	7	0.145833333333333
15	patient09	3	0.0625
15	patient16	3	0.0625
15	patient12	2	0.0416666666666667
2	patient17	933	0.869524697110904
2	patient15	65	0.0605778191985089
2	patient16	62	0.0577819198508854
2	patient09	5	0.00465983224603914
2	patient14	5	0.00465983224603914
2	patient10	1	0.000931966449207829
2	patient12	1	0.000931966449207829
2	patient13	1	0.000931966449207829
3	patient16	606	0.59704433497537
3	patient17	185	0.182266009852217
3	patient15	120	0.118226600985222
3	patient11	34	0.0334975369458128
3	patient12	27	0.0266009852216749
3	patient13	22	0.0216748768472906
3	patient14	8	0.00788177339901478
3	patient09	7	0.00689655172413793
3	patient10	6	0.00591133004926109
4	patient12	332	0.457931034482759
4	patient16	111	0.153103448275862
4	patient11	104	0.143448275862069
4	patient17	56	0.0772413793103448
4	patient13	35	0.0482758620689655
4	patient15	33	0.0455172413793104
4	patient14	29	0.04
4	patient10	13	0.0179310344827586
4	patient09	11	0.0151724137931034
4	patient08	1	0.00137931034482759
5	patient11	227	0.328509406657019
5	patient14	146	0.211287988422576
5	patient17	125	0.180897250361795
5	patient10	123	0.178002894356006
5	patient15	31	0.044862518089725
5	patient09	22	0.0318379160636758
5	patient16	8	0.0115774240231548
5	patient12	5	0.00723589001447178
5	patient13	3	0.00434153400868307
5	patient08	1	0.00144717800289436
6	patient08	545	0.931623931623932
6	patient10	24	0.041025641025641
6	patient09	7	0.011965811965812
6	patient12	3	0.00512820512820513
6	patient11	2	0.00341880341880342
6	patient16	2	0.00341880341880342
6	patient15	1	0.00170940170940171
6	patient17	1	0.00170940170940171
7	patient13	344	0.597222222222222
7	patient09	168	0.291666666666667
7	patient14	19	0.0329861111111111
7	patient11	17	0.0295138888888889
7	patient16	10	0.0173611111111111
7	patient10	9	0.015625
7	patient15	6	0.0104166666666667
7	patient12	2	0.00347222222222222
7	patient17	1	0.00173611111111111
8	patient14	195	0.351985559566787
8	patient17	112	0.202166064981949
8	patient12	99	0.17870036101083
8	patient15	44	0.0794223826714802
8	patient16	38	0.0685920577617329
8	patient11	25	0.0451263537906137
8	patient10	14	0.0252707581227437
8	patient13	14	0.0252707581227437
8	patient09	10	0.0180505415162455
8	patient08	3	0.00541516245487365
9	patient16	415	0.768518518518519
9	patient17	58	0.107407407407407
9	patient14	18	0.0333333333333333
9	patient11	16	0.0296296296296296
9	patient13	16	0.0296296296296296
9	patient12	6	0.0111111111111111
9	patient09	4	0.00740740740740741
9	patient15	4	0.00740740740740741
9	patient10	2	0.0037037037037037
9	patient08	1	0.00185185185185185
