clean_cluster	value	N	fraction
0	core_retained_singlet	628	1
1	core_retained_singlet	545	1
2	core_retained_singlet	493	1
3	core_retained_singlet	383	1
4	core_retained_singlet	380	1
5	core_retained_singlet	320	1
6	core_retained_singlet	307	1
7	core_retained_singlet	168	1
8	core_retained_singlet	125	1
9	core_retained_singlet	94	1
