relative_fastq_path	file_size_bytes	gzip_status	first_read_header	records_inspected	read_length_distribution_first100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_095.fastq.gz	35615847	gzip	@A00153:862:HGGWHDSX2:3:1570:25608:7326 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_096.fastq.gz	32020267	gzip	@A00153:862:HGGWHDSX2:3:1450:31702:14559 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_097.fastq.gz	33201142	gzip	@A00153:862:HGGWHDSX2:3:1342:5014:7106 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_098.fastq.gz	37493872	gzip	@A00153:862:HGGWHDSX2:3:2311:32262:2754 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_099.fastq.gz	32721723	gzip	@A00153:862:HGGWHDSX2:3:1166:23330:20102 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_100.fastq.gz	33440504	gzip	@A00153:862:HGGWHDSX2:3:1353:12274:17456 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_101.fastq.gz	32772851	gzip	@A00153:862:HGGWHDSX2:3:2401:1642:25473 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_102.fastq.gz	36251053	gzip	@A00153:862:HGGWHDSX2:3:1411:6894:9392 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_103.fastq.gz	35573025	gzip	@A00153:862:HGGWHDSX2:3:1640:27715:34209 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_104.fastq.gz	32385995	gzip	@A00153:862:HGGWHDSX2:3:1409:4191:29763 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_105.fastq.gz	34280060	gzip	@A00153:862:HGGWHDSX2:3:1444:17616:31720 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_106.fastq.gz	32949075	gzip	@A00153:862:HGGWHDSX2:3:1366:3025:7075 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_107.fastq.gz	33558051	gzip	@A00153:862:HGGWHDSX2:3:2253:2401:31548 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_108.fastq.gz	32988148	gzip	@A00153:862:HGGWHDSX2:3:1652:7274:2440 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_109.fastq.gz	32223080	gzip	@A00153:862:HGGWHDSX2:3:1622:23764:6136 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_110.fastq.gz	32681003	gzip	@A00153:862:HGGWHDSX2:3:2472:3468:19085 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_111.fastq.gz	35803363	gzip	@A00153:862:HGGWHDSX2:3:1432:24532:10066 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_112.fastq.gz	37565044	gzip	@A00153:862:HGGWHDSX2:3:1176:1307:30686 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_113.fastq.gz	32812869	gzip	@A00153:862:HGGWHDSX2:3:1170:18159:16908 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_114.fastq.gz	34683014	gzip	@A00153:862:HGGWHDSX2:3:1676:32506:6183 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_115.fastq.gz	34483249	gzip	@A00153:862:HGGWHDSX2:3:1324:16966:17065 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_116.fastq.gz	34098901	gzip	@A00153:862:HGGWHDSX2:3:1230:21260:1642 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_117.fastq.gz	32470741	gzip	@A00153:862:HGGWHDSX2:3:1517:2040:12853 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_118.fastq.gz	35661009	gzip	@A00153:862:HGGWHDSX2:3:2211:30933:28855 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_119.fastq.gz	35977642	gzip	@A00153:862:HGGWHDSX2:3:1505:21269:1595 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_120.fastq.gz	34244311	gzip	@A00153:862:HGGWHDSX2:3:1507:28040:29731 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_121.fastq.gz	32995659	gzip	@A00153:862:HGGWHDSX2:3:1327:3703:7279 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_122.fastq.gz	33276692	gzip	@A00153:862:HGGWHDSX2:3:1547:12210:25175 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_123.fastq.gz	32273851	gzip	@A00153:862:HGGWHDSX2:3:1501:11297:4711 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_124.fastq.gz	32786687	gzip	@A00153:862:HGGWHDSX2:3:2123:29062:3317 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_125.fastq.gz	34137058	gzip	@A00153:862:HGGWHDSX2:3:1364:13196:33458 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_126.fastq.gz	34023351	gzip	@A00153:862:HGGWHDSX2:3:2322:13395:8782 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_127.fastq.gz	33938005	gzip	@A00153:862:HGGWHDSX2:3:2172:8558:36542 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_128.fastq.gz	32827456	gzip	@A00153:862:HGGWHDSX2:3:2249:2718:21731 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_129.fastq.gz	32535069	gzip	@A00153:862:HGGWHDSX2:3:2209:24831:20228 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_130.fastq.gz	32621437	gzip	@A00153:862:HGGWHDSX2:3:2128:26259:1564 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_131.fastq.gz	34949407	gzip	@A00153:862:HGGWHDSX2:3:2551:16504:3364 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_132.fastq.gz	35081286	gzip	@A00153:862:HGGWHDSX2:3:1204:11867:3067 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_133.fastq.gz	34572612	gzip	@A00153:862:HGGWHDSX2:3:2151:20835:22232 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_134.fastq.gz	35253164	gzip	@A00153:862:HGGWHDSX2:3:1506:9833:17174 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_135.fastq.gz	34150105	gzip	@A00153:862:HGGWHDSX2:3:1417:31928:16235 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_136.fastq.gz	33625791	gzip	@A00153:862:HGGWHDSX2:3:2504:16640:10300 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_137.fastq.gz	36421718	gzip	@A00153:862:HGGWHDSX2:3:2270:17888:25895 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_138.fastq.gz	33805000	gzip	@A00153:862:HGGWHDSX2:3:2226:1452:27806 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_139.fastq.gz	33866416	gzip	@A00153:862:HGGWHDSX2:3:1450:8639:29700 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_140.fastq.gz	35217531	gzip	@A00153:862:HGGWHDSX2:3:1266:24722:35008 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_141.fastq.gz	36039712	gzip	@A00153:862:HGGWHDSX2:3:1235:20356:12038 1:N:0:0	100	28:100
W6B_0_1_HGGWHDSX2/bamtofastq_S1_L003_R1_142.fastq.gz	33537201	gzip	@A00153:862:HGGWHDSX2:3:2670:23475:17848 1:N:0:0	100	28:100
