object_path	size_bytes	sha256	features	cells	samples	subjects	scDblFinder_doublets_retained_in_primary_object	delivery
F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_article_basic_qc_primary.rds	3766936739	349bce8d3d01b0d2814aa565c782fb548d4eccc7dbf44889c888bcd32703c0a9	27499	200663	40	19	13953	local_only
