gene	cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out	positive_direction	passes_primary_filter	rank
MT-CO2	0	7.06711955110528	0.937962819281404	2565087393.5	0.809679597656296	0	0	99.9942112879884	99.9956376644055	TRUE	TRUE	1
MT-CO3	0	7.37922564534154	0.966415925308724	2551822903	0.805492610749584	0	0	100	99.9972735402535	TRUE	TRUE	2
MT-CYB	0	6.2722361905966	0.859881011731933	2551184143	0.805290983724669	0	0	99.9768451519537	99.9252950029446	TRUE	TRUE	3
MT-ND4	0	6.2596581824231	0.821702914749374	2537084282.5	0.800840309098307	0	0	99.9942112879884	99.9667371910921	TRUE	TRUE	4
MT-ND1	0	5.49223950604326	0.861794246526856	2482078439	0.783477505262975	0	0	99.9363241678726	99.6613736994787	TRUE	TRUE	5
MT-ATP6	0	6.60547008854146	0.79014686738965	2477464260	0.782021022101543	0	0	99.9942112879884	99.9569219360045	TRUE	TRUE	6
MT-CO1	0	6.97249207706773	0.840565760151523	2468663713.5	0.779243096106767	0	0	100	99.9923659127097	TRUE	TRUE	7
MT-ND2	0	4.92170731793367	0.782766178829725	2373374307	0.749164632304194	0	0	99.9363241678726	99.3800030536349	TRUE	TRUE	8
MT-ND3	0	5.39724673626815	0.793167751343644	2338189600.5	0.738058445795787	0	0	99.9536903039074	99.7698867973913	TRUE	TRUE	9
MT-ND5	0	4.04712417245272	0.694040427048903	2312687715.5	0.73000867874356	0	0	99.7800289435601	97.2702685017558	TRUE	TRUE	10
CD74	1	3.96269667207009	2.77178144775542	2650265859	0.935444338820038	0	0	99.4634561277236	54.5614413636854	TRUE	TRUE	1
HLA-DRA	1	3.76998999561483	2.90526052567651	2650030592	0.935361298402597	0	0	98.4950598704443	40.6532527780775	TRUE	TRUE	2
MS4A1	1	2.255573789252	2.1825817117887	2630473910.5	0.928458524126893	0	0	88.2091212458287	3.63793289459489	TRUE	TRUE	3
CD37	1	2.47471792181448	2.16733965652884	2613073525.5	0.922316841553327	0	0	91.173198979258	17.2758657891898	TRUE	TRUE	4
CD79A	1	2.01940921118733	1.92510522962893	2523594853	0.890734229812314	0	0	81.3714584832821	5.27834717876794	TRUE	TRUE	5
HLA-DPB1	1	2.4520425563374	1.97211172902057	2496708800.5	0.881244462769157	0	0	89.5112216187921	24.7006149530694	TRUE	TRUE	6
HLA-DPA1	1	2.45614459516468	1.94726343412507	2493159549.5	0.879991710429717	0	0	90.1655434142511	26.2099471356133	TRUE	TRUE	7
HLA-DQB1	1	2.07914006075405	1.77206115956865	2460027787.5	0.868297442440418	0	0	83.9822024471635	17.394540942928	TRUE	TRUE	8
