gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000272660	AC090425.1	Gene Expression	AC090425.1	56	TRUE
ENSG00000136522	MRPL47	Gene Expression	MRPL47	51766	TRUE
ENSG00000136521	NDUFB5	Gene Expression	NDUFB5	74345	TRUE
ENSG00000058056	USP13	Gene Expression	USP13	8039	TRUE
ENSG00000114757	PEX5L	Gene Expression	PEX5L	58	TRUE
ENSG00000270178	AC007687.1	Gene Expression	AC007687.1	109	TRUE
ENSG00000243799	PEX5L-AS1	Gene Expression	PEX5L-AS1	2	FALSE
ENSG00000244302	PEX5L-AS2	Gene Expression	PEX5L-AS2	0	FALSE
ENSG00000241696	LINC02053	Gene Expression	LINC02053	0	FALSE
ENSG00000239774	AC125618.1	Gene Expression	AC125618.1	0	FALSE
ENSG00000163728	TTC14	Gene Expression	TTC14	79779	TRUE
ENSG00000284862	CCDC39	Gene Expression	CCDC39	93	TRUE
ENSG00000145075	CCDC39	Gene Expression	CCDC39.1	33	TRUE
ENSG00000243187	CCDC39-AS1	Gene Expression	CCDC39-AS1	1	FALSE
ENSG00000285336	AC108734.4	Gene Expression	AC108734.4	288	TRUE
ENSG00000114416	FXR1	Gene Expression	FXR1	55971	TRUE
ENSG00000205981	DNAJC19	Gene Expression	DNAJC19	43189	TRUE
ENSG00000241231	AC022294.1	Gene Expression	AC022294.1	0	FALSE
ENSG00000239381	AC125613.1	Gene Expression	AC125613.1	0	FALSE
ENSG00000181449	SOX2	Gene Expression	SOX2	367	TRUE
ENSG00000242512	LINC01206	Gene Expression	LINC01206	32	TRUE
ENSG00000240478	AC012081.1	Gene Expression	AC012081.1	0	FALSE
ENSG00000242012	AC084211.1	Gene Expression	AC084211.1	0	FALSE
ENSG00000241098	LINC01994	Gene Expression	LINC01994	3	TRUE
ENSG00000244247	LINC01995	Gene Expression	LINC01995	1	FALSE
ENSG00000238837	LINC02031	Gene Expression	LINC02031	7	TRUE
ENSG00000260377	AC083801.2	Gene Expression	AC083801.2	62	TRUE
ENSG00000240063	AC069431.1	Gene Expression	AC069431.1	44	TRUE
ENSG00000058063	ATP11B	Gene Expression	ATP11B	40464	TRUE
ENSG00000273261	AC092953.2	Gene Expression	AC092953.2	780	TRUE
ENSG00000043093	DCUN1D1	Gene Expression	DCUN1D1	36367	TRUE
ENSG00000078070	MCCC1	Gene Expression	MCCC1	20393	TRUE
ENSG00000243368	MCCC1-AS1	Gene Expression	MCCC1-AS1	16	TRUE
ENSG00000078081	LAMP3	Gene Expression	LAMP3	2712	TRUE
ENSG00000053524	MCF2L2	Gene Expression	MCF2L2	2790	TRUE
ENSG00000176597	B3GNT5	Gene Expression	B3GNT5	27185	TRUE
ENSG00000172578	KLHL6	Gene Expression	KLHL6	10278	TRUE
ENSG00000242522	KLHL6-AS1	Gene Expression	KLHL6-AS1	37	TRUE
ENSG00000114796	KLHL24	Gene Expression	KLHL24	42586	TRUE
ENSG00000163872	YEATS2	Gene Expression	YEATS2	17326	TRUE
ENSG00000233885	YEATS2-AS1	Gene Expression	YEATS2-AS1	212	TRUE
ENSG00000283765	AC131160.1	Gene Expression	AC131160.1	3	TRUE
ENSG00000180834	MAP6D1	Gene Expression	MAP6D1	9	TRUE
ENSG00000175193	PARL	Gene Expression	PARL	34328	TRUE
ENSG00000114770	ABCC5	Gene Expression	ABCC5	21663	TRUE
ENSG00000223882	ABCC5-AS1	Gene Expression	ABCC5-AS1	2	FALSE
ENSG00000186090	HTR3D	Gene Expression	HTR3D	1	FALSE
ENSG00000178084	HTR3C	Gene Expression	HTR3C	310	TRUE
ENSG00000238020	HTR3E-AS1	Gene Expression	HTR3E-AS1	28	TRUE
ENSG00000186038	HTR3E	Gene Expression	HTR3E	1277	TRUE
ENSG00000273181	AC131235.4	Gene Expression	AC131235.4	373	TRUE
ENSG00000272721	AC131235.3	Gene Expression	AC131235.3	462	TRUE
ENSG00000145191	EIF2B5	Gene Expression	EIF2B5	29853	TRUE
ENSG00000161202	DVL3	Gene Expression	DVL3	33475	TRUE
ENSG00000161203	AP2M1	Gene Expression	AP2M1	68929	TRUE
ENSG00000161204	ABCF3	Gene Expression	ABCF3	17952	TRUE
ENSG00000145198	VWA5B2	Gene Expression	VWA5B2	436	TRUE
ENSG00000214160	ALG3	Gene Expression	ALG3	32494	TRUE
ENSG00000284753	EEF1AKMT4	Gene Expression	EEF1AKMT4	11151	TRUE
ENSG00000284917	EEF1AKMT4-ECE2	Gene Expression	EEF1AKMT4-ECE2	0	FALSE
ENSG00000163888	CAMK2N2	Gene Expression	CAMK2N2	342	TRUE
ENSG00000145194	ECE2	Gene Expression	ECE2	1	FALSE
ENSG00000175166	PSMD2	Gene Expression	PSMD2	50809	TRUE
ENSG00000114867	EIF4G1	Gene Expression	EIF4G1	71895	TRUE
ENSG00000175182	FAM131A	Gene Expression	FAM131A	12640	TRUE
ENSG00000114859	CLCN2	Gene Expression	CLCN2	13398	TRUE
ENSG00000163882	POLR2H	Gene Expression	POLR2H	70649	TRUE
ENSG00000090534	THPO	Gene Expression	THPO	51	TRUE
ENSG00000090539	CHRD	Gene Expression	CHRD	1232	TRUE
ENSG00000224153	LINC02054	Gene Expression	LINC02054	15	TRUE
ENSG00000227509	LINC01839	Gene Expression	LINC01839	0	FALSE
ENSG00000230215	LINC01840	Gene Expression	LINC01840	276	TRUE
ENSG00000182580	EPHB3	Gene Expression	EPHB3	16023	TRUE
ENSG00000177383	MAGEF1	Gene Expression	MAGEF1	31986	TRUE
ENSG00000272970	AC107294.2	Gene Expression	AC107294.2	108	TRUE
ENSG00000273403	AC107294.3	Gene Expression	AC107294.3	49	TRUE
ENSG00000272922	AC107294.1	Gene Expression	AC107294.1	54	TRUE
ENSG00000229433	LINC02069	Gene Expression	LINC02069	18	TRUE
ENSG00000156931	VPS8	Gene Expression	VPS8	36780	TRUE
ENSG00000187068	C3orf70	Gene Expression	C3orf70	9068	TRUE
ENSG00000223358	EHHADH-AS1	Gene Expression	EHHADH-AS1	1	FALSE
ENSG00000113790	EHHADH	Gene Expression	EHHADH	12967	TRUE
ENSG00000073803	MAP3K13	Gene Expression	MAP3K13	62634	TRUE
ENSG00000163900	TMEM41A	Gene Expression	TMEM41A	29516	TRUE
ENSG00000163898	LIPH	Gene Expression	LIPH	38428	TRUE
ENSG00000163904	SENP2	Gene Expression	SENP2	21736	TRUE
ENSG00000073792	IGF2BP2	Gene Expression	IGF2BP2	48977	TRUE
ENSG00000163915	IGF2BP2-AS1	Gene Expression	IGF2BP2-AS1	54	TRUE
ENSG00000136527	TRA2B	Gene Expression	TRA2B	93689	TRUE
ENSG00000244405	ETV5	Gene Expression	ETV5	5355	TRUE
ENSG00000234197	ETV5-AS1	Gene Expression	ETV5-AS1	0	FALSE
ENSG00000058866	DGKG	Gene Expression	DGKG	2137	TRUE
ENSG00000234548	LINC02020	Gene Expression	LINC02020	0	FALSE
ENSG00000224406	LINC02052	Gene Expression	LINC02052	0	FALSE
ENSG00000226859	LINC02051	Gene Expression	LINC02051	0	FALSE
ENSG00000213139	CRYGS	Gene Expression	CRYGS	3132	TRUE
ENSG00000113838	TBCCD1	Gene Expression	TBCCD1	7214	TRUE
ENSG00000090520	DNAJB11	Gene Expression	DNAJB11	47896	TRUE
ENSG00000197099	AC068631.1	Gene Expression	AC068631.1	552	TRUE
ENSG00000283149	AC068631.2	Gene Expression	AC068631.2	0	FALSE
ENSG00000145192	AHSG	Gene Expression	AHSG	10	TRUE
ENSG00000090512	FETUB	Gene Expression	FETUB	39	TRUE
ENSG00000113905	HRG	Gene Expression	HRG	5	TRUE
ENSG00000113889	KNG1	Gene Expression	KNG1	309	TRUE
ENSG00000263826	AC112907.3	Gene Expression	AC112907.3	1999	TRUE
ENSG00000156976	EIF4A2	Gene Expression	EIF4A2	157618	TRUE
ENSG00000163918	RFC4	Gene Expression	RFC4	12126	TRUE
ENSG00000231724	AC112907.1	Gene Expression	AC112907.1	9	TRUE
ENSG00000232233	LINC02043	Gene Expression	LINC02043	617	TRUE
ENSG00000181092	ADIPOQ	Gene Expression	ADIPOQ	8	TRUE
ENSG00000226482	ADIPOQ-AS1	Gene Expression	ADIPOQ-AS1	6	TRUE
ENSG00000073849	ST6GAL1	Gene Expression	ST6GAL1	31422	TRUE
ENSG00000163923	RPL39L	Gene Expression	RPL39L	10221	TRUE
ENSG00000198491	AC007920.1	Gene Expression	AC007920.1	0	FALSE
ENSG00000175077	RTP1	Gene Expression	RTP1	13	TRUE
ENSG00000127241	MASP1	Gene Expression	MASP1	259	TRUE
ENSG00000283175	AC007920.2	Gene Expression	AC007920.2	103	TRUE
ENSG00000136514	RTP4	Gene Expression	RTP4	12051	TRUE
ENSG00000228952	LINC02041	Gene Expression	LINC02041	31	TRUE
ENSG00000157005	SST	Gene Expression	SST	211	TRUE
ENSG00000198471	RTP2	Gene Expression	RTP2	0	FALSE
ENSG00000228804	AC072022.1	Gene Expression	AC072022.1	15	TRUE
ENSG00000113916	BCL6	Gene Expression	BCL6	12898	TRUE
ENSG00000224049	AC108681.1	Gene Expression	AC108681.1	0	FALSE
ENSG00000236864	AC068295.1	Gene Expression	AC068295.1	0	FALSE
ENSG00000224187	LINC01991	Gene Expression	LINC01991	470	TRUE
ENSG00000225058	AC092941.1	Gene Expression	AC092941.1	2	FALSE
ENSG00000236412	AC092941.2	Gene Expression	AC092941.2	11	TRUE
ENSG00000234238	AC022498.1	Gene Expression	AC022498.1	0	FALSE
ENSG00000270959	LPP-AS2	Gene Expression	LPP-AS2	1953	TRUE
ENSG00000145012	LPP	Gene Expression	LPP	96851	TRUE
ENSG00000224563	LPP-AS1	Gene Expression	LPP-AS1	8	TRUE
ENSG00000234076	TPRG1-AS1	Gene Expression	TPRG1-AS1	101	TRUE
ENSG00000188001	TPRG1	Gene Expression	TPRG1	2224	TRUE
ENSG00000230115	TPRG1-AS2	Gene Expression	TPRG1-AS2	0	FALSE
ENSG00000073282	TP63	Gene Expression	TP63	271	TRUE
ENSG00000090530	P3H2	Gene Expression	P3H2	5447	TRUE
ENSG00000225764	P3H2-AS1	Gene Expression	P3H2-AS1	33	TRUE
ENSG00000163347	CLDN1	Gene Expression	CLDN1	11372	TRUE
ENSG00000113946	CLDN16	Gene Expression	CLDN16	321	TRUE
ENSG00000198398	TMEM207	Gene Expression	TMEM207	0	FALSE
ENSG00000196083	IL1RAP	Gene Expression	IL1RAP	5415	TRUE
ENSG00000273370	AC108747.1	Gene Expression	AC108747.1	0	FALSE
ENSG00000228730	LINC02013	Gene Expression	LINC02013	0	FALSE
ENSG00000205835	GMNC	Gene Expression	GMNC	6	TRUE
ENSG00000188729	OSTN	Gene Expression	OSTN	29	TRUE
ENSG00000233308	OSTN-AS1	Gene Expression	OSTN-AS1	496	TRUE
ENSG00000188958	UTS2B	Gene Expression	UTS2B	263	TRUE
ENSG00000152492	CCDC50	Gene Expression	CCDC50	59487	TRUE
ENSG00000223812	AC073365.1	Gene Expression	AC073365.1	522	TRUE
ENSG00000253548	PYDC2	Gene Expression	PYDC2	27	TRUE
ENSG00000232353	AC026320.1	Gene Expression	AC026320.1	0	FALSE
ENSG00000114279	FGF12	Gene Expression	FGF12	1183	TRUE
ENSG00000231383	FGF12-AS1	Gene Expression	FGF12-AS1	0	FALSE
ENSG00000230126	FGF12-AS2	Gene Expression	FGF12-AS2	0	FALSE
ENSG00000226709	FGF12-AS3	Gene Expression	FGF12-AS3	6	TRUE
ENSG00000180611	MB21D2	Gene Expression	MB21D2	3841	TRUE
ENSG00000232130	AC092966.1	Gene Expression	AC092966.1	2	FALSE
ENSG00000127252	HRASLS	Gene Expression	HRASLS	173	TRUE
ENSG00000187527	ATP13A5	Gene Expression	ATP13A5	70	TRUE
ENSG00000236508	ATP13A5-AS1	Gene Expression	ATP13A5-AS1	1	FALSE
ENSG00000127249	ATP13A4	Gene Expression	ATP13A4	3532	TRUE
ENSG00000225473	ATP13A4-AS1	Gene Expression	ATP13A4-AS1	0	FALSE
ENSG00000198836	OPA1	Gene Expression	OPA1	40355	TRUE
ENSG00000224855	OPA1-AS1	Gene Expression	OPA1-AS1	14	TRUE
ENSG00000229155	LINC02038	Gene Expression	LINC02038	167	TRUE
ENSG00000214146	LINC02026	Gene Expression	LINC02026	116	TRUE
ENSG00000238043	AC024559.1	Gene Expression	AC024559.1	0	FALSE
ENSG00000276407	AC024559.2	Gene Expression	AC024559.2	0	FALSE
ENSG00000229964	AC080129.1	Gene Expression	AC080129.1	11	TRUE
ENSG00000232874	AC080129.2	Gene Expression	AC080129.2	3339	TRUE
ENSG00000114315	HES1	Gene Expression	HES1	77497	TRUE
ENSG00000225742	LINC02036	Gene Expression	LINC02036	13	TRUE
ENSG00000238097	LINC02037	Gene Expression	LINC02037	2	FALSE
ENSG00000228271	LINC02048	Gene Expression	LINC02048	1	FALSE
ENSG00000214145	LINC00887	Gene Expression	LINC00887	772	TRUE
ENSG00000178772	CPN2	Gene Expression	CPN2	2	FALSE
ENSG00000172061	LRRC15	Gene Expression	LRRC15	374	TRUE
ENSG00000178732	GP5	Gene Expression	GP5	34	TRUE
ENSG00000133657	ATP13A3	Gene Expression	ATP13A3	47646	TRUE
ENSG00000233058	LINC00884	Gene Expression	LINC00884	2095	TRUE
ENSG00000231770	TMEM44-AS1	Gene Expression	TMEM44-AS1	4220	TRUE
ENSG00000145014	TMEM44	Gene Expression	TMEM44	29315	TRUE
ENSG00000229334	AC046143.1	Gene Expression	AC046143.1	1904	TRUE
ENSG00000272707	AC046143.2	Gene Expression	AC046143.2	103	TRUE
ENSG00000041802	LSG1	Gene Expression	LSG1	30498	TRUE
ENSG00000185112	FAM43A	Gene Expression	FAM43A	17758	TRUE
ENSG00000233987	AC106706.1	Gene Expression	AC106706.1	1	FALSE
ENSG00000237222	LINC01968	Gene Expression	LINC01968	9	TRUE
ENSG00000230401	LINC01972	Gene Expression	LINC01972	13	TRUE
ENSG00000238031	AC090505.2	Gene Expression	AC090505.2	0	FALSE
ENSG00000173950	XXYLT1	Gene Expression	XXYLT1	8261	TRUE
ENSG00000233303	XXYLT1-AS1	Gene Expression	XXYLT1-AS1	0	FALSE
ENSG00000230266	XXYLT1-AS2	Gene Expression	XXYLT1-AS2	550	TRUE
ENSG00000114331	ACAP2	Gene Expression	ACAP2	68590	TRUE
ENSG00000184203	PPP1R2	Gene Expression	PPP1R2	69013	TRUE
ENSG00000223711	AC069213.1	Gene Expression	AC069213.1	80	TRUE
ENSG00000189058	APOD	Gene Expression	APOD	3815	TRUE
ENSG00000229178	AC233280.1	Gene Expression	AC233280.1	2894	TRUE
ENSG00000242086	MUC20-OT1	Gene Expression	MUC20-OT1	104455	TRUE
ENSG00000176945	MUC20	Gene Expression	MUC20	25235	TRUE
ENSG00000145113	MUC4	Gene Expression	MUC4	72319	TRUE
ENSG00000223783	LINC01983	Gene Expression	LINC01983	21	TRUE
ENSG00000061938	TNK2	Gene Expression	TNK2	21578	TRUE
ENSG00000224614	TNK2-AS1	Gene Expression	TNK2-AS1	133	TRUE
ENSG00000226155	AC124944.1	Gene Expression	AC124944.1	50	TRUE
ENSG00000072274	TFRC	Gene Expression	TFRC	69053	TRUE
ENSG00000224652	LINC00885	Gene Expression	LINC00885	54	TRUE
ENSG00000163958	ZDHHC19	Gene Expression	ZDHHC19	151	TRUE
ENSG00000163959	SLC51A	Gene Expression	SLC51A	9062	TRUE
ENSG00000161217	PCYT1A	Gene Expression	PCYT1A	33868	TRUE
ENSG00000272741	AC069257.3	Gene Expression	AC069257.3	2	FALSE
ENSG00000228028	AC069257.1	Gene Expression	AC069257.1	1	FALSE
ENSG00000213123	TCTEX1D2	Gene Expression	TCTEX1D2	10923	TRUE
ENSG00000273331	TM4SF19-TCTEX1D2	Gene Expression	TM4SF19-TCTEX1D2	57	TRUE
ENSG00000235897	TM4SF19-AS1	Gene Expression	TM4SF19-AS1	901	TRUE
ENSG00000145107	TM4SF19	Gene Expression	TM4SF19	371	TRUE
ENSG00000163960	UBXN7	Gene Expression	UBXN7	32582	TRUE
ENSG00000225822	UBXN7-AS1	Gene Expression	UBXN7-AS1	6	TRUE
ENSG00000163961	RNF168	Gene Expression	RNF168	32927	TRUE
ENSG00000273013	AC117490.2	Gene Expression	AC117490.2	22	TRUE
ENSG00000214097	SMCO1	Gene Expression	SMCO1	13	TRUE
ENSG00000185798	WDR53	Gene Expression	WDR53	4215	TRUE
ENSG00000174013	FBXO45	Gene Expression	FBXO45	19829	TRUE
ENSG00000232065	LINC01063	Gene Expression	LINC01063	365	TRUE
ENSG00000174004	NRROS	Gene Expression	NRROS	1766	TRUE
ENSG00000163964	PIGX	Gene Expression	PIGX	23676	TRUE
ENSG00000174007	CEP19	Gene Expression	CEP19	2163	TRUE
ENSG00000180370	PAK2	Gene Expression	PAK2	71289	TRUE
ENSG00000119231	SENP5	Gene Expression	SENP5	29398	TRUE
ENSG00000114503	NCBP2	Gene Expression	NCBP2	56653	TRUE
ENSG00000225578	NCBP2-AS1	Gene Expression	NCBP2-AS1	103	TRUE
ENSG00000270170	NCBP2-AS2	Gene Expression	NCBP2-AS2	41706	TRUE
ENSG00000119227	PIGZ	Gene Expression	PIGZ	33185	TRUE
ENSG00000163975	MELTF	Gene Expression	MELTF	12154	TRUE
ENSG00000228109	MELTF-AS1	Gene Expression	MELTF-AS1	5058	TRUE
ENSG00000075711	DLG1	Gene Expression	DLG1	70119	TRUE
ENSG00000227375	DLG1-AS1	Gene Expression	DLG1-AS1	325	TRUE
ENSG00000235126	AC128709.2	Gene Expression	AC128709.2	3	TRUE
ENSG00000229912	AC128709.1	Gene Expression	AC128709.1	6	TRUE
ENSG00000237167	AC128709.3	Gene Expression	AC128709.3	3	TRUE
ENSG00000272989	LINC02012	Gene Expression	LINC02012	1187	TRUE
ENSG00000161267	BDH1	Gene Expression	BDH1	38316	TRUE
ENSG00000273308	AC024560.3	Gene Expression	AC024560.3	158	TRUE
ENSG00000236833	AC024560.1	Gene Expression	AC024560.1	6051	TRUE
ENSG00000145016	RUBCN	Gene Expression	RUBCN	12310	TRUE
ENSG00000122068	FYTTD1	Gene Expression	FYTTD1	37180	TRUE
ENSG00000273375	AC055764.2	Gene Expression	AC055764.2	373	TRUE
ENSG00000186001	LRCH3	Gene Expression	LRCH3	32470	TRUE
ENSG00000234136	AC055764.1	Gene Expression	AC055764.1	9	TRUE
ENSG00000114473	IQCG	Gene Expression	IQCG	8903	TRUE
ENSG00000182899	RPL35A	Gene Expression	RPL35A	191544	TRUE
ENSG00000185621	LMLN	Gene Expression	LMLN	11868	TRUE
ENSG00000232832	LMLN-AS1	Gene Expression	LMLN-AS1	15	TRUE
ENSG00000272602	ZNF595	Gene Expression	ZNF595	5867	TRUE
ENSG00000250312	ZNF718	Gene Expression	ZNF718	4979	TRUE
ENSG00000186777	ZNF732	Gene Expression	ZNF732	89	TRUE
ENSG00000131127	ZNF141	Gene Expression	ZNF141	19931	TRUE
ENSG00000281016	AC092574.2	Gene Expression	AC092574.2	2	FALSE
ENSG00000272885	AC092574.1	Gene Expression	AC092574.1	444	TRUE
ENSG00000182903	ZNF721	Gene Expression	ZNF721	38251	TRUE
ENSG00000174227	PIGG	Gene Expression	PIGG	22637	TRUE
ENSG00000273238	AC116565.1	Gene Expression	AC116565.1	1	FALSE
ENSG00000283183	AC116565.2	Gene Expression	AC116565.2	4	TRUE
ENSG00000133256	PDE6B	Gene Expression	PDE6B	1711	TRUE
ENSG00000242686	AC107464.1	Gene Expression	AC107464.1	65	TRUE
ENSG00000272927	AC107464.3	Gene Expression	AC107464.3	1623	TRUE
ENSG00000169020	ATP5ME	Gene Expression	ATP5ME	124334	TRUE
ENSG00000215375	MYL5	Gene Expression	MYL5	11600	TRUE
ENSG00000169026	SLC49A3	Gene Expression	SLC49A3	6276	TRUE
ENSG00000185619	PCGF3	Gene Expression	PCGF3	41668	TRUE
ENSG00000248416	AC107464.2	Gene Expression	AC107464.2	2	FALSE
ENSG00000272588	AC139887.4	Gene Expression	AC139887.4	1095	TRUE
ENSG00000249592	AC139887.2	Gene Expression	AC139887.2	13067	TRUE
ENSG00000233799	AC139887.1	Gene Expression	AC139887.1	7	TRUE
ENSG00000168993	CPLX1	Gene Expression	CPLX1	11501	TRUE
ENSG00000260262	AC139887.3	Gene Expression	AC139887.3	7	TRUE
ENSG00000178950	GAK	Gene Expression	GAK	75975	TRUE
ENSG00000127419	TMEM175	Gene Expression	TMEM175	18447	TRUE
ENSG00000145214	DGKQ	Gene Expression	DGKQ	22822	TRUE
ENSG00000145217	SLC26A1	Gene Expression	SLC26A1	654	TRUE
ENSG00000127415	IDUA	Gene Expression	IDUA	9259	TRUE
ENSG00000127418	FGFRL1	Gene Expression	FGFRL1	9518	TRUE
ENSG00000250259	AC019103.1	Gene Expression	AC019103.1	0	FALSE
ENSG00000178222	RNF212	Gene Expression	RNF212	2023	TRUE
ENSG00000251652	AC092535.3	Gene Expression	AC092535.3	20	TRUE
ENSG00000227189	AC092535.1	Gene Expression	AC092535.1	647	TRUE
ENSG00000159674	SPON2	Gene Expression	SPON2	14147	TRUE
ENSG00000273179	AC092535.4	Gene Expression	AC092535.4	521	TRUE
ENSG00000280927	CTBP1-AS	Gene Expression	CTBP1-AS	1012	TRUE
ENSG00000159692	CTBP1	Gene Expression	CTBP1	52138	TRUE
ENSG00000196810	CTBP1-DT	Gene Expression	CTBP1-DT	13098	TRUE
ENSG00000090316	MAEA	Gene Expression	MAEA	49109	TRUE
ENSG00000163945	UVSSA	Gene Expression	UVSSA	45914	TRUE
ENSG00000235608	NKX1-1	Gene Expression	NKX1-1	0	FALSE
ENSG00000272783	AC147067.2	Gene Expression	AC147067.2	730	TRUE
ENSG00000244459	AC147067.1	Gene Expression	AC147067.1	2430	TRUE
ENSG00000174137	FAM53A	Gene Expression	FAM53A	733	TRUE
ENSG00000163950	SLBP	Gene Expression	SLBP	42136	TRUE
ENSG00000270195	AC016773.1	Gene Expression	AC016773.1	5544	TRUE
ENSG00000168936	TMEM129	Gene Expression	TMEM129	23345	TRUE
ENSG00000013810	TACC3	Gene Expression	TACC3	21846	TRUE
ENSG00000068078	FGFR3	Gene Expression	FGFR3	21019	TRUE
ENSG00000168924	LETM1	Gene Expression	LETM1	44530	TRUE
ENSG00000109685	NSD2	Gene Expression	NSD2	51754	TRUE
ENSG00000185049	NELFA	Gene Expression	NELFA	35853	TRUE
ENSG00000243449	C4orf48	Gene Expression	C4orf48	62180	TRUE
ENSG00000185818	NAT8L	Gene Expression	NAT8L	282	TRUE
ENSG00000130997	POLN	Gene Expression	POLN	2065	TRUE
ENSG00000250623	AL136360.2	Gene Expression	AL136360.2	1	FALSE
ENSG00000214367	HAUS3	Gene Expression	HAUS3	17107	TRUE
ENSG00000123933	MXD4	Gene Expression	MXD4	47324	TRUE
ENSG00000159733	ZFYVE28	Gene Expression	ZFYVE28	19375	TRUE
ENSG00000251148	AL158068.2	Gene Expression	AL158068.2	4	TRUE
ENSG00000206113	CFAP99	Gene Expression	CFAP99	213	TRUE
ENSG00000063978	RNF4	Gene Expression	RNF4	30827	TRUE
ENSG00000125386	FAM193A	Gene Expression	FAM193A	29059	TRUE
ENSG00000168884	TNIP2	Gene Expression	TNIP2	34786	TRUE
ENSG00000087266	SH3BP2	Gene Expression	SH3BP2	39569	TRUE
ENSG00000087274	ADD1	Gene Expression	ADD1	68344	TRUE
ENSG00000109736	MFSD10	Gene Expression	MFSD10	53340	TRUE
ENSG00000249673	NOP14-AS1	Gene Expression	NOP14-AS1	6044	TRUE
ENSG00000087269	NOP14	Gene Expression	NOP14	25477	TRUE
ENSG00000125388	GRK4	Gene Expression	GRK4	4270	TRUE
ENSG00000251075	HTT-AS	Gene Expression	HTT-AS	0	FALSE
ENSG00000197386	HTT	Gene Expression	HTT	32863	TRUE
ENSG00000188981	MSANTD1	Gene Expression	MSANTD1	489	TRUE
ENSG00000159788	RGS12	Gene Expression	RGS12	19807	TRUE
ENSG00000109758	HGFAC	Gene Expression	HGFAC	92	TRUE
ENSG00000175920	DOK7	Gene Expression	DOK7	1161	TRUE
ENSG00000163956	LRPAP1	Gene Expression	LRPAP1	58493	TRUE
ENSG00000270090	AL590235.2	Gene Expression	AL590235.2	14	TRUE
ENSG00000250681	AL121796.1	Gene Expression	AL121796.1	1	FALSE
ENSG00000250632	LINC02171	Gene Expression	LINC02171	0	FALSE
ENSG00000250986	AC141928.1	Gene Expression	AC141928.1	55	TRUE
ENSG00000184160	ADRA2C	Gene Expression	ADRA2C	1055	TRUE
ENSG00000163982	OTOP1	Gene Expression	OTOP1	1	FALSE
ENSG00000132406	TMEM128	Gene Expression	TMEM128	24985	TRUE
ENSG00000145220	LYAR	Gene Expression	LYAR	32834	TRUE
ENSG00000168826	ZBTB49	Gene Expression	ZBTB49	6357	TRUE
ENSG00000248516	AC105415.1	Gene Expression	AC105415.1	1	FALSE
ENSG00000168824	NSG1	Gene Expression	NSG1	1524	TRUE
ENSG00000168818	STX18	Gene Expression	STX18	21386	TRUE
ENSG00000247708	STX18-AS1	Gene Expression	STX18-AS1	3016	TRUE
ENSG00000273396	LINC01396	Gene Expression	LINC01396	3	TRUE
ENSG00000163132	MSX1	Gene Expression	MSX1	4763	TRUE
ENSG00000170891	CYTL1	Gene Expression	CYTL1	2792	TRUE
ENSG00000152953	STK32B	Gene Expression	STK32B	757	TRUE
ENSG00000173040	EVC2	Gene Expression	EVC2	1328	TRUE
ENSG00000072840	EVC	Gene Expression	EVC	362	TRUE
ENSG00000072832	CRMP1	Gene Expression	CRMP1	570	TRUE
ENSG00000181215	C4orf50	Gene Expression	C4orf50	83	TRUE
ENSG00000152969	JAKMIP1	Gene Expression	JAKMIP1	2068	TRUE
ENSG00000284684	AC092442.1	Gene Expression	AC092442.1	0	FALSE
ENSG00000251408	AC113615.1	Gene Expression	AC113615.1	91	TRUE
ENSG00000109501	WFS1	Gene Expression	WFS1	8153	TRUE
ENSG00000074211	PPP2R2C	Gene Expression	PPP2R2C	487	TRUE
ENSG00000013288	MAN2B2	Gene Expression	MAN2B2	15516	TRUE
ENSG00000179010	MRFAP1	Gene Expression	MRFAP1	68396	TRUE
ENSG00000251580	LINC02482	Gene Expression	LINC02482	3836	TRUE
ENSG00000170846	AC093323.1	Gene Expression	AC093323.1	17313	TRUE
ENSG00000246526	LINC002481	Gene Expression	LINC002481	2494	TRUE
ENSG00000163993	S100P	Gene Expression	S100P	24484	TRUE
ENSG00000178988	MRFAP1L1	Gene Expression	MRFAP1L1	33843	TRUE
ENSG00000186222	BLOC1S4	Gene Expression	BLOC1S4	30798	TRUE
ENSG00000170871	KIAA0232	Gene Expression	KIAA0232	44476	TRUE
ENSG00000132405	TBC1D14	Gene Expression	TBC1D14	30163	TRUE
ENSG00000245748	AC097382.2	Gene Expression	AC097382.2	59	TRUE
ENSG00000173013	CCDC96	Gene Expression	CCDC96	1747	TRUE
ENSG00000173011	TADA2B	Gene Expression	TADA2B	15126	TRUE
ENSG00000109519	GRPEL1	Gene Expression	GRPEL1	35695	TRUE
ENSG00000245468	LINC02447	Gene Expression	LINC02447	1405	TRUE
ENSG00000184985	SORCS2	Gene Expression	SORCS2	305	TRUE
ENSG00000178597	PSAPL1	Gene Expression	PSAPL1	14	TRUE
ENSG00000272620	AFAP1-AS1	Gene Expression	AFAP1-AS1	1392	TRUE
ENSG00000196526	AFAP1	Gene Expression	AFAP1	23649	TRUE
ENSG00000228919	AC097381.1	Gene Expression	AC097381.1	51	TRUE
ENSG00000163995	ABLIM2	Gene Expression	ABLIM2	4735	TRUE
ENSG00000273267	AC097381.3	Gene Expression	AC097381.3	14	TRUE
ENSG00000251460	AC097381.2	Gene Expression	AC097381.2	4	TRUE
