object_path	size_bytes	sha256	cells	delivery
F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_first_round_rpca_broad_classification.rds	11602035746	c9072c877f6537a3c5a747a071f7dbfb4f021fde5086b930d8a06ff4c89d42a1	200663	local_only
F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis_paper_qc_20260717/gse205506_post_compartment_mt_qc_raw.rds	3364323658	300c8d202b464dde457cb1bd005413cdc69bf13b14f2af8e1dbcf9cbe1bb2d25	166624	local_only
