grouping_variable	grouping_value	qc_flag	flag_value	cell_count
working_celltype_label	T_cells	qc_flag_high_pct_mt	True	156
working_celltype_label	B_cells	qc_flag_high_pct_rp	False	4868
working_celltype_label	B_cells	qc_flag_high_pct_rp	True	0
working_celltype_label	Mast_cells	qc_flag_high_pct_rp	False	3195
working_celltype_label	Mast_cells	qc_flag_high_pct_rp	True	1
working_celltype_label	Monocytes	qc_flag_high_pct_rp	False	60491
working_celltype_label	Monocytes	qc_flag_high_pct_rp	True	11
working_celltype_label	Plasma_cells	qc_flag_high_pct_rp	False	38606
working_celltype_label	Plasma_cells	qc_flag_high_pct_rp	True	8
working_celltype_label	T_cells	qc_flag_high_pct_rp	False	14268
working_celltype_label	T_cells	qc_flag_high_pct_rp	True	4
working_celltype_label	B_cells	qc_flag_high_pct_hb	False	4545
working_celltype_label	B_cells	qc_flag_high_pct_hb	True	323
working_celltype_label	Mast_cells	qc_flag_high_pct_hb	False	2414
working_celltype_label	Mast_cells	qc_flag_high_pct_hb	True	782
working_celltype_label	Monocytes	qc_flag_high_pct_hb	False	49164
working_celltype_label	Monocytes	qc_flag_high_pct_hb	True	11338
working_celltype_label	Plasma_cells	qc_flag_high_pct_hb	False	25899
working_celltype_label	Plasma_cells	qc_flag_high_pct_hb	True	12715
working_celltype_label	T_cells	qc_flag_high_pct_hb	False	12492
working_celltype_label	T_cells	qc_flag_high_pct_hb	True	1780
working_celltype_label	B_cells	qc_any_flag	False	4531
working_celltype_label	B_cells	qc_any_flag	True	337
working_celltype_label	Mast_cells	qc_any_flag	False	2385
working_celltype_label	Mast_cells	qc_any_flag	True	811
working_celltype_label	Monocytes	qc_any_flag	False	43072
working_celltype_label	Monocytes	qc_any_flag	True	17430
working_celltype_label	Plasma_cells	qc_any_flag	False	16285
working_celltype_label	Plasma_cells	qc_any_flag	True	22329
working_celltype_label	T_cells	qc_any_flag	False	12245
working_celltype_label	T_cells	qc_any_flag	True	2027
working_celltype_label	B_cells	qc_pass	False	337
working_celltype_label	B_cells	qc_pass	True	4531
working_celltype_label	Mast_cells	qc_pass	False	811
working_celltype_label	Mast_cells	qc_pass	True	2385
working_celltype_label	Monocytes	qc_pass	False	17430
working_celltype_label	Monocytes	qc_pass	True	43072
working_celltype_label	Plasma_cells	qc_pass	False	22329
working_celltype_label	Plasma_cells	qc_pass	True	16285
working_celltype_label	T_cells	qc_pass	False	2027
working_celltype_label	T_cells	qc_pass	True	12245
