dataset_id	cluster	working_cluster_field	rank	names	scores	mean_expression_in_cluster	mean_expression_out_cluster	fraction_expressing_in_cluster	marker_method
GSE189926	0	leiden_0.5	20	RPL28	1.3940048217773438	3.086176633834839	1.6921718120574951	0.9354680493273543	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	1	CXCL8	4.41882848739624	6.06073522567749	1.6419068574905396	0.9976361140765594	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	2	HCAR3	3.7316806316375732	4.262950420379639	0.5312697291374207	0.9649229830715266	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	3	HCAR2	3.534651756286621	4.166807651519775	0.6321560144424438	0.9701082812261705	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	4	IL1B	3.321427345275879	4.155502796173096	0.8340755701065063	0.9396065273753241	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	5	PLEK	3.220370292663574	3.9520232677459717	0.7316530346870422	0.9490620710690865	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	6	G0S2	3.0819711685180664	3.880215644836426	0.7982443571090698	0.9352600274515784	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	7	IL1RN	2.857895851135254	3.458779811859131	0.6008839011192322	0.8839408265975294	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	8	SOD2	2.7102272510528564	3.9846882820129395	1.274461030960083	0.9767424126887296	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	9	NAMPT	2.515570640563965	3.6646764278411865	1.1491057872772217	0.9653805093792893	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	10	S100A9	2.437798023223877	3.8505327701568604	1.412734866142273	0.9302272380661888	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	11	SOCS3	2.4225051403045654	3.1329185962677	0.7104134559631348	0.8712063443648009	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	12	SAT1	2.3077685832977295	4.3320207595825195	2.02425217628479	0.981546438920238	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	13	FTH1	2.3006348609924316	5.352741241455078	3.0521063804626465	0.9985511666920848	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	14	BCL2A1	2.199833631515503	2.986245632171631	0.7864119410514832	0.8827970108281226	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	15	IFITM2	2.1621999740600586	3.5991384983062744	1.4369384050369263	0.9373188958365106	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	16	CSF3R	2.161370277404785	2.7509710788726807	0.5896008014678955	0.8822632301357328	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	17	ZFP36	2.0459060668945312	3.3072986602783203	1.261392593383789	0.9046820192161049	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	18	PPIF	1.9757311344146729	2.544560194015503	0.5688290596008301	0.8013573280463626	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	19	OSM	1.9418385028839111	2.1979784965515137	0.25613996386528015	0.7494280921152966	mean_log_normalized_expression_difference
GSE189926	1	leiden_0.5	20	LCP2	1.9268908500671387	2.4640421867370605	0.5371513962745667	0.825911239896294	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	1	IGHG1	5.7431640625	6.897009372711182	1.153845191001892	1.0	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	2	IGKC	5.358440399169922	7.542535305023193	2.1840949058532715	0.9994679436020218	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	3	IGHG2	4.691478252410889	5.2690043449401855	0.5775259137153625	1.0	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	4	IGHG3	4.599794864654541	5.346856594085693	0.7470617890357971	0.9997339718010109	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	5	IGHG4	4.2448272705078125	4.965466022491455	0.720638632774353	0.9992019154030327	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	6	MZB1	1.7234992980957031	2.056563138961792	0.33306387066841125	0.8129821761106677	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	7	SSR4	1.7022264003753662	2.4904236793518066	0.7881972789764404	0.8792231976589518	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	8	JCHAIN	1.5986725091934204	2.7054336071014404	1.10676109790802	0.8776270284650173	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	9	IGHGP	1.5342185497283936	1.5884822607040405	0.054263755679130554	0.8808193668528864	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	10	XBP1	1.2517125606536865	1.786181926727295	0.5344693064689636	0.7728119180633147	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	11	HSP90B1	1.1283758878707886	2.1017403602600098	0.9733644723892212	0.8332003192338387	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	12	HERPUD1	0.9027937650680542	1.443989872932434	0.5411961078643799	0.7086991221069433	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	13	IGKV3-20	0.880432665348053	1.0597727298736572	0.17934004962444305	0.6858206969938814	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	14	FKBP11	0.8691604137420654	1.0889478921890259	0.21978750824928284	0.6671987230646449	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	15	IGKV1-39	0.8405985832214355	1.0009894371032715	0.16039088368415833	0.6701250332535249	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	16	IGKV4-1	0.8162550330162048	0.9632340669631958	0.14697903394699097	0.6568236233040702	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	17	IGKV1D-39	0.6905151605606079	0.8059130907058716	0.11539792269468307	0.5964352221335462	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	18	IGKV1-5	0.6682447791099548	0.8091147541999817	0.14086997509002686	0.6294227188081937	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	19	TXNDC5	0.6487715840339661	0.8819261789321899	0.23315457999706268	0.5969672785315243	mean_log_normalized_expression_difference
GSE189926	10	leiden_0.5	20	IGKV3-15	0.63686203956604	0.7321451902389526	0.0952831506729126	0.6110667730779462	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	1	KRT13	5.191220283508301	5.230299472808838	0.03907935693860054	0.9967793880837359	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	2	KRT4	3.9472436904907227	3.9743189811706543	0.02707531675696373	0.9812130971551262	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	3	FABP5	3.851630687713623	4.1596527099609375	0.3080219030380249	0.9766505636070854	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	4	KRT5	3.7517125606536865	3.7774240970611572	0.0257114265114069	0.9739667203435319	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	5	TACSTD2	3.545349597930908	3.615901231765747	0.07055168598890305	0.9680622651637144	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	6	HSPB1	3.434744119644165	3.8892319202423096	0.4544878304004669	0.9836285560923242	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	7	SFN	3.3825559616088867	3.450639009475708	0.06808315217494965	0.9610842726784756	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	8	S100A2	3.115795612335205	3.1402151584625244	0.024419445544481277	0.9659151905528717	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	9	KRT6A	3.066777467727661	3.08355450630188	0.016777098178863525	0.9675254965110037	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	10	CLDN4	3.061948537826538	3.3026821613311768	0.24073371291160583	0.966988727858293	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	11	S100A8	2.9988787174224854	4.090693950653076	1.0918152332305908	0.998389694041868	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	12	IFI27	2.915936231613159	3.194232940673828	0.27829670906066895	0.9441760601180891	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	13	S100A9	2.9114322662353516	4.498073577880859	1.5866413116455078	0.998389694041868	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	14	PERP	2.8587872982025146	3.01495623588562	0.1561688631772995	0.9522275899087493	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	15	CSTB	2.7707595825195312	3.143981695175171	0.3732219934463501	0.9804079441760601	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	16	ANXA1	2.7493340969085693	3.206819772720337	0.45748576521873474	0.9825550187869029	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	17	SPRR3	2.743581771850586	2.7714731693267822	0.027891432866454124	0.9847020933977456	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	18	CSTA	2.7403149604797363	2.8362982273101807	0.09598338603973389	0.9750402576489533	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	19	LY6D	2.682081460952759	2.6989712715148926	0.01688990369439125	0.9307568438003221	mean_log_normalized_expression_difference
GSE189926	11	leiden_0.5	20	AQP3	2.677201747894287	2.820169448852539	0.14296767115592957	0.9371980676328503	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	1	MT-CO3	1.94270658493042	5.736518859863281	3.7938122749328613	0.9963985594237695	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	2	MT-ND3	1.9362504482269287	4.521174430847168	2.5849239826202393	0.9885954381752701	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	3	MT-ATP6	1.8569273948669434	5.033113479614258	3.1761860847473145	0.9930972388955582	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	4	MT-CO2	1.8351655006408691	5.710064888000488	3.874899387359619	0.9966986794717887	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	5	MTND1P23	1.5910027027130127	2.665266275405884	1.074263572692871	0.9552821128451381	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	6	MT-ND1	1.5876328945159912	4.690542221069336	3.1029093265533447	0.9924969987995198	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	7	MTCO1P12	1.4820199012756348	3.61956787109375	2.1375479698181152	0.9888955582232893	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	8	MT-CO1	1.4733366966247559	5.548226833343506	4.07489013671875	0.9978991596638656	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	9	MTCO2P12	1.4492318630218506	2.002929210662842	0.5536973476409912	0.9441776710684273	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	10	MTATP6P1	1.435400128364563	3.4283607006073	1.9929605722427368	0.9762905162064826	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	11	IGHG1	1.4116722345352173	2.704542398452759	1.2928701639175415	0.9936974789915967	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	12	IGHG4	1.4068384170532227	2.2202603816986084	0.8134220242500305	0.9714885954381752	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	13	IGLC2	1.2730227708816528	2.6661086082458496	1.3930858373641968	0.9954981992797118	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	14	IGKC	1.2601232528686523	3.575493574142456	2.3153703212738037	0.9954981992797118	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	15	MT-CYB	1.2300465106964111	4.213293075561523	2.9832465648651123	0.987094837935174	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	16	CTSB	1.1982004642486572	1.9345921277999878	0.7363917231559753	0.9087635054021609	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	17	MT-ND2	1.1827597618103027	4.180033206939697	2.9972734451293945	0.9894957983193278	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	18	IGHG2	1.1516313552856445	1.842766284942627	0.6911348700523376	0.9582833133253301	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	19	RPL37	1.1488176584243774	2.4738948345184326	1.3250771760940552	0.9201680672268907	mean_log_normalized_expression_difference
GSE189926	12	leiden_0.5	20	RPS29	1.1311453580856323	2.2869045734405518	1.1557592153549194	0.9078631452581032	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	1	IGFBP7	3.475311040878296	3.656323194503784	0.18101221323013306	0.9375780274656679	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	2	COL3A1	3.129338026046753	3.179659128189087	0.050321098417043686	0.9054307116104869	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	3	COL1A2	2.926856517791748	2.972843647003174	0.0459870845079422	0.9023096129837703	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	4	RGS5	2.83237886428833	2.902855157852173	0.07047620415687561	0.6794631710362048	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	5	SPARC	2.8236000537872314	2.9274303913116455	0.10383027046918869	0.8951310861423221	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	6	CALD1	2.7242560386657715	2.786262035369873	0.06200610473752022	0.9029338327091136	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	7	COL1A1	2.6524767875671387	2.7151105403900146	0.06263375282287598	0.8408239700374532	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	8	A2M	2.190030574798584	2.3591396808624268	0.16910909116268158	0.8636079900124844	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	9	C1S	2.0714104175567627	2.129537582397461	0.058127276599407196	0.7936953807740325	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	10	COL6A2	2.0617575645446777	2.128798723220825	0.06704112142324448	0.766541822721598	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	11	DCN	1.9230927228927612	1.9576969146728516	0.03460422903299332	0.6925717852684145	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	12	COL4A2	1.909705400466919	1.9927643537521362	0.08305895328521729	0.7730961298377028	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	13	LGALS1	1.8909236192703247	2.381103277206421	0.4901796579360962	0.846441947565543	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	14	COL4A1	1.8655320405960083	1.9437757730484009	0.0782436951994896	0.7240948813982522	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	15	MYLK	1.7737812995910645	1.8304016590118408	0.05662030354142189	0.7225343320848939	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	16	COL6A1	1.7689497470855713	1.8350327014923096	0.0660828948020935	0.7927590511860175	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	17	VIM	1.7581504583358765	3.071362257003784	1.3132117986679077	0.9422596754057428	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	18	SPARCL1	1.734993577003479	1.8530099391937256	0.11801633983850479	0.7384519350811486	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	19	ITGB1	1.7268285751342773	2.0078468322753906	0.2810182571411133	0.8274032459425718	mean_log_normalized_expression_difference
GSE189926	13	leiden_0.5	20	TAGLN	1.6690640449523926	1.712568759918213	0.04350477457046509	0.6326466916354557	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	1	TPSB2	4.96214485168457	5.135696887969971	0.17355211079120636	0.9980475105759844	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	2	TPSAB1	4.740619659423828	4.8341851234436035	0.0935654491186142	0.9980475105759844	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	3	CPA3	4.292053699493408	4.348936557769775	0.05688275396823883	0.9736413927757891	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	4	MS4A2	2.6114959716796875	2.6387999057769775	0.02730395458638668	0.9004230393752034	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	5	GATA2	2.538900375366211	2.573840856552124	0.034940410405397415	0.8802473153270419	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	6	FOSB	2.3886470794677734	3.4399383068084717	1.0512912273406982	0.9345916042954767	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	7	VIM	2.2438929080963135	3.546710729598999	1.3028178215026855	0.9658314350797267	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	8	KIT	2.0571177005767822	2.076111316680908	0.01899365335702896	0.7917344614383339	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	9	VWA5A	1.9470316171646118	1.975275993347168	0.02824437990784645	0.8083306215424666	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	10	RGS1	1.9019192457199097	2.9148998260498047	1.012980580329895	0.84249918646274	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	11	EEF1A1	1.7857303619384766	4.615319728851318	2.829589366912842	0.9908883826879271	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	12	SLC18A2	1.7397092580795288	1.7501938343048096	0.010484619066119194	0.758867556134071	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	13	NR4A1	1.6649956703186035	2.253695011138916	0.5886993408203125	0.8200455580865603	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	14	CLU	1.5954017639160156	1.7303332090377808	0.13493144512176514	0.7565896518060528	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	15	UBB	1.5575839281082153	3.226748466491699	1.6691645383834839	0.9479336153595834	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	16	HSP90AB1	1.4750779867172241	2.852490186691284	1.37741219997406	0.9160429547673283	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	17	PTMA	1.4745675325393677	3.26306414604187	1.7884966135025024	0.974617637487797	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	18	LMO4	1.4382067918777466	1.6606587171554565	0.22245195508003235	0.7744874715261959	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	19	ANXA1	1.437518835067749	1.9429783821105957	0.5054596066474915	0.7774162056622194	mean_log_normalized_expression_difference
GSE189926	14	leiden_0.5	20	RPL34	1.3538124561309814	2.7711973190307617	1.4173848628997803	0.9381711682395054	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	1	IGHM	2.9016947746276855	3.507444143295288	0.605749249458313	0.8042105263157895	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	2	JCHAIN	2.659404754638672	3.753239870071411	1.0938351154327393	0.9501754385964912	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	3	IGKC	2.0678274631500244	4.3692450523376465	2.301417589187622	0.9743859649122807	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	4	IGLC2	1.6444129943847656	3.0338358879089355	1.38942289352417	0.9536842105263158	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	5	IGHA1	1.638495683670044	3.390946865081787	1.7524511814117432	0.9859649122807017	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	6	IGHA2	1.5672190189361572	3.0456383228302	1.478419303894043	0.9757894736842105	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	7	IGLC3	1.456776738166809	2.477501392364502	1.0207246541976929	0.9056140350877193	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	8	IGLL5	1.1570255756378174	1.9171167612075806	0.760091245174408	0.8259649122807018	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	9	MT-CO1	1.1492018699645996	5.237545013427734	4.088343143463135	0.98	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	10	MT-ND5	1.038888931274414	3.455496072769165	2.416607141494751	0.9203508771929825	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	11	MT-ND4	0.9629535675048828	4.7583842277526855	3.7954306602478027	0.9677192982456141	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	12	MT-CYB	0.9620981216430664	3.9565141201019287	2.9944159984588623	0.9410526315789474	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	13	MTCO1P12	0.944136381149292	3.1001880168914795	2.1560516357421875	0.9336842105263158	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	14	MT-CO2	0.9267330169677734	4.830233097076416	3.9035000801086426	0.9670175438596491	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	15	MT-ND2	0.9223241806030273	3.930402994155884	3.0080788135528564	0.9459649122807018	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	16	MT-ND4L	0.8951460123062134	2.543012857437134	1.6478668451309204	0.8673684210526316	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	17	MT-CO3	0.8082687854766846	4.636411666870117	3.8281428813934326	0.9680701754385965	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	18	MT-ATP6	0.7804553508758545	3.989271402359009	3.2088160514831543	0.9515789473684211	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	19	MTATP6P1	0.7611145973205566	2.775594711303711	2.0144801139831543	0.895438596491228	mean_log_normalized_expression_difference
GSE189926	15	leiden_0.5	20	MT-ND1	0.7609331607818604	3.889542579650879	3.1286094188690186	0.9519298245614035	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	1	PGC	4.211222171783447	4.433652877807617	0.2224305272102356	0.9600435888122049	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	2	AGR2	2.807529926300049	3.0697782039642334	0.2622482180595398	0.847439157282964	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	3	LYZ	2.177825927734375	3.083143711090088	0.9053179025650024	0.8147475481293135	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	4	CYSTM1	2.1124579906463623	2.441624164581299	0.32916608452796936	0.7802397384671268	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	5	LIPF	1.9605357646942139	2.0642600059509277	0.10372420400381088	0.61205957137668	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	6	PGA4	1.7371412515640259	1.7666480541229248	0.029506834223866463	0.48201961496549217	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	7	PGA3	1.7191846370697021	1.750493049621582	0.0313083715736866	0.481656374863785	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	8	CD24	1.596535325050354	1.8121823072433472	0.21564696729183197	0.7228478023973847	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	9	CLDN18	1.574711561203003	1.6323500871658325	0.057638514786958694	0.6545586632764258	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	10	CA2	1.4886534214019775	1.5706164836883545	0.08196301013231277	0.6560116236832546	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	11	SPINK1	1.479629635810852	1.6712015867233276	0.191571906208992	0.6574645840900836	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	12	S100P	1.4000531435012817	1.7209969758987427	0.3209438621997833	0.5797312023247366	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	13	FXYD3	1.3722182512283325	1.5710132122039795	0.19879497587680817	0.6981474754812932	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	14	MUC6	1.3601137399673462	1.4561532735824585	0.09603949636220932	0.5321467490010897	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	15	PIGR	1.3303698301315308	1.4889931678771973	0.1586233526468277	0.5986196876135126	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	16	TFF2	1.3284058570861816	1.4856544733047485	0.15724855661392212	0.47766073374500545	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	17	REG1A	1.3168941736221313	1.478603720664978	0.16170957684516907	0.5572103160188885	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	18	TSPAN8	1.2715086936950684	1.3712553977966309	0.09974676370620728	0.6222302942244824	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	19	CLU	1.1803549528121948	1.3288979530334473	0.14854300022125244	0.6527424627678896	mean_log_normalized_expression_difference
GSE189926	16	leiden_0.5	20	KRT18	1.1672062873840332	1.4052015542984009	0.2379952073097229	0.6618234653105702	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	1	S100A9	4.07198429107666	5.662315368652344	1.5903313159942627	0.9984338292873923	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	2	S100A8	3.36293625831604	4.476034641265869	1.113098382949829	0.9937353171495693	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	3	IFITM2	3.0499963760375977	4.656264305114746	1.6062679290771484	0.995301487862177	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	4	HCAR2	2.8674261569976807	3.820943832397461	0.9535176753997803	0.9624119028974158	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	5	FCGR3B	2.7016725540161133	3.3688840866088867	0.6672114729881287	0.9753328112764291	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	6	CXCL8	2.563814878463745	4.628938674926758	2.0651237964630127	0.9968676585747847	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	7	SRGN	2.385895013809204	4.681535720825195	2.295640707015991	0.9988253719655442	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	8	PLAUR	2.2622556686401367	3.3204808235168457	1.0582250356674194	0.971025841816758	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	9	CSF3R	2.2607245445251465	3.036162853240967	0.7754381895065308	0.9600626468285043	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	10	SOD2	2.254054069519043	3.773756742477417	1.5197025537490845	0.9956930305403289	mean_log_normalized_expression_difference
GSE189926	17	leiden_0.5	11	FTH1	2.247126340866089	5.500393390655518	3.2532670497894287	0.9996084573218481	mean_log_normalized_expression_difference
