dataset_id	object_name	pc_local_path	object_format	file_size_bytes	sha256	upload_status	notes
GSE189926	gse189926_response_ready.h5ad	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\04_objects\20260709_response_object_construction\gse189926_response_ready.h5ad	h5ad	1216038759	ac10bc8f33aa4e81a5dc168fb5510141d53b7cf7e9f4cbea721c2e6ca1a932c0	pc_local_only_large_file	Unfiltered sparse object; raw counts stored in layers['counts']; normalized log data in X.
