file_id	priority	source_path	target_path	description	reason
fig5e_full_seurat_proportions	optional	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-cancer-mono-mac\desktop_exchange\uploads\20260704_fig5e_gse120575_full_seurat\pc_fig5e_full_seurat_results\outputs\figures\fig5e_full_seurat_proportions.png	figures/fig5e_full_seurat_proportions.png	Optional Fig. 5E all-zero audit PNG from the completed PC route	source_path_not_found
