dataset_id	object_label	sample_label	tissue_site	top_marker_program	cell_count	total_cells	fraction
GSE245552	gse245552_Pt08_T2_working_qc_sparse_matrix	Pt08_T2	primary tumor	pericyte_like	49	3318	0.0147679324894515
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	caf_activation	4	4262	0.000938526513374003
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	endothelial	80	4262	0.0187705302674801
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	epithelial_tumor	2386	4262	0.559831065227593
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	fibroblast_ecm	169	4262	0.0396527451900516
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	immune_context	1576	4262	0.369779446269357
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	inflammatory_caf	4	4262	0.000938526513374003
GSE245552	gse245552_Pt08_T3_working_qc_sparse_matrix	Pt08_T3	liver metastasis	pericyte_like	43	4262	0.0100891600187705
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	caf_activation	3	4096	0.000732421875
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	endothelial	105	4096	0.025634765625
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	epithelial_tumor	3011	4096	0.735107421875
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	fibroblast_ecm	40	4096	0.009765625
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	immune_context	927	4096	0.226318359375
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	inflammatory_caf	1	4096	0.000244140625
GSE245552	gse245552_Pt08_T4_working_qc_sparse_matrix	Pt08_T4	liver metastasis	pericyte_like	9	4096	0.002197265625
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	caf_activation	56	4533	0.0123538495477609
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	endothelial	630	4533	0.13898080741231
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	epithelial_tumor	419	4533	0.0924332671519965
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	fibroblast_ecm	763	4533	0.168321200088242
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	immune_context	2538	4533	0.559894109861019
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	inflammatory_caf	69	4533	0.0152217074784911
GSE245552	gse245552_Pt09_T1_working_qc_sparse_matrix	Pt09_T1	primary tumor	pericyte_like	58	4533	0.0127950584601809
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	caf_activation	23	6748	0.00340841730883225
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	endothelial	642	6748	0.0951393005334914
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	epithelial_tumor	957	6748	0.141819798458803
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	fibroblast_ecm	1379	6748	0.204356846473029
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	immune_context	3688	6748	0.546532305868405
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	inflammatory_caf	33	6748	0.00489033787788975
GSE245552	gse245552_Pt10_T1_working_qc_sparse_matrix	Pt10_T1	primary tumor	pericyte_like	26	6748	0.0038529934795495
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	caf_activation	13	7345	0.00176991150442478
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	endothelial	160	7345	0.021783526208305
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	epithelial_tumor	168	7345	0.0228727025187202
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	fibroblast_ecm	488	7345	0.0664397549353302
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	immune_context	6445	7345	0.877467665078285
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	inflammatory_caf	19	7345	0.00258679373723622
GSE245552	gse245552_Pt10_T2_working_qc_sparse_matrix	Pt10_T2	liver metastasis	pericyte_like	52	7345	0.00707964601769911
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	caf_activation	9	6023	0.00149427195749626
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	endothelial	591	6023	0.0981238585422547
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	epithelial_tumor	2555	6023	0.424207205711439
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	fibroblast_ecm	555	6023	0.0921467707122696
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	immune_context	2219	6023	0.368421052631579
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	inflammatory_caf	16	6023	0.00265648347999336
GSE245552	gse245552_Pt11_T1_working_qc_sparse_matrix	Pt11_T1	primary tumor	pericyte_like	78	6023	0.0129503569649676
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	caf_activation	2	4970	0.000402414486921529
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	endothelial	93	4970	0.0187122736418511
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	epithelial_tumor	609	4970	0.122535211267606
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	fibroblast_ecm	108	4970	0.0217303822937626
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	immune_context	4114	4970	0.827766599597585
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	inflammatory_caf	7	4970	0.00140845070422535
GSE245552	gse245552_Pt11_T2_working_qc_sparse_matrix	Pt11_T2	liver metastasis	pericyte_like	37	4970	0.00744466800804829
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	caf_activation	8	3415	0.00234260614934114
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	endothelial	428	3415	0.125329428989751
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	epithelial_tumor	514	3415	0.150512445095168
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	fibroblast_ecm	321	3415	0.0939970717423133
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	immune_context	2104	3415	0.61610541727672
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	inflammatory_caf	12	3415	0.00351390922401171
GSE245552	gse245552_Pt13_T1_working_qc_sparse_matrix	Pt13_T1	primary tumor	pericyte_like	28	3415	0.008199121522694
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	caf_activation	34	5547	0.00612943933657833
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	endothelial	514	5547	0.0926627005588606
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	epithelial_tumor	2460	5547	0.443482963764197
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	fibroblast_ecm	1831	5547	0.330088336037498
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	immune_context	619	5547	0.111591851451235
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	inflammatory_caf	53	5547	0.00955471425996034
GSE245552	gse245552_Pt13_Z1_working_qc_sparse_matrix	Pt13_Z1	colon adjacent tissue	pericyte_like	36	5547	0.00648999459167117
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	caf_activation	145	8355	0.0173548773189707
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	endothelial	844	8355	0.101017354877319
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	epithelial_tumor	975	8355	0.116696588868941
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	fibroblast_ecm	1899	8355	0.227289048473968
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	immune_context	3528	8355	0.422262118491921
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	inflammatory_caf	163	8355	0.019509275882705
GSE245552	gse245552_Pt15_T1_working_qc_sparse_matrix	Pt15_T1	primary tumor	pericyte_like	801	8355	0.0958707360861759
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	caf_activation	2	4698	0.00042571306939123
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	endothelial	44	4698	0.00936568752660707
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	epithelial_tumor	4324	4698	0.92039165602384
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	fibroblast_ecm	9	4698	0.00191570881226054
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	immune_context	293	4698	0.0623669646658152
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	inflammatory_caf	4	4698	0.000851426138782461
GSE245552	gse245552_Pt15_T2_working_qc_sparse_matrix	Pt15_T2	liver metastasis	pericyte_like	22	4698	0.00468284376330353
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	caf_activation	1	5170	0.000193423597678917
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	endothelial	32	5170	0.00618955512572534
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	epithelial_tumor	4244	5170	0.820889748549323
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	fibroblast_ecm	51	5170	0.00986460348162476
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	immune_context	831	5170	0.16073500967118
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	inflammatory_caf	3	5170	0.00058027079303675
GSE245552	gse245552_Pt15_Z1_working_qc_sparse_matrix	Pt15_Z1	colon adjacent tissue	pericyte_like	8	5170	0.00154738878143133
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	endothelial	5	347	0.0144092219020173
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	epithelial_tumor	27	347	0.0778097982708934
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	fibroblast_ecm	11	347	0.031700288184438
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	immune_context	302	347	0.870317002881844
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	inflammatory_caf	1	347	0.00288184438040346
GSE245552	gse245552_Pt16_T1_working_qc_sparse_matrix	Pt16_T1	liver metastasis	pericyte_like	1	347	0.00288184438040346
GSE245552	gse245552_Pt16_Z1_working_qc_sparse_matrix	Pt16_Z1	liver adjacent tissue	endothelial	11	255	0.0431372549019608
GSE245552	gse245552_Pt16_Z1_working_qc_sparse_matrix	Pt16_Z1	liver adjacent tissue	epithelial_tumor	22	255	0.0862745098039216
GSE245552	gse245552_Pt16_Z1_working_qc_sparse_matrix	Pt16_Z1	liver adjacent tissue	fibroblast_ecm	11	255	0.0431372549019608
GSE245552	gse245552_Pt16_Z1_working_qc_sparse_matrix	Pt16_Z1	liver adjacent tissue	immune_context	200	255	0.784313725490196
GSE245552	gse245552_Pt16_Z1_working_qc_sparse_matrix	Pt16_Z1	liver adjacent tissue	pericyte_like	11	255	0.0431372549019608
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	caf_activation	15	1517	0.00988793671720501
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	endothelial	112	1517	0.0738299274884641
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	epithelial_tumor	36	1517	0.023731048121292
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	fibroblast_ecm	210	1517	0.13843111404087
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	immune_context	1072	1517	0.706657877389585
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	inflammatory_caf	26	1517	0.017139090309822
GSE245552	gse245552_Pt17_T1_working_qc_sparse_matrix	Pt17_T1	primary tumor	pericyte_like	46	1517	0.030323005932762
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	caf_activation	1	1804	0.000554323725055432
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	endothelial	66	1804	0.0365853658536585
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	epithelial_tumor	199	1804	0.110310421286031
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	fibroblast_ecm	44	1804	0.024390243902439
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	immune_context	1459	1804	0.808758314855876
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	inflammatory_caf	11	1804	0.00609756097560976
GSE245552	gse245552_Pt17_T2_working_qc_sparse_matrix	Pt17_T2	liver metastasis	pericyte_like	24	1804	0.0133037694013304
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	caf_activation	34	3570	0.00952380952380952
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	endothelial	225	3570	0.0630252100840336
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	epithelial_tumor	683	3570	0.191316526610644
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	fibroblast_ecm	549	3570	0.153781512605042
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	immune_context	2025	3570	0.567226890756303
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	inflammatory_caf	50	3570	0.0140056022408964
GSE245552	gse245552_Pt17_Z1_working_qc_sparse_matrix	Pt17_Z1	colon adjacent tissue	pericyte_like	4	3570	0.00112044817927171
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	caf_activation	1	3264	0.000306372549019608
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	endothelial	45	3264	0.0137867647058824
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	epithelial_tumor	1828	3264	0.560049019607843
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	fibroblast_ecm	90	3264	0.0275735294117647
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	immune_context	1221	3264	0.374080882352941
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	inflammatory_caf	71	3264	0.0217524509803922
GSE245552	gse245552_Pt18_T1_working_qc_sparse_matrix	Pt18_T1	primary tumor	pericyte_like	8	3264	0.00245098039215686
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	caf_activation	2	4759	0.00042025635637739
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	endothelial	8	4759	0.00168102542550956
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	epithelial_tumor	4016	4759	0.843874763605799
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	fibroblast_ecm	99	4759	0.0208026896406808
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	immune_context	516	4759	0.108426139945367
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	inflammatory_caf	6	4759	0.00126076906913217
GSE245552	gse245552_Pt18_T2_working_qc_sparse_matrix	Pt18_T2	liver metastasis	pericyte_like	112	4759	0.0235343559571339
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	caf_activation	7	2793	0.0025062656641604
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	endothelial	144	2793	0.0515574650912997
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	epithelial_tumor	892	2793	0.31936985320444
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	fibroblast_ecm	647	2793	0.231650554958826
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	immune_context	1041	2793	0.372717508055854
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	inflammatory_caf	53	2793	0.0189760114572145
GSE245552	gse245552_Pt18_Z1_working_qc_sparse_matrix	Pt18_Z1	colon adjacent tissue	pericyte_like	9	2793	0.00322234156820623
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	caf_activation	5	5952	0.00084005376344086
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	endothelial	552	5952	0.092741935483871
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	epithelial_tumor	10	5952	0.00168010752688172
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	fibroblast_ecm	83	5952	0.0139448924731183
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	immune_context	5171	5952	0.868783602150538
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	inflammatory_caf	29	5952	0.00487231182795699
GSE245552	gse245552_Pt18_Z2_working_qc_sparse_matrix	Pt18_Z2	liver adjacent tissue	pericyte_like	102	5952	0.0171370967741935
