cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0	2.91406549847216e-183	1.24347925592171	0.972	0.603	7.18666833233205e-179	IL1B
0	5.40515146736806e-162	1.45618765684626	0.906	0.51	1.33301845488231e-157	NLRP3
0	1.02196909322839e-156	1.77649520574158	0.82	0.334	2.52038017771985e-152	CCL3L3
0	3.59580565104049e-155	0.958978363142201	0.969	0.75	8.86797589659606e-151	TNFAIP3
0	7.09579878932067e-153	0.664110529188715	0.994	0.913	1.74996589742226e-148	NFKBIA
0	1.93938680419154e-151	1.24132795266829	0.921	0.588	4.78291573649719e-147	NFKBIZ
0	6.40746483533563e-147	0.878753514274013	0.972	0.81	1.58020897769047e-142	BCL2A1
0	3.54177326613213e-142	1.34906286766579	0.87	0.474	8.73472122893507e-138	EREG
0	1.97069369982026e-135	0.729944908367631	0.974	0.842	4.86012480249674e-131	PPP1R15A
0	1.36314686394467e-133	1.49121896717103	0.823	0.47	3.36179279586035e-129	RBKS
0	6.01923829525032e-130	0.569552496804311	0.99	0.938	1.48446454837463e-125	PNRC1
0	1.13354585000404e-129	2.59723937026111	0.527	0.13	2.79555077527997e-125	DNAAF1
0	1.23543654027721e-127	1.12129805299469	0.914	0.565	3.04683359563165e-123	CXCL8
0	1.42352553602039e-126	1.41086456157829	0.84	0.437	3.51069867693347e-122	CCL3
0	3.48712931480037e-126	1.7417501091073	0.737	0.365	8.59995831616066e-122	THAP2
0	9.96878219622103e-121	1.09461511188841	0.89	0.572	2.45850106523203e-116	CXCL2
0	2.70012390923785e-120	1.8087114488406	0.677	0.243	6.65904558496239e-116	CCL20
0	5.13377050107503e-120	0.568668573342053	0.989	0.935	1.26609048097512e-115	SOD2
0	1.54487751833696e-118	1.5582654410125	0.768	0.361	3.80997693572262e-114	CCL4L2
0	1.89650013069375e-108	1.41276150448081	0.778	0.434	4.67714862231693e-104	CLEC4E
0	4.70602942677939e-106	1.10214812583045	0.893	0.509	1.16060097723233e-101	FCN1
0	2.28894279960607e-105	0.530957628948391	0.972	0.901	5.64499073238849e-101	ZFP36
0	5.73754845558219e-105	0.845159434739734	0.904	0.755	1.41499420011568e-100	SAMSN1
0	3.98262463734995e-101	0.684054551216016	0.934	0.798	9.82194888063246e-97	IER3
0	1.1195588938828e-98	0.516416825437277	0.974	0.934	2.76105614409376e-94	PLAUR
