clean_cluster	value	N	fraction
0	core_retained_singlet	1252	0.957918898240245
0	batch_sensitive_retained_singlet	53	0.0405508798775823
0	doublet_sensitive_retained_singlet	2	0.00153022188217292
1	batch_sensitive_retained_singlet	1139	0.981896551724138
1	core_retained_singlet	16	0.0137931034482759
1	doublet_sensitive_retained_singlet	5	0.00431034482758621
10	batch_sensitive_retained_singlet	531	0.985157699443414
10	core_retained_singlet	8	0.0148423005565863
11	batch_sensitive_retained_singlet	386	0.994845360824742
11	core_retained_singlet	2	0.00515463917525773
12	core_retained_singlet	193	0.98974358974359
12	batch_sensitive_retained_singlet	2	0.0102564102564103
13	core_retained_singlet	103	0.980952380952381
13	batch_sensitive_retained_singlet	2	0.0190476190476191
14	batch_sensitive_retained_singlet	48	0.979591836734694
14	core_retained_singlet	1	0.0204081632653061
2	batch_sensitive_retained_singlet	1043	0.969330855018587
2	core_retained_singlet	17	0.0157992565055762
2	doublet_sensitive_retained_singlet	16	0.0148698884758364
3	batch_sensitive_retained_singlet	1049	0.982209737827715
3	core_retained_singlet	19	0.0177902621722846
4	batch_sensitive_retained_singlet	997	0.980334316617503
4	core_retained_singlet	20	0.0196656833824975
5	core_retained_singlet	723	0.946335078534031
5	batch_sensitive_retained_singlet	36	0.0471204188481675
5	doublet_sensitive_retained_singlet	5	0.00654450261780105
6	core_retained_singlet	574	0.984562607204117
6	batch_sensitive_retained_singlet	9	0.0154373927958834
7	batch_sensitive_retained_singlet	579	1
8	core_retained_singlet	538	0.947183098591549
8	batch_sensitive_retained_singlet	30	0.0528169014084507
9	doublet_sensitive_retained_singlet	516	0.953789279112754
9	batch_sensitive_retained_singlet	13	0.0240295748613678
9	core_retained_singlet	12	0.022181146025878
