cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
3	2.46133960455537e-84	1.19883536072038	0.537	0.278	6.07015573275445e-80	TNFSF10
3	2.30268324231127e-83	0.46386763271837	0.919	0.795	5.67887741218806e-79	CORO1A
3	2.33723639710373e-83	0.91574354842661	0.683	0.447	5.76409240253722e-79	NUP214
3	6.45326605497605e-83	0.771528611023534	0.774	0.543	1.59150447447819e-78	JAML
3	2.12784994121217e-82	0.846849005475903	0.707	0.467	5.24770352501747e-78	LGALS2
3	1.16233707639412e-81	1.21279086552179	0.52	0.267	2.86655569780318e-77	LRRK2
3	1.06319350488578e-79	1.38142282868083	0.449	0.212	2.62204782174931e-75	GIMAP1
3	1.53113224329248e-78	1.40170419516391	0.416	0.184	3.77607833840791e-74	NLRP1
3	9.01420426995233e-78	0.346186709694829	0.967	0.914	2.22308305705564e-73	RPS26
3	9.21217803721255e-78	0.581616487483212	0.917	0.678	2.27190734753736e-73	VCAN
3	4.04343457300327e-74	1.80292126472074	0.271	0.09	9.97191834394066e-70	SLC24A4
3	1.1342515032509e-71	0.506659857561576	0.813	0.693	2.79729105731737e-67	SAMHD1
3	2.05419816247221e-70	0.350514718856237	0.97	0.887	5.06606350828896e-66	FOS
3	2.26991864636818e-70	0.299861706066409	0.975	0.917	5.59807336567321e-66	ITGB2
3	1.12641412805003e-68	0.711194478182367	0.73	0.56	2.77796252259697e-64	C4orf48
3	1.69523520561178e-68	0.529756270745493	0.864	0.714	4.18078906407977e-64	CSTA
3	1.66511239184158e-67	0.367020343775607	0.913	0.833	4.10650018075972e-63	TYMP
3	1.68740278168753e-66	0.280752055934456	0.999	0.951	4.16147274019779e-62	S100A6
3	4.12835354323033e-66	0.271259664067379	1	0.956	1.01813455083146e-61	LYZ
3	2.24129090295614e-65	0.374383284971019	0.931	0.848	5.52747162487044e-61	TKT
3	2.9881393048749e-65	0.314957616597423	0.97	0.908	7.36934915368249e-61	TSPO
3	3.83883656237211e-65	0.895581969496556	0.621	0.413	9.46733873012209e-61	RCSD1
3	4.30560918379497e-65	0.289439636487499	0.996	0.941	1.06184933690752e-60	S100A4
3	1.27298522271335e-64	1.09920120123114	0.523	0.318	3.13943615625566e-60	RAB11FIP1
3	2.9268830368248e-63	0.340787898065042	0.957	0.887	7.21827894541732e-59	LST1
3	2.52076780639507e-62	0.660662247991202	0.733	0.553	6.21671756413152e-58	MPEG1
4	0	5.04184109358717	0.268	0.008	0	AGRP
4	0	4.49747715091209	0.255	0.01	0	NT5E
4	0	4.30770217040511	0.324	0.015	0	DEFB1
4	0	4.19910611438428	0.669	0.035	0	ANGPTL4
4	0	3.91534603097589	0.354	0.024	0	ENO2
4	0	3.51761774616756	0.384	0.036	0	CST6
4	0	3.39259035872416	0.864	0.09	0	SPP1
4	0	3.38636607643706	0.462	0.037	0	SERPINE1
4	0	3.2972409191492	0.514	0.05	0	TNS1
4	0	3.20744932707184	0.362	0.038	0	NMB
4	0	3.20355062769743	0.421	0.041	0	SLAMF9
4	0	3.02341696077461	0.484	0.057	0	PPARG
4	0	2.99756077488239	0.362	0.035	0	AK4
4	0	2.67192511510677	0.676	0.108	0	CLEC5A
4	0	2.53759129697145	0.521	0.078	0	TNFSF14
4	0	2.37204651276743	0.551	0.101	0	SDC2
4	0	2.30624967035952	0.863	0.181	0	GPNMB
4	0	2.20947199909846	0.802	0.19	0	CD9
4	0	2.1773898713262	0.642	0.12	0	EMP1
4	0	2.02873904504855	0.828	0.223	0	ERO1A
4	0	1.97304756416688	0.736	0.174	0	TGM2
4	0	1.78122229031795	0.923	0.357	0	FBP1
4	2.38161602479205e-306	2.51391089137412	0.465	0.071	5.87354144034216e-302	INHBA
4	3.26838648498106e-306	1.45086499277276	0.957	0.398	8.0604947492603e-302	ALOX5AP
4	8.31230848553419e-304	1.73102071352374	0.819	0.245	2.04998151870244e-299	CD82
4	8.55944914291423e-297	1.89778976655981	0.708	0.188	2.11093134762551e-292	APOC1
4	1.67471389539591e-279	2.94887455274622	0.338	0.038	4.13017940882538e-275	TM4SF19
4	1.56426288830168e-275	2.18317735048617	0.579	0.133	3.8577851351296e-271	ABCG1
