annotation	N	fraction
Intron (ENST00000369005.6/10579, intron 3 of 22)	2	6.23849776973705e-05
Exon (ENST00000623048.1/ENST00000623048.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000496043.5/5792, intron 4 of 4)	2	6.23849776973705e-05
Exon (ENST00000512859.1/ENST00000512859.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000676423.1/23321, intron 1 of 11)	2	6.23849776973705e-05
Exon (ENST00000570002.3/ENST00000570002.3, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000513329.2/ENST00000513329.2, intron 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000658931.1/ENST00000658931.1, exon 2 of 2)	2	6.23849776973705e-05
Exon (ENST00000610372.4/129049, exon 18 of 25)	2	6.23849776973705e-05
Exon (ENST00000322357.9/51341, exon 2 of 3)	2	6.23849776973705e-05
Exon (ENST00000610279.1/ENST00000610279.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000407559.8/55112, intron 1 of 24)	2	6.23849776973705e-05
Exon (ENST00000571332.5/284009, exon 3 of 3)	2	6.23849776973705e-05
Exon (ENST00000613771.1/ENST00000613771.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000700610.1/10204, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000353383.6/10743, intron 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000670458.1/124903245, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000668183.1/105370169, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000404666.6/7447, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000371947.7/55328, intron 4 of 6)	2	6.23849776973705e-05
Intron (ENST00000648482.1/168507, intron 7 of 7)	2	6.23849776973705e-05
Intron (ENST00000682017.1/23348, intron 45 of 52)	2	6.23849776973705e-05
Intron (ENST00000645237.2/10257, intron 19 of 30)	2	6.23849776973705e-05
Intron (ENST00000335681.10/4862, intron 1 of 20)	2	6.23849776973705e-05
Intron (ENST00000261405.10/7450, intron 6 of 51)	2	6.23849776973705e-05
Intron (ENST00000628131.2/100874241, intron 2 of 5)	2	6.23849776973705e-05
Intron (ENST00000715699.1/100874173, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000396373.9/2120, intron 1 of 7)	2	6.23849776973705e-05
Intron (ENST00000343958.9/55785, intron 14 of 20)	2	6.23849776973705e-05
Intron (ENST00000665637.1/9771, intron 1 of 25)	2	6.23849776973705e-05
Intron (ENST00000419735.8/222255, intron 4 of 11)	2	6.23849776973705e-05
Intron (ENST00000648514.1/ENST00000648514.1, intron 6 of 6)	2	6.23849776973705e-05
Intron (ENST00000645057.1/9682, intron 16 of 25)	2	6.23849776973705e-05
Intron (ENST00000267328.5/55647, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000604624.6/3778, intron 4 of 27)	2	6.23849776973705e-05
Intron (ENST00000509479.6/55534, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000639998.1/107986770, intron 3 of 7)	2	6.23849776973705e-05
Intron (ENST00000668834.1/105375903, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000648171.1/594842, intron 6 of 8)	2	6.23849776973705e-05
Intron (ENST00000563635.5/4008, intron 9 of 14)	2	6.23849776973705e-05
Intron (ENST00000265136.12/23242, intron 1 of 12)	2	6.23849776973705e-05
Intron (ENST00000376462.5/56243, intron 7 of 18)	2	6.23849776973705e-05
Intron (ENST00000361669.7/2913, intron 4 of 5)	2	6.23849776973705e-05
Intron (ENST00000644129.1/105377923, intron 3 of 3)	2	6.23849776973705e-05
Exon (ENST00000566572.1/ENST00000566572.1, exon 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000671701.1/54536, intron 2 of 22)	2	6.23849776973705e-05
Intron (ENST00000284637.14/57630, intron 2 of 11)	2	6.23849776973705e-05
Intron (ENST00000389413.7/5799, intron 1 of 21)	2	6.23849776973705e-05
Intron (ENST00000504564.1/55100, intron 10 of 11)	2	6.23849776973705e-05
Intron (ENST00000685093.1/105369896, intron 2 of 9)	2	6.23849776973705e-05
Intron (ENST00000224337.10/29760, intron 1 of 16)	2	6.23849776973705e-05
Intron (ENST00000637125.1/283349, intron 2 of 5)	2	6.23849776973705e-05
Intron (ENST00000692740.1/124907909, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000393330.6/7103, intron 4 of 11)	2	6.23849776973705e-05
Intron (ENST00000535902.6/54682, intron 3 of 3)	2	6.23849776973705e-05
Intron (ENST00000314565.9/118426, intron 3 of 3)	2	6.23849776973705e-05
Intron (ENST00000442865.1/646762, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000434826.3/152940, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000681060.1/402569, intron 1 of 10)	2	6.23849776973705e-05
Intron (ENST00000471578.5/149111, intron 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000650928.1/149837, intron 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000461440.5/26136, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000310758.9/9844, intron 16 of 21)	2	6.23849776973705e-05
Intron (ENST00000389617.9/727936, intron 6 of 6)	2	6.23849776973705e-05
Intron (ENST00000547590.1/105369791, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000639601.1/3778, intron 1 of 27)	2	6.23849776973705e-05
Intron (ENST00000560484.1/105370777, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000651503.2/2122, intron 2 of 16)	2	6.23849776973705e-05
Intron (ENST00000228705.7/57460, intron 5 of 9)	2	6.23849776973705e-05
Intron (ENST00000527636.7/7003, intron 3 of 12)	2	6.23849776973705e-05
Intron (ENST00000654751.1/101928114, intron 3 of 5)	2	6.23849776973705e-05
Intron (ENST00000354655.9/51703, intron 1 of 20)	2	6.23849776973705e-05
Intron (ENST00000437181.2/101927502, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000661576.1/ENST00000661576.1, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000415049.5/2820, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000374566.8/54566, intron 1 of 25)	2	6.23849776973705e-05
Intron (ENST00000457734.7/5357, intron 1 of 15)	2	6.23849776973705e-05
Intron (ENST00000674732.1/286183, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000396373.9/2120, intron 5 of 7)	2	6.23849776973705e-05
Intron (ENST00000715295.1/3655, intron 2 of 27)	2	6.23849776973705e-05
Intron (ENST00000267853.10/100820829, intron 2 of 12)	2	6.23849776973705e-05
Intron (ENST00000397501.5/2185, intron 6 of 35)	2	6.23849776973705e-05
Exon (ENST00000655104.1/101927880, exon 4 of 4)	2	6.23849776973705e-05
Intron (ENST00000318906.6/128061, intron 2 of 5)	2	6.23849776973705e-05
Intron (ENST00000656056.1/105372666, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000648908.2/5205, intron 1 of 27)	2	6.23849776973705e-05
Intron (ENST00000439084.5/26010, intron 2 of 4)	2	6.23849776973705e-05
Intron (ENST00000389413.7/5799, intron 2 of 21)	2	6.23849776973705e-05
Intron (ENST00000382199.7/10644, intron 2 of 15)	2	6.23849776973705e-05
Intron (ENST00000358431.8/85379, intron 1 of 12)	2	6.23849776973705e-05
Intron (ENST00000298832.14/23093, intron 28 of 31)	2	6.23849776973705e-05
Intron (ENST00000599715.1/1087, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000417746.6/90865, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000637583.1/ENST00000637583.1, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000651223.1/ENST00000651223.1, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000487915.6/102724945, intron 4 of 5)	2	6.23849776973705e-05
Intron (ENST00000307439.10/166824, intron 2 of 10)	2	6.23849776973705e-05
Intron (ENST00000265734.8/1021, intron 4 of 7)	2	6.23849776973705e-05
Intron (ENST00000555775.5/79446, intron 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000260723.6/118663, intron 10 of 15)	2	6.23849776973705e-05
Intron (ENST00000583841.1/100506779, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000531744.5/6392, intron 3 of 5)	2	6.23849776973705e-05
Intron (ENST00000673621.2/22906, intron 4 of 16)	2	6.23849776973705e-05
Exon (ENST00000585999.1/ENST00000585999.1, exon 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000532179.5/9645, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000635799.1/101929378, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000366872.10/388743, intron 2 of 20)	2	6.23849776973705e-05
Intron (ENST00000288670.14/114793, intron 1 of 25)	2	6.23849776973705e-05
Intron (ENST00000670008.1/101929567, intron 3 of 3)	2	6.23849776973705e-05
Exon (ENST00000599979.5/105378552, exon 5 of 5)	2	6.23849776973705e-05
Intron (ENST00000288235.9/4643, intron 1 of 27)	2	6.23849776973705e-05
Intron (ENST00000445873.5/100038246, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000698202.1/79840, intron 5 of 8)	2	6.23849776973705e-05
Intron (ENST00000397601.5/10150, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000434748.2/57666, intron 2 of 16)	2	6.23849776973705e-05
Intron (ENST00000656157.1/ENST00000656157.1, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000376873.7/9071, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000307340.8/7399, intron 69 of 71)	2	6.23849776973705e-05
Intron (ENST00000420696.7/5087, intron 2 of 8)	2	6.23849776973705e-05
Intron (ENST00000657010.1/100652791, intron 4 of 4)	2	6.23849776973705e-05
Intron (ENST00000333274.11/1946, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000393240.7/6857, intron 10 of 11)	2	6.23849776973705e-05
Intron (ENST00000441185.6/105374219, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000400345.8/23327, intron 1 of 30)	2	6.23849776973705e-05
Intron (ENST00000261381.7/64131, intron 2 of 11)	2	6.23849776973705e-05
Intron (ENST00000666247.1/253264, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000536666.1/100506393, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000379725.5/27290, intron 2 of 4)	2	6.23849776973705e-05
Intron (ENST00000337147.11/7430, intron 7 of 12)	2	6.23849776973705e-05
Intron (ENST00000652536.2/5550, intron 5 of 14)	2	6.23849776973705e-05
Intron (ENST00000637579.1/253461, intron 6 of 6)	2	6.23849776973705e-05
Intron (ENST00000622583.4/100130987, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000661689.2/107986742, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000564878.5/84501, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000508593.6/323, intron 10 of 17)	2	6.23849776973705e-05
Intron (ENST00000454499.6/7113, intron 2 of 14)	2	6.23849776973705e-05
Intron (ENST00000546840.3/217, intron 2 of 7)	2	6.23849776973705e-05
Intron (ENST00000652598.1/105376286, intron 4 of 6)	2	6.23849776973705e-05
Intron (ENST00000335325.9/84937, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000342745.5/9766, intron 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000567351.5/100529145, intron 3 of 8)	2	6.23849776973705e-05
Exon (ENST00000364654.1/ENST00000364654.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000581078.1/79637, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000424082.6/9649, intron 4 of 17)	2	6.23849776973705e-05
Intron (ENST00000699598.1/1080, intron 11 of 28)	2	6.23849776973705e-05
Intron (ENST00000638452.2/10111, intron 3 of 26)	2	6.23849776973705e-05
Intron (ENST00000368594.8/3632, intron 1 of 15)	2	6.23849776973705e-05
Intron (ENST00000557752.1/57156, intron 2 of 5)	2	6.23849776973705e-05
Intron (ENST00000366882.7/10846, intron 1 of 19)	2	6.23849776973705e-05
Intron (ENST00000444074.3/79783, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000302334.3/8419, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000484822.1/6256, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000375715.5/4920, intron 2 of 12)	2	6.23849776973705e-05
Intron (ENST00000369774.9/9644, intron 5 of 14)	2	6.23849776973705e-05
Intron (ENST00000274625.6/8817, intron 3 of 4)	2	6.23849776973705e-05
Intron (ENST00000479335.5/5890, intron 9 of 11)	2	6.23849776973705e-05
Intron (ENST00000557778.1/105370676, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000286548.9/2776, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000595535.5/57731, intron 20 of 26)	2	6.23849776973705e-05
Intron (ENST00000623236.1/ENST00000623236.1, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000262428.5/23406, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000321280.11/10458, intron 1 of 13)	2	6.23849776973705e-05
Intron (ENST00000264968.7/11320, intron 1 of 14)	2	6.23849776973705e-05
Intron (ENST00000507116.6/5144, intron 1 of 14)	2	6.23849776973705e-05
Intron (ENST00000638419.1/2900, intron 1 of 20)	2	6.23849776973705e-05
Intron (ENST00000317173.9/4482, intron 5 of 5)	2	6.23849776973705e-05
Intron (ENST00000328965.9/220323, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000639870.1/ENST00000639870.1, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000366523.6/84288, intron 3 of 7)	2	6.23849776973705e-05
Intron (ENST00000644246.1/ENST00000644246.1, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000236914.7/2494, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000359676.9/140688, intron 2 of 7)	2	6.23849776973705e-05
Intron (ENST00000663870.1/220980, intron 2 of 4)	2	6.23849776973705e-05
Intron (ENST00000587566.5/57787, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000375715.5/4920, intron 1 of 12)	2	6.23849776973705e-05
Intron (ENST00000302274.8/79071, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000637215.1/10659, intron 3 of 14)	2	6.23849776973705e-05
Intron (ENST00000612630.4/29128, intron 2 of 16)	2	6.23849776973705e-05
Exon (ENST00000673408.1/ENST00000673408.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000646670.1/100750225, intron 5 of 6)	1	3.11924888486852e-05
Exon (ENST00000505156.2/100859921, exon 10 of 14)	1	3.11924888486852e-05
Intron (ENST00000509580.2/90249, intron 1 of 15)	1	3.11924888486852e-05
Intron (ENST00000619747.1/55353, intron 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000419625.6/312, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000485228.1/23080, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000664963.1/102723446, exon 2 of 5)	1	3.11924888486852e-05
Exon (ENST00000524198.1/ENST00000524198.1, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000361297.7/23139, intron 5 of 28)	1	3.11924888486852e-05
Intron (ENST00000268613.14/1012, intron 5 of 14)	1	3.11924888486852e-05
Exon (ENST00000520606.1/ENST00000520606.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000259727.5/2766, exon 6 of 9)	1	3.11924888486852e-05
Exon (ENST00000566733.3/ENST00000566733.3, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000361475.7/7052, exon 7 of 13)	1	3.11924888486852e-05
Intron (ENST00000378814.9/63971, intron 4 of 37)	1	3.11924888486852e-05
Intron (ENST00000314393.6/22882, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000277165.11/23196, intron 1 of 17)	1	3.11924888486852e-05
Exon (ENST00000431782.1/ENST00000431782.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000398599.8/1048, exon 3 of 10)	1	3.11924888486852e-05
Exon (ENST00000524074.1/5201, exon 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000508798.5/10098, intron 1 of 7)	1	3.11924888486852e-05
Exon (ENST00000613361.1/ENST00000613361.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000400331.10/346389, intron 1 of 6)	1	3.11924888486852e-05
Exon (ENST00000373095.6/399665, exon 2 of 11)	1	3.11924888486852e-05
Intron (ENST00000219746.14/27324, intron 1 of 6)	1	3.11924888486852e-05
Exon (ENST00000478917.1/64855, exon 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000517956.5/114907, intron 4 of 8)	1	3.11924888486852e-05
Intron (ENST00000360578.7/11076, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000653847.1/ENST00000653847.1, exon 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000373129.7/83931, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000585847.6/81671, intron 9 of 10)	1	3.11924888486852e-05
Intron (ENST00000350221.4/161835, intron 10 of 11)	1	3.11924888486852e-05
Exon (ENST00000413723.1/ENST00000413723.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000657512.1/ENST00000657512.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000598758.5/7040, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000581811.2/ENST00000581811.2, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000687258.2/ENST00000687258.2, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000438115.7/100507006, exon 4 of 8)	1	3.11924888486852e-05
Exon (ENST00000600765.1/ENST00000600765.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000396009.7/4773, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000624348.1/ENST00000624348.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000454149.2/ENST00000454149.2, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000329654.8/5142, intron 8 of 16)	1	3.11924888486852e-05
Intron (ENST00000046794.10/3937, intron 3 of 20)	1	3.11924888486852e-05
Exon (ENST00000691408.1/ENST00000691408.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000701637.1/ENST00000701637.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000400566.6/64092, intron 1 of 7)	1	3.11924888486852e-05
Exon (ENST00000624318.1/ENST00000624318.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000668154.1/ENST00000668154.1, exon 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000654950.1/105373110, exon 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000367602.8/5768, exon 2 of 12)	1	3.11924888486852e-05
Exon (ENST00000569373.1/ENST00000569373.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000281129.7/145508, intron 1 of 23)	1	3.11924888486852e-05
Exon (ENST00000396863.8/4605, exon 3 of 13)	1	3.11924888486852e-05
Intron (ENST00000683941.1/3455, intron 1 of 8)	1	3.11924888486852e-05
Exon (ENST00000623502.1/196913, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000691003.1/401577, intron 8 of 8)	1	3.11924888486852e-05
Intron (ENST00000497432.5/105373712, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000648716.1/101928448, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000254325.9/5989, intron 2 of 20)	1	3.11924888486852e-05
Intron (ENST00000674770.2/51321, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000334512.10/57178, intron 8 of 24)	1	3.11924888486852e-05
Exon (ENST00000521101.1/ENST00000521101.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000526025.2/960, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000392668.8/2113, intron 3 of 9)	1	3.11924888486852e-05
Exon (ENST00000701183.1/ENST00000701183.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000257749.9/60468, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000404621.5/9612, intron 7 of 46)	1	3.11924888486852e-05
Exon (ENST00000648708.1/ENST00000648708.1, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000473757.5/101752399, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000502295.1/51523, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000367545.8/7402, intron 2 of 74)	1	3.11924888486852e-05
Intron (ENST00000296657.7/651746, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000224721.12/64072, exon 31 of 70)	1	3.11924888486852e-05
Intron (ENST00000680239.1/3064, intron 1 of 66)	1	3.11924888486852e-05
Intron (ENST00000507116.6/5144, intron 5 of 14)	1	3.11924888486852e-05
Exon (ENST00000559518.1/ENST00000559518.1, exon 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000622936.1/ENST00000622936.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000648837.1/ENST00000648837.1, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000611178.1/ENST00000611178.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000693303.1/10283, intron 12 of 12)	1	3.11924888486852e-05
Exon (ENST00000675590.1/57291, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000703580.1/284889, intron 3 of 3)	1	3.11924888486852e-05
Exon (ENST00000470786.3/ENST00000470786.3, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000596267.1/ENST00000596267.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000636161.1/ENST00000636161.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000580422.1/ENST00000580422.1, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000471477.1/1306, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000294489.10/10630, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000589826.1/ENST00000589826.1, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000588996.1/ENST00000588996.1, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000507866.6/57537, intron 1 of 26)	1	3.11924888486852e-05
Intron (ENST00000318410.12/9897, intron 9 of 28)	1	3.11924888486852e-05
Intron (ENST00000358763.7/8224, intron 6 of 13)	1	3.11924888486852e-05
Intron (ENST00000669419.1/101927896, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000393934.7/257068, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000520096.5/642924, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000679896.1/91522, intron 2 of 27)	1	3.11924888486852e-05
Intron (ENST00000532425.6/79796, intron 3 of 5)	1	3.11924888486852e-05
Exon (ENST00000527712.2/100128239, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000566151.1/83716, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000313766.6/56975, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000372348.9/25, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000379789.8/5209, intron 1 of 14)	1	3.11924888486852e-05
Intron (ENST00000251582.12/9509, intron 3 of 21)	1	3.11924888486852e-05
Exon (ENST00000341048.9/79722, exon 4 of 12)	1	3.11924888486852e-05
Intron (ENST00000402984.7/2192, intron 14 of 15)	1	3.11924888486852e-05
Intron (ENST00000667305.1/5820, intron 6 of 8)	1	3.11924888486852e-05
Intron (ENST00000304685.8/23179, intron 1 of 18)	1	3.11924888486852e-05
Intron (ENST00000389902.8/54476, intron 15 of 16)	1	3.11924888486852e-05
Intron (ENST00000612363.2/117581, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000589070.1/10801, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000590015.5/102724684, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000657445.1/105374060, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000664622.1/285419, intron 5 of 8)	1	3.11924888486852e-05
Intron (ENST00000710812.1/84909, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000424082.6/9649, intron 11 of 17)	1	3.11924888486852e-05
Intron (ENST00000295902.11/166336, intron 2 of 8)	1	3.11924888486852e-05
Exon (ENST00000517018.1/ENST00000517018.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000490856.5/ENST00000490856.5, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000263635.8/85461, intron 19 of 26)	1	3.11924888486852e-05
Intron (ENST00000275884.10/27147, intron 1 of 18)	1	3.11924888486852e-05
Intron (ENST00000328668.8/340075, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000181796.7/83641, intron 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000589723.1/284240, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000502344.5/101929095, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000404621.5/9612, intron 1 of 46)	1	3.11924888486852e-05
Intron (ENST00000665500.1/ENST00000665500.1, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000685211.1/89796, intron 1 of 33)	1	3.11924888486852e-05
Intron (ENST00000433684.6/101927640, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000379504.8/146691, intron 7 of 14)	1	3.11924888486852e-05
Exon (ENST00000715610.1/101926925, exon 12 of 14)	1	3.11924888486852e-05
Intron (ENST00000583662.1/ENST00000583662.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000545524.5/107984497, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000650445.2/124900255, intron 6 of 7)	1	3.11924888486852e-05
Intron (ENST00000261978.9/4053, intron 3 of 35)	1	3.11924888486852e-05
Intron (ENST00000375406.2/81569, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000445912.5/2006, intron 1 of 31)	1	3.11924888486852e-05
Intron (ENST00000263377.6/23476, intron 11 of 19)	1	3.11924888486852e-05
Intron (ENST00000374012.8/51230, intron 9 of 17)	1	3.11924888486852e-05
Intron (ENST00000539277.6/83857, intron 9 of 17)	1	3.11924888486852e-05
Intron (ENST00000322349.13/8411, intron 1 of 28)	1	3.11924888486852e-05
Intron (ENST00000371817.8/1289, intron 9 of 65)	1	3.11924888486852e-05
Intron (ENST00000295666.6/3490, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000519692.1/100507156, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000698309.1/400456, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000438447.2/23037, intron 6 of 24)	1	3.11924888486852e-05
Intron (ENST00000526408.1/390110, intron 4 of 6)	1	3.11924888486852e-05
Intron (ENST00000395601.7/6641, intron 3 of 7)	1	3.11924888486852e-05
Intron (ENST00000448841.7/54838, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000514988.1/ENST00000514988.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000629291.2/ENST00000629291.2, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000666857.1/101928331, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000566108.2/27327, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000265909.9/399979, intron 8 of 10)	1	3.11924888486852e-05
Intron (ENST00000264731.8/8626, intron 1 of 13)	1	3.11924888486852e-05
Intron (ENST00000360265.9/60312, intron 7 of 15)	1	3.11924888486852e-05
Intron (ENST00000360089.8/55243, intron 1 of 12)	1	3.11924888486852e-05
Intron (ENST00000523502.1/ENST00000523502.1, intron 1 of 2)	1	3.11924888486852e-05
