annotation	N	fraction
Intron (ENST00000235307.7/81563, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000371927.7/57559, intron 1 of 10)	1	3.11924888486852e-05
Exon (ENST00000443866.2/728763, exon 30 of 32)	1	3.11924888486852e-05
Intron (ENST00000316399.10/55553, intron 12 of 14)	1	3.11924888486852e-05
Intron (ENST00000300176.9/3268, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000676095.2/ENST00000676095.2, intron 3 of 8)	1	3.11924888486852e-05
Exon (ENST00000367278.8/59352, exon 4 of 18)	1	3.11924888486852e-05
Exon (ENST00000500636.2/ENST00000500636.2, exon 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000220244.7/57214, intron 1 of 28)	1	3.11924888486852e-05
Intron (ENST00000524419.5/143458, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000654950.1/105373110, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000692486.2/ENST00000692486.2, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000671401.1/ENST00000671401.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000676532.1/84448, intron 2 of 20)	1	3.11924888486852e-05
Exon (ENST00000533253.1/102724301, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000676595.2/55289, intron 16 of 18)	1	3.11924888486852e-05
Exon (ENST00000474561.1/ENST00000474561.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000261381.7/64131, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000356711.7/23026, intron 16 of 34)	1	3.11924888486852e-05
Intron (ENST00000265734.8/1021, intron 5 of 7)	1	3.11924888486852e-05
Intron (ENST00000361475.7/7052, intron 3 of 12)	1	3.11924888486852e-05
Intron (ENST00000612684.4/27314, intron 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000562716.1/ENST00000562716.1, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000056233.4/9603, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000490159.1/8460, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000483271.1/163882, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000707132.1/351, intron 16 of 16)	1	3.11924888486852e-05
Intron (ENST00000313367.7/26031, intron 1 of 22)	1	3.11924888486852e-05
Intron (ENST00000393179.8/282809, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000505627.2/ENST00000505627.2, exon 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000524041.1/6534, exon 15 of 16)	1	3.11924888486852e-05
Intron (ENST00000535206.5/2683, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000383703.3/26018, intron 1 of 19)	1	3.11924888486852e-05
Exon (ENST00000582196.1/124903967, exon 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000412689.5/84164, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000367097.8/56995, intron 6 of 13)	1	3.11924888486852e-05
Intron (ENST00000296129.6/64866, intron 1 of 8)	1	3.11924888486852e-05
Exon (ENST00000682011.1/107986082, exon 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000407351.5/63892, intron 13 of 22)	1	3.11924888486852e-05
Exon (ENST00000653887.1/100506860, exon 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000373095.6/399665, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000405460.9/84059, intron 89 of 89)	1	3.11924888486852e-05
Exon (ENST00000565401.2/ENST00000565401.2, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000392745.8/7187, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000269033.7/85464, intron 2 of 14)	1	3.11924888486852e-05
Intron (ENST00000715416.1/100499467, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000652878.1/29798, intron 1 of 5)	1	3.11924888486852e-05
Exon (ENST00000561567.1/ENST00000561567.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000702756.1/ENST00000702756.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000616178.4/26999, exon 31 of 32)	1	3.11924888486852e-05
Intron (ENST00000680309.1/56829, intron 1 of 12)	1	3.11924888486852e-05
Intron (ENST00000414563.6/79683, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000700105.1/919, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000461783.7/26230, intron 17 of 28)	1	3.11924888486852e-05
Intron (ENST00000660399.1/154092, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000648114.1/9922, intron 2 of 15)	1	3.11924888486852e-05
Intron (ENST00000280527.7/51232, intron 2 of 16)	1	3.11924888486852e-05
Intron (ENST00000367463.5/10090, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000427025.6/57224, intron 1 of 6)	1	3.11924888486852e-05
Exon (ENST00000288235.9/4643, exon 4 of 28)	1	3.11924888486852e-05
Exon (ENST00000431130.2/ENST00000431130.2, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000533871.8/22997, intron 12 of 19)	1	3.11924888486852e-05
Exon (ENST00000257408.5/152831, exon 4 of 5)	1	3.11924888486852e-05
Exon (ENST00000686788.1/105373960, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000361673.4/115701, intron 4 of 12)	1	3.11924888486852e-05
Intron (ENST00000281821.7/2043, intron 3 of 17)	1	3.11924888486852e-05
Intron (ENST00000667274.1/100507103, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000691818.1/ENST00000691818.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000586698.1/105372288, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000274695.8/54901, intron 5 of 15)	1	3.11924888486852e-05
Intron (ENST00000625278.3/107987295, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000301015.14/9780, intron 1 of 50)	1	3.11924888486852e-05
Exon (ENST00000442017.1/ENST00000442017.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000325599.13/55164, intron 6 of 10)	1	3.11924888486852e-05
Intron (ENST00000262994.9/2549, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000511664.6/817, exon 6 of 21)	1	3.11924888486852e-05
Intron (ENST00000641206.2/463, intron 8 of 17)	1	3.11924888486852e-05
Intron (ENST00000372891.7/11142, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000253506.9/4772, intron 6 of 9)	1	3.11924888486852e-05
Exon (ENST00000368972.7/84071, exon 7 of 17)	1	3.11924888486852e-05
Exon (ENST00000640749.1/ENST00000640749.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000523627.1/124901908, intron 4 of 4)	1	3.11924888486852e-05
Exon (ENST00000612024.1/ENST00000612024.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000263980.8/6548, intron 2 of 11)	1	3.11924888486852e-05
Intron (ENST00000379415.6/84830, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000617914.1/ENST00000617914.1, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000669664.1/104326055, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000370501.4/4923, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000467590.1/107985656, intron 3 of 4)	1	3.11924888486852e-05
Exon (ENST00000555736.1/ENST00000555736.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000557978.6/80714, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000615947.1/124903162, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000522684.5/5747, intron 13 of 31)	1	3.11924888486852e-05
Exon (ENST00000689936.2/6261, exon 57 of 105)	1	3.11924888486852e-05
Intron (ENST00000391854.7/2786, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000715277.1/ENST00000715277.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000650292.1/ENST00000650292.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000368594.8/3632, intron 12 of 15)	1	3.11924888486852e-05
Intron (ENST00000525166.6/120114, intron 4 of 27)	1	3.11924888486852e-05
Intron (ENST00000235307.7/81563, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000652038.1/ENST00000652038.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000393597.7/5029, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000409359.7/50649, intron 1 of 13)	1	3.11924888486852e-05
Exon (ENST00000397763.6/1292, exon 23 of 28)	1	3.11924888486852e-05
Intron (ENST00000511072.5/63976, intron 1 of 15)	1	3.11924888486852e-05
Intron (ENST00000482119.6/2736, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000422113.7/121256, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000524240.6/2675, intron 3 of 8)	1	3.11924888486852e-05
Intron (ENST00000490035.7/4045, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000647843.1/105375894, intron 2 of 8)	1	3.11924888486852e-05
Intron (ENST00000203664.10/78990, intron 2 of 5)	1	3.11924888486852e-05
Exon (ENST00000622750.1/ENST00000622750.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000401542.3/100506049, intron 5 of 8)	1	3.11924888486852e-05
Exon (ENST00000457224.1/ENST00000457224.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000624272.3/100996485, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000361132.9/255426, intron 6 of 13)	1	3.11924888486852e-05
Intron (ENST00000261275.5/23359, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000629145.1/101669767, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000540654.5/9356, intron 9 of 9)	1	3.11924888486852e-05
Intron (ENST00000561123.2/105370906, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000590371.5/753, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000472788.6/200959, intron 9 of 9)	1	3.11924888486852e-05
Intron (ENST00000336769.9/25817, intron 3 of 3)	1	3.11924888486852e-05
Exon (ENST00000507866.6/57537, exon 9 of 27)	1	3.11924888486852e-05
Exon (ENST00000278742.6/6768, exon 8 of 19)	1	3.11924888486852e-05
Intron (ENST00000264930.10/10723, intron 21 of 23)	1	3.11924888486852e-05
Intron (ENST00000670373.1/ENST00000670373.1, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000554199.2/ENST00000554199.2, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000258104.8/8291, exon 22 of 55)	1	3.11924888486852e-05
Intron (ENST00000438447.2/23037, intron 1 of 24)	1	3.11924888486852e-05
Exon (ENST00000332312.4/90187, exon 4 of 4)	1	3.11924888486852e-05
Exon (ENST00000603219.1/ENST00000603219.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000636578.2/114515518, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000355585.9/8871, intron 5 of 26)	1	3.11924888486852e-05
Intron (ENST00000506970.2/3166, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000654191.1/124902439, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000647791.1/105378557, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000597933.5/51599, exon 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000461783.7/26230, intron 4 of 28)	1	3.11924888486852e-05
Intron (ENST00000303045.11/169044, intron 3 of 64)	1	3.11924888486852e-05
Intron (ENST00000536476.5/91807, intron 1 of 11)	1	3.11924888486852e-05
Exon (ENST00000667669.1/124904903, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000431676.6/79781, intron 15 of 18)	1	3.11924888486852e-05
Intron (ENST00000515513.5/101928176, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000565468.6/100507421, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000557586.1/ENST00000557586.1, intron 12 of 12)	1	3.11924888486852e-05
Intron (ENST00000444553.6/ENST00000444553.6, intron 11 of 19)	1	3.11924888486852e-05
Intron (ENST00000675519.1/1917, intron 4 of 7)	1	3.11924888486852e-05
Intron (ENST00000466818.1/28231, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000316549.11/285195, intron 6 of 15)	1	3.11924888486852e-05
Exon (ENST00000266058.9/6585, exon 19 of 37)	1	3.11924888486852e-05
Intron (ENST00000393526.6/51252, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000654007.1/ENST00000654007.1, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000652058.1/107984685, intron 4 of 4)	1	3.11924888486852e-05
Exon (ENST00000310032.12/26262, exon 5 of 9)	1	3.11924888486852e-05
Intron (ENST00000546076.6/441631, intron 3 of 7)	1	3.11924888486852e-05
Intron (ENST00000377300.3/441116, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000382483.4/94137, exon 4 of 4)	1	3.11924888486852e-05
Exon (ENST00000451362.1/ENST00000451362.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000372307.7/6536, exon 5 of 12)	1	3.11924888486852e-05
Exon (ENST00000305249.10/6869, exon 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000474528.5/94097, intron 13 of 13)	1	3.11924888486852e-05
Exon (ENST00000409509.5/26231, exon 4 of 6)	1	3.11924888486852e-05
Intron (ENST00000635860.2/162282, intron 1 of 22)	1	3.11924888486852e-05
Intron (ENST00000255152.3/140831, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000260702.4/84171, intron 4 of 14)	1	3.11924888486852e-05
Intron (ENST00000491959.5/131368, intron 2 of 17)	1	3.11924888486852e-05
Intron (ENST00000533578.4/83656, intron 3 of 6)	1	3.11924888486852e-05
Exon (ENST00000427076.5/84820, exon 16 of 16)	1	3.11924888486852e-05
Exon (ENST00000444553.6/ENST00000444553.6, exon 16 of 20)	1	3.11924888486852e-05
Exon (ENST00000426799.1/ENST00000426799.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000357429.10/84310, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000641618.1/729732, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000668452.1/282973, intron 3 of 23)	1	3.11924888486852e-05
Intron (ENST00000378372.8/51182, intron 10 of 13)	1	3.11924888486852e-05
Exon (ENST00000515542.1/85003, exon 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000358127.9/5079, intron 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000373189.6/55315, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000519519.5/105375633, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000561069.5/321, intron 4 of 14)	1	3.11924888486852e-05
Intron (ENST00000173229.7/9423, intron 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000353487.7/121665, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000504610.2/283140, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000686788.1/105373960, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000646262.1/8622, intron 3 of 23)	1	3.11924888486852e-05
Intron (ENST00000512467.6/57528, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000436008.6/63027, intron 3 of 10)	1	3.11924888486852e-05
Intron (ENST00000671182.1/ENST00000671182.1, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000538425.5/121536, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000312233.4/148979, intron 9 of 9)	1	3.11924888486852e-05
Intron (ENST00000567695.6/29965, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000551935.5/102724945, intron 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000502884.1/ENST00000502884.1, exon 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000516835.1/ENST00000516835.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000449303.2/ENST00000449303.2, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000419408.5/4705, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000398868.8/25923, intron 9 of 12)	1	3.11924888486852e-05
Intron (ENST00000548372.5/374569, intron 3 of 10)	1	3.11924888486852e-05
Intron (ENST00000316673.9/3172, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000649940.1/124904701, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000615280.5/223075, intron 10 of 14)	1	3.11924888486852e-05
Intron (ENST00000403303.5/374864, intron 11 of 21)	1	3.11924888486852e-05
Intron (ENST00000515296.1/84249, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000612267.1/7179, intron 30 of 31)	1	3.11924888486852e-05
Exon (ENST00000373592.2/ENST00000373592.2, exon 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000528697.6/57689, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000170168.9/57455, intron 1 of 15)	1	3.11924888486852e-05
Intron (ENST00000676082.1/729582, intron 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000652341.2/ENST00000652341.2, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000513718.2/109729132, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000505099.5/84830, intron 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000668452.1/282973, exon 4 of 24)	1	3.11924888486852e-05
Exon (ENST00000464704.1/ENST00000464704.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000395810.6/221002, intron 1 of 12)	1	3.11924888486852e-05
Exon (ENST00000521454.2/ENST00000521454.2, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000646525.1/100303453, intron 11 of 11)	1	3.11924888486852e-05
Intron (ENST00000389617.9/727936, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000635992.1/152098, intron 8 of 13)	1	3.11924888486852e-05
Intron (ENST00000540502.2/105369154, intron 1 of 30)	1	3.11924888486852e-05
Intron (ENST00000345990.9/1456, intron 1 of 13)	1	3.11924888486852e-05
Intron (ENST00000453470.2/100874059, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000444553.6/ENST00000444553.6, exon 11 of 20)	1	3.11924888486852e-05
Intron (ENST00000389975.7/5212, intron 13 of 14)	1	3.11924888486852e-05
Intron (ENST00000480820.5/51319, intron 6 of 9)	1	3.11924888486852e-05
Exon (ENST00000388887.7/55576, exon 23 of 69)	1	3.11924888486852e-05
Intron (ENST00000378191.5/55966, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000651531.1/7053, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000630391.1/ENST00000630391.1, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000311585.11/1908, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000372584.5/59269, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000334701.11/3320, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000373207.2/140766, intron 12 of 21)	1	3.11924888486852e-05
Exon (ENST00000379010.3/ENST00000379010.3, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000453773.5/5447, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000340951.9/54932, intron 2 of 21)	1	3.11924888486852e-05
Intron (ENST00000530656.5/56981, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000409709.9/4647, intron 3 of 48)	1	3.11924888486852e-05
Intron (ENST00000320634.8/23017, intron 5 of 11)	1	3.11924888486852e-05
Exon (ENST00000451737.1/ENST00000451737.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000486256.5/441194, intron 3 of 13)	1	3.11924888486852e-05
Intron (ENST00000310924.7/125058, intron 10 of 11)	1	3.11924888486852e-05
Intron (ENST00000458257.5/100526825, intron 19 of 19)	1	3.11924888486852e-05
Intron (ENST00000506629.1/100996325, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000358432.8/1969, intron 16 of 16)	1	3.11924888486852e-05
Intron (ENST00000676214.1/7879, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000413848.1/105373835, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000375751.8/6850, intron 1 of 12)	1	3.11924888486852e-05
Intron (ENST00000548506.1/ENST00000548506.1, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000669200.1/100507651, intron 4 of 6)	1	3.11924888486852e-05
Intron (ENST00000259371.7/153090, intron 2 of 16)	1	3.11924888486852e-05
Intron (ENST00000487840.5/105374313, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000456353.5/283050, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000441390.6/144423, intron 10 of 10)	1	3.11924888486852e-05
Exon (ENST00000701016.1/ENST00000701016.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000550474.5/102724050, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000671131.1/123706550, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000617613.1/ENST00000617613.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000233813.5/3488, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000446024.1/105375233, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000484722.6/123591, intron 3 of 10)	1	3.11924888486852e-05
Intron (ENST00000523745.1/ENST00000523745.1, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000320955.8/51332, exon 20 of 68)	1	3.11924888486852e-05
Intron (ENST00000519936.2/619279, intron 2 of 8)	1	3.11924888486852e-05
Intron (ENST00000485162.5/100506826, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000537625.1/57613, intron 8 of 8)	1	3.11924888486852e-05
Intron (ENST00000342745.5/9766, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000649584.1/105375535, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000490012.6/219771, intron 6 of 9)	1	3.11924888486852e-05
Intron (ENST00000509504.2/358, intron 7 of 10)	1	3.11924888486852e-05
Intron (ENST00000648167.1/5654, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000406875.8/28996, intron 2 of 14)	1	3.11924888486852e-05
Intron (ENST00000470018.5/10450, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000297770.10/57094, intron 6 of 10)	1	3.11924888486852e-05
Exon (ENST00000316843.9/3996, exon 17 of 23)	1	3.11924888486852e-05
Intron (ENST00000585748.3/6794, intron 2 of 11)	1	3.11924888486852e-05
Intron (ENST00000361727.8/26047, intron 13 of 23)	1	3.11924888486852e-05
Intron (ENST00000674895.3/3141, intron 2 of 10)	1	3.11924888486852e-05
Exon (ENST00000591095.1/9267, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000469500.5/3110, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000406606.7/7410, intron 3 of 26)	1	3.11924888486852e-05
Intron (ENST00000635906.1/23199, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000685138.2/ENST00000685138.2, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000371227.8/10580, intron 1 of 31)	1	3.11924888486852e-05
Intron (ENST00000574472.1/124904083, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000419735.8/222255, intron 3 of 11)	1	3.11924888486852e-05
Intron (ENST00000258104.8/8291, intron 22 of 54)	1	3.11924888486852e-05
Intron (ENST00000310758.9/9844, intron 13 of 21)	1	3.11924888486852e-05
Intron (ENST00000638157.1/57476, intron 3 of 20)	1	3.11924888486852e-05
Exon (ENST00000262113.9/9172, exon 2 of 37)	1	3.11924888486852e-05
Intron (ENST00000474889.6/5793, intron 8 of 29)	1	3.11924888486852e-05
Intron (ENST00000415536.5/130890646, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000368320.7/22889, intron 2 of 12)	1	3.11924888486852e-05
Intron (ENST00000366898.6/5071, intron 6 of 11)	1	3.11924888486852e-05
Intron (ENST00000264828.4/50509, intron 8 of 66)	1	3.11924888486852e-05
Intron (ENST00000392825.8/114805, intron 4 of 12)	1	3.11924888486852e-05
Intron (ENST00000601538.6/22941, intron 17 of 25)	1	3.11924888486852e-05
Intron (ENST00000478423.6/261734, intron 1 of 25)	1	3.11924888486852e-05
Intron (ENST00000561030.5/84894, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000651296.2/57453, intron 21 of 32)	1	3.11924888486852e-05
Intron (ENST00000554253.1/729665, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000427524.1/ENST00000427524.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000254528.4/84034, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000532833.1/124902773, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000674378.1/23266, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000615265.1/105371756, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000691552.1/ENST00000691552.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000438292.5/100506457, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000660971.1/114042, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000383791.8/9467, intron 4 of 8)	1	3.11924888486852e-05
Intron (ENST00000536751.1/ENST00000536751.1, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000659053.1/100505854, exon 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000311028.4/83988, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000445174.5/646324, intron 2 of 9)	1	3.11924888486852e-05
Exon (ENST00000455737.2/ENST00000455737.2, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000399443.7/114876, intron 1 of 13)	1	3.11924888486852e-05
Intron (ENST00000409645.5/4249, intron 11 of 16)	1	3.11924888486852e-05
Intron (ENST00000269228.10/4864, intron 1 of 24)	1	3.11924888486852e-05
Intron (ENST00000654627.1/105376650, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000673765.1/283571, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000368966.10/221262, intron 44 of 45)	1	3.11924888486852e-05
Intron (ENST00000598697.5/54795, intron 12 of 19)	1	3.11924888486852e-05
Intron (ENST00000468425.2/93974, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000372014.5/64928, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000355904.9/2961, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000274625.6/8817, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000598917.6/ENST00000598917.6, intron 1 of 5)	1	3.11924888486852e-05
Exon (ENST00000536621.6/10071, exon 2 of 12)	1	3.11924888486852e-05
Intron (ENST00000263671.9/25884, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000641145.1/4782, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000645341.1/ENST00000645341.1, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000426154.5/9805, intron 3 of 7)	1	3.11924888486852e-05
Intron (ENST00000537532.5/144348, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000392712.7/7286, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000637523.1/646982, intron 5 of 10)	1	3.11924888486852e-05
Intron (ENST00000515426.1/6942, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000578423.1/100131347, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000548498.5/55652, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000641136.1/ENST00000641136.1, intron 8 of 8)	1	3.11924888486852e-05
