cluster	gene	avg_log_normalized_expression	pct_expressing	cluster_cell_count
12	S100A9	0.217614669827817	0.205510388437218	2214
12	FCGR3A	0.0532792271379436	0.0790424570912376	2214
12	VCAN	0.0186837856890625	0.035230352303523	2214
12	C1QA	0.0571339200816805	0.0948509485094851	2214
12	C1QB	0.0891077492950353	0.121951219512195	2214
12	C1QC	0.0577178283948074	0.0975609756097561	2214
12	APOE	0.0746385843553963	0.116982836495032	2214
12	SPP1	0.0676700526901912	0.0618789521228546	2214
12	CD1C	0.00221408933772574	0.002710027100271	2214
12	CLEC10A	0.0113186970068641	0.0176151761517615	2214
12	FCER1A	0.00238162871813285	0.003613369467028	2214
12	CLEC9A	0.00358802456437683	0.003613369467028	2214
12	XCR1	0.000383078967750598	0.000451671183378501	2214
12	IL3RA	0.41875589770736	0.321589882565492	2214
12	LAMP3	0.0263706380392991	0.0356820234869015	2214
12	FSCN1	0.648728025459886	0.429990966576333	2214
12	CCL19	0.00242758143497277	0.00496838301716351	2214
12	TPSAB1	0.0804484435694613	0.133694670280036	2214
12	TPSB2	0.115024029507857	0.177055103884372	2214
12	CPA3	0.0485183043998962	0.0934959349593496	2214
12	KIT	0.0450897822056825	0.043360433604336	2214
12	MKI67	0.0101527949697781	0.012646793134598	2214
12	TOP2A	0.0212529661073692	0.0239385727190605	2214
12	STMN1	0.397526919088541	0.292682926829268	2214
12	EPCAM	0.0427780295157242	0.0713640469738031	2214
12	KRT8	0.133400845149939	0.211833785004517	2214
12	KRT18	0.107630168584983	0.144986449864499	2214
12	KRT19	0.0674070542677482	0.116079494128275	2214
12	COL1A1	0.0891915909796754	0.115176151761518	2214
12	COL1A2	0.0962338136292063	0.112466124661247	2214
12	COL3A1	0.147340846787933	0.15356820234869	2214
12	RGS5	0.463421492540682	0.23803071364047	2214
12	PECAM1	2.20583545501005	0.824751580849142	2214
12	VWF	1.88083689093576	0.752032520325203	2214
12	PLVAP	3.32240816088201	0.917344173441735	2214
13	CD3D	0.297273574050879	0.18106015485408	1679
13	CD3E	0.257467664089087	0.176891006551519	1679
13	TRAC	0.326486733200106	0.199523525908279	1679
13	CD4	0.189382712536491	0.14353782013103	1679
13	IL7R	0.468872049354137	0.245979749851102	1679
13	CCR7	0.487613671160287	0.226920786182251	1679
13	LTB	0.48829333926556	0.270994639666468	1679
13	MALAT1	3.66469639567083	0.938058368076236	1679
13	FOXP3	0.071954851522579	0.049434187016081	1679
13	IL2RA	0.161596129649102	0.111375818939845	1679
13	CTLA4	0.115406385767326	0.0815961882072662	1679
13	CD8A	0.115479486937035	0.0756402620607504	1679
13	CD8B	0.0405959399391524	0.0309708159618821	1679
13	GZMK	0.0901029753481539	0.0595592614651578	1679
13	CCL5	0.654427007291896	0.481238832638475	1679
13	NKG7	0.219730107638158	0.13579511614056	1679
13	GNLY	0.122907296362364	0.105419892793329	1679
13	GZMB	0.13371784524809	0.0917212626563431	1679
13	PRF1	0.0907340621942899	0.0678975580702799	1679
13	KLRD1	0.146397703611761	0.182846932698035	1679
13	FCER1G	0.761498321649676	0.378796902918404	1679
13	TRDC	0.0166910202367121	0.0142942227516379	1679
13	MS4A1	0.387306377219617	0.142346634901727	1679
13	CD79A	0.258722382247488	0.141155449672424	1679
13	CD74	2.7992829297783	0.787373436569387	1679
13	CD37	0.589981629654949	0.35080405002978	1679
13	CD27	0.0652175883675436	0.0565812983918999	1679
13	MZB1	0.126935629979288	0.14353782013103	1679
13	JCHAIN	0.566674849146299	0.380583680762359	1679
13	XBP1	0.336552846406914	0.252531268612269	1679
13	SDC1	0.0182747868416967	0.0303752233472305	1679
13	LYZ	1.05235012942919	0.484216795711733	1679
13	LST1	0.683367125142	0.378201310303752	1679
13	S100A8	1.33699633299674	0.508636092912448	1679
13	S100A9	2.00455516552416	0.63013698630137	1679
13	FCGR3A	0.534288057286021	0.333531864204884	1679
13	VCAN	0.0335926174587643	0.0416914830256105	1679
13	C1QA	0.0962238399242383	0.103633114949375	1679
13	C1QB	0.157461816854656	0.152471709350804	1679
13	C1QC	0.0964068968755601	0.116140559857058	1679
13	APOE	0.0999101959636072	0.108993448481239	1679
13	SPP1	0.0902989428452696	0.104228707564026	1679
13	CD1C	0.0553129645794606	0.0399047051816557	1679
13	CLEC10A	0.0593766571589143	0.0428826682549136	1679
13	FCER1A	0.0124287526734101	0.0101250744490768	1679
