object_path	size_bytes	sha256	cells	features	resolution_fields	umap_reductions	delivery
I:/shengxinfenxi/bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/04_objects/20260717_gse189926_resolution_umap_topology_sweep/gse189926_resolution_umap_topology_sweep.rds	3884399869	91da7cdaf97e720b07078b16e60717d9c4c96611bcfdce271bcaaf289d5663ac	89587	51757	sweep_res_0_2;sweep_res_0_3;sweep_res_0_4;sweep_res_0_5;sweep_res_0_6;sweep_res_0_8;sweep_res_1_0	umap.harmony;umap.sweep.neighbor30;umap.sweep.neighbor50;umap.sweep.compact30;umap.sweep.diffuse30;umap.sweep.diffuse50;umap.sweep.dims20_neighbor30	local_only
