gene	cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out	resolution	positive_direction	passes_primary_filter	rank
FCRL5	4	0.48808015568678	0.429948482485061	391981151.5	0.706320782106247	0	0	46.8558625840179	5.79428654152391	0.4	TRUE	TRUE	42
IGKV1-6	4	0.285140847188149	0.274018252982366	391442181	0.705349597487713	0	0	43.1964152352502	2.34039473049269	0.4	TRUE	TRUE	43
SLAMF7	4	0.934427799143666	0.594750051606618	391430157.5	0.705327932038006	0	0	65.4817027632562	28.514211262848	0.4	TRUE	TRUE	44
UBE2J1	4	0.879724149245962	0.602550727464895	390644245.5	0.703911777265302	0	0	60.5825242718447	22.0214254692853	0.4	TRUE	TRUE	45
IGKV1-17	4	0.342772960501443	0.329363896407436	390406299.5	0.703483016330814	0	0	43.1067961165049	2.77952033971915	0.4	TRUE	TRUE	46
POU2AF1	4	0.529001897442067	0.436881045533521	390213941	0.703136400669206	0	0	49.7535474234503	9.76571924914346	0.4	TRUE	TRUE	47
IGKV2-24	4	0.389826994596865	0.373963357379236	390028084	0.702801500225403	0	0	42.9873039581778	2.71558172079332	0.4	TRUE	TRUE	48
IGHG4	4	2.23099698878645	1.468293619588	389030854.5	0.70100456708797	0	0	83.9581777445855	55.9462915601023	0.4	TRUE	TRUE	49
ITM2C	4	0.806558421596381	0.563091359676182	388614496	0.700254320143108	0	0	57.6250933532487	18.5795975486175	0.4	TRUE	TRUE	50
AGR2	5	2.39503732478254	2.29403087683413	481847104	0.879373939370287	0	0	80.5088596092685	14.666682734021	0.4	TRUE	TRUE	1
KRT8	5	1.63987591064838	1.51038949950878	454489186	0.829445570132586	0	0	74.2389822807815	19.0060734599441	0.4	TRUE	TRUE	2
SPINK1	5	1.57944120443742	1.50329387740343	444609204	0.81141454199083	0	0	67.8176586400121	11.2419261544394	0.4	TRUE	TRUE	3
KRT18	5	1.53105640494262	1.42825017931189	442455239	0.807483542568831	0	0	68.3022868393155	13.7809698255085	0.4	TRUE	TRUE	4
LYZ	5	2.7628330110908	1.94004055055103	424905879.5	0.775455853144469	0	0	81.3115250643647	47.8056010797262	0.4	TRUE	TRUE	5
EPCAM	5	1.00041140161875	0.959795183288422	409676814.5	0.747662715506402	0	0	53.5362713917916	6.43618046852405	0.4	TRUE	TRUE	6
CD24	5	1.25303184935536	1.10532788110176	409307578	0.746988856614506	0	0	58.7611691655308	13.7339728140364	0.4	TRUE	TRUE	7
KRT19	5	1.23034581157188	1.07911445031106	407718170	0.744088177202668	0	0	57.8070573981524	11.6552588450786	0.4	TRUE	TRUE	8
TSPAN8	5	0.960325018526071	0.93353238238628	404561146.5	0.738326589826023	0	0	50.9011055580797	5.3624795141232	0.4	TRUE	TRUE	9
FXYD3	5	1.09493397462815	0.958964425910272	404199906.5	0.737667324595992	0	0	56.0805694381342	10.8924611973392	0.4	TRUE	TRUE	10
PIGR	5	1.13805992165979	1.0871042681161	402066437.5	0.733773730500521	0	0	51.9460851128275	8.72818856647064	0.4	TRUE	TRUE	11
PGC	5	1.96253991793339	1.83385779130146	401793128	0.733274938975809	0	0	54.0360442223232	12.0107490600598	0.4	TRUE	TRUE	12
MUC1	5	0.977837494741006	0.933319239013025	396079129	0.722846855526774	0	0	48.9928820233227	6.82541212763906	0.4	TRUE	TRUE	13
S100P	5	1.39648925736118	1.12228670129465	394363958	0.719716657863567	0	0	59.4881114644858	20.7594235033259	0.4	TRUE	TRUE	14
CST3	5	1.50498482105361	0.939377735732978	387995059.5	0.708093378784163	0	0	69.5592912312585	34.0764484719946	0.4	TRUE	TRUE	15
MT-ND3	5	2.99443862783264	0.922274599775734	387526209.5	0.707237724639827	0	0	93.5483870967742	83.1750698929914	0.4	TRUE	TRUE	16
ELF3	5	0.83626445279144	0.759854553470009	387274484.5	0.706778324960862	0	0	48.7960018173558	10.7671358334137	0.4	TRUE	TRUE	17
GOLM1	5	0.841288986369574	0.801069591468998	387141738.5	0.706536062691386	0	0	45.3278812660912	5.57938879784055	0.4	TRUE	TRUE	18
CLDN4	5	1.15669799241249	0.940834382089361	386837359.5	0.705980569137373	0	0	54.0057549598667	16.2778366914104	0.4	TRUE	TRUE	19
S100A6	5	2.37921247420191	1.19790655975275	386834662.5	0.705975647095724	0	0	83.0985915492958	60.3140364407597	0.4	TRUE	TRUE	20
MT-CO3	5	4.20700351513347	0.988899873719994	384964574	0.70256272403867	0	0	97.4708465848857	91.5911501012243	0.4	TRUE	TRUE	21
CYSTM1	5	1.31384683757887	0.996190845944543	384216301.5	0.701197122106885	0	0	58.5794335907921	24.5710016388701	0.4	TRUE	TRUE	22
TFF2	5	1.41219979024019	1.36341295447081	382893885.5	0.69878370474326	0	0	43.6922610934424	5.73845560589993	0.4	TRUE	TRUE	23
TFF1	5	0.903390024039119	0.874569195907973	382086128	0.697309542319258	0	0	43.1167651067697	5.06844692952858	0.4	TRUE	TRUE	24
LGALS4	5	0.760963789222812	0.725023806027945	381887156.5	0.696946418103454	0	0	43.79827351204	6.29157427937916	0.4	TRUE	TRUE	25
GSTP1	5	1.47880445936269	0.921022337327956	379276050.5	0.692181133534402	0	0	66.2577616235045	35.8382338764099	0.4	TRUE	TRUE	26
GPX2	5	0.811536175648026	0.753139990945463	379243170.5	0.692121127331425	0	0	44.3889141299409	8.13168803624795	0.4	TRUE	TRUE	27
MT-CO2	5	4.24364594511751	0.918206667246699	379051294	0.691770951534421	0	0	97.622292897168	92.5154246601755	0.4	TRUE	TRUE	28
SMIM22	5	0.559521091593453	0.542357832276706	377375448.5	0.688712523151481	0	0	40.1938512797213	3.36088884604261	0.4	TRUE	TRUE	29
LCN2	5	1.08400908238997	0.988412409635967	375384554	0.68507912839866	0	0	46.1608359836438	13.2977441434493	0.4	TRUE	TRUE	30
MTCO1P12	5	2.43223949891323	0.762455854496484	375206640	0.684754434250349	0	0	93.6241102529153	76.5653619974935	0.4	TRUE	TRUE	31
RPS3	5	2.81930202404564	0.953552039181034	374088133.5	0.682713152983011	0	0	89.0201423595336	72.0934155981876	0.4	TRUE	TRUE	32
RPL36	5	1.8451514423246	0.785421889312588	373928171	0.68242122043302	0	0	80.0545206724216	60.3995951026704	0.4	TRUE	TRUE	33
RPL37A	5	2.31729081975431	0.821888179806315	373924307.5	0.68241416952167	0	0	87.7782825988187	69.568832546033	0.4	TRUE	TRUE	34
RPL8	5	2.26586048702762	0.873822373450051	373827441.5	0.68223738847369	0	0	83.6286536422838	64.2268389087053	0.4	TRUE	TRUE	35
C19orf33	5	0.591313053130349	0.53017471281315	373070805.5	0.680856523102775	0	0	42.2232318643041	7.19054275522993	0.4	TRUE	TRUE	36
IFI27	5	1.01661972860208	0.726505530079427	372614181	0.680023180571411	0	0	51.4463122822959	16.4573893762653	0.4	TRUE	TRUE	37
REG1A	5	0.932288940534924	0.844246476691989	372586275	0.67997225194914	0	0	45.0249886415266	11.9673672033163	0.4	TRUE	TRUE	38
RPL13	5	3.12052009127985	0.984224475106183	371494845.5	0.677980386373955	0	0	90.4134484325307	73.1598862431312	0.4	TRUE	TRUE	39
RPS21	5	1.82870347801025	0.765418289666158	371148883	0.677349002675737	0	0	80.4785703468121	61.4034030656512	0.4	TRUE	TRUE	40
MUC6	5	0.976440524931768	0.945239902479811	370131642.5	0.67549253248354	0	0	38.4370740572467	4.52978887496385	0.4	TRUE	TRUE	41
NQO1	5	0.674203474339147	0.622546588260501	368668994.5	0.672823190854225	0	0	40.0726942298955	7.18933770365372	0.4	TRUE	TRUE	42
CLDN18	5	0.745811111051839	0.721512858026964	368256182	0.672069805493324	0	0	37.5435408147812	4.28877855972236	0.4	TRUE	TRUE	43
ATP1B1	5	0.838989617837838	0.665591482137119	368199416	0.671966207192893	0	0	49.0383159170074	18.8976188180854	0.4	TRUE	TRUE	44
MT-CO1	5	4.55144578656589	1.05190010147347	367524711	0.670734866402759	0	0	98.3795244585794	90.3933288344741	0.4	TRUE	TRUE	45
RPS12	5	2.77287181616124	0.90816327136463	367256329.5	0.670245068508469	0	0	88.9898530970771	70.4063433914972	0.4	TRUE	TRUE	46
RPL41	5	2.75597131469898	0.764840103658839	367167230.5	0.670082462283437	0	0	93.3817961532637	79.4779716571869	0.4	TRUE	TRUE	47
TFF3	5	0.804434096197013	0.766190745607209	366464987.5	0.668800864473304	0	0	38.4825079509314	6.41569459172853	0.4	TRUE	TRUE	48
KLF5	5	0.754535521050027	0.638672848658071	365243957	0.666572476273058	0	0	41.6780251400878	9.81755519136219	0.4	TRUE	TRUE	49
TSPAN1	5	0.555853293876619	0.541873891038198	364913941	0.665970195035782	0	0	35.423292442829	2.98611780584209	0.4	TRUE	TRUE	50
CD74	6	4.2647048739544	2.64153650370477	408667639.5	0.895528080512662	0	0	97.2150497971228	68.8255212974514	0.4	TRUE	TRUE	1
C1QB	6	2.60873839824237	2.50063526625383	408554717.5	0.895280630477148	0	0	82.847657690889	14.4941483989782	0.4	TRUE	TRUE	2
C1QA	6	2.41069898874667	2.32793036803178	404853674.5	0.887170401985017	0	0	80.7082257469569	11.3443830570902	0.4	TRUE	TRUE	3
HLA-DRA	6	3.67357879521209	2.67000992964391	404184630	0.885704300735612	0	0	94.4116562154187	50.8940771104378	0.4	TRUE	TRUE	4
C1QC	6	2.30700041005385	2.22443671409424	402936881.5	0.882970064620086	0	0	80.1180376244928	12.2901443592942	0.4	TRUE	TRUE	5
CTSB	6	3.0839618701063	2.40846004114656	399298982	0.874998204748042	0	0	89.4319439321284	45.0305946652409	0.4	TRUE	TRUE	6
HLA-DRB1	6	3.07878058665235	2.35598832845702	397140310	0.870267829240498	0	0	89.9483585392844	42.6186657161528	0.4	TRUE	TRUE	7
HLA-DPA1	6	2.5870628492602	2.0863964315829	392172854	0.859382464443438	0	0	85.8354850608632	34.0188914631973	0.4	TRUE	TRUE	8
HLA-DRB3	6	2.50149505960791	1.96722143409102	387674445.5	0.849524940284453	0	0	85.7248247879011	34.6212796292996	0.4	TRUE	TRUE	9
HLA-DPB1	6	2.4698415845741	1.95728327957759	386276997	0.846462661180701	0	0	84.4337882700111	35.0014851779243	0.4	TRUE	TRUE	10
HLA-DQA1	6	2.39972775815924	1.78225671965311	375810388.5	0.823526805944034	0	0	84.1202508299521	47.5268817204301	0.4	TRUE	TRUE	11
AL662796.1	6	1.35430277296859	1.0728853899316	372287233.5	0.81580638981723	0	0	79.9520472150498	25.5450602982237	0.4	TRUE	TRUE	12
APOE	6	1.86519222070905	1.75376986144387	370365715	0.811595697294377	0	0	68.7569162670601	13.3060060595259	0.4	TRUE	TRUE	13
HLA-DQB1	6	1.93790980926201	1.58379398218521	369231755.5	0.809110811102614	0	0	76.0789376613796	26.24725242084	0.4	TRUE	TRUE	14
PSAP	6	2.8338335631145	1.74667374489668	368463170	0.80742658208373	0	0	87.7351530800443	59.7255391195865	0.4	TRUE	TRUE	15
CST3	6	2.20590809466268	1.67227393019522	365322465	0.800544242382089	0	0	78.6056805606787	33.9915641893899	0.4	TRUE	TRUE	16
CTSD	6	2.13893368544082	1.52130417377578	357432888	0.783255528855588	0	0	79.7676134267798	42.4879700588131	0.4	TRUE	TRUE	17
LGMN	6	1.42274776679673	1.32515581871939	356395163	0.780981524781062	0	0	62.5783843600148	11.6402304996139	0.4	TRUE	TRUE	18
GPX1	6	1.84115847017232	1.35849929097642	356188415.5	0.780528471556558	0	0	75.5256362965695	34.0141388938395	0.4	TRUE	TRUE	19
NPC2	6	1.67970797680229	1.28982112743168	355960712.5	0.780029497792043	0	0	73.3308742161564	30.429513455712	0.4	TRUE	TRUE	20
FTL	6	4.38166671981939	1.4440063277284	355595149.5	0.779228426456674	0	0	98.5245296938399	91.0544763262639	0.4	TRUE	TRUE	21
MS4A6A	6	1.29501820698533	1.19184185656064	352304354	0.772017188050128	0	0	60.7156030984877	10.0790114655736	0.4	TRUE	TRUE	22
CTSC	6	1.69934179027823	1.30239689221761	351379551.5	0.769990635106784	0	0	72.0582810770933	30.2501039624547	0.4	TRUE	TRUE	23
HLA-DMA	6	1.72878035032766	1.38582423718801	350615261.5	0.768315818971372	0	0	68.5171523423091	24.156121903404	0.4	TRUE	TRUE	24
HLA-DMB	6	1.4107575960029	1.23986537618714	349949730.5	0.766857416980745	0	0	62.5230542235338	14.0616645874176	0.4	TRUE	TRUE	25
SELENOP	6	1.81787848888736	1.64714023687414	347760516.5	0.762060113691329	0	0	61.9881962375507	17.3349967326086	0.4	TRUE	TRUE	26
MS4A7	6	1.20454357465055	1.10899102948258	347557206.5	0.761614593184073	0	0	58.8712652157875	10.5459514049783	0.4	TRUE	TRUE	27
CTSZ	6	1.2174487792666	1.00951948656643	344172760	0.754198133976657	0	0	64.2751752120989	21.1857660547734	0.4	TRUE	TRUE	28
TMSB4X	6	4.64834742588766	1.12132944419303	341868372	0.74914844576322	0	0	99.151604573958	94.1721618249866	0.4	TRUE	TRUE	29
CD68	6	0.801261984420643	0.693557322889066	339584847	0.744144475391221	0	0	58.3917373662855	13.3559080377829	0.4	TRUE	TRUE	30
IFI30	6	1.7088643289453	1.1481603956633	339399232	0.743737730573188	0	0	73.8104020656584	36.2858670468722	0.4	TRUE	TRUE	31
CTSL	6	1.30229326946901	1.11893174613651	339317178	0.743557922695059	0	0	59.6274437476946	16.653003029763	0.4	TRUE	TRUE	32
GRN	6	1.44682343904117	1.0920093701179	338816001	0.742459675529328	0	0	66.230173367761	25.8908097190043	0.4	TRUE	TRUE	33
AC007192.1	6	1.38318488885467	0.974485018337506	338471563	0.74170489616541	0	0	70.3614902250092	31.0948731658053	0.4	TRUE	TRUE	34
SLC40A1	6	1.18776058973534	1.09923534440799	338064881	0.740813719288071	0	0	54.0944300995943	8.66155765460702	0.4	TRUE	TRUE	35
CYBB	6	1.0922106126944	0.909248543978786	337395267.5	0.739346371168523	0	0	59.0003688675765	13.9309689300778	0.4	TRUE	TRUE	36
APOC1	6	1.06311529368062	1.01833502940719	335247934.5	0.734640843219052	0	0	51.1434894872741	6.58468484524446	0.4	TRUE	TRUE	37
TMEM176B	6	1.06077977558474	0.92761692705254	334199567.5	0.732343518947594	0	0	55.0903725562523	11.4406225865859	0.4	TRUE	TRUE	38
TGFBI	6	0.9844736457596	0.869235510400513	334182564.5	0.732306259662833	0	0	54.1682036149023	10.0718826115369	0.4	TRUE	TRUE	39
AIF1	6	1.26454861144394	0.907854769671868	332512199	0.728645927731976	0	0	64.9391368498709	22.4713360660607	0.4	TRUE	TRUE	40
FCGRT	6	1.23863375647086	0.966747375941782	332061397.5	0.72765807020922	0	0	61.1029140538547	20.9861581417454	0.4	TRUE	TRUE	41
CSF1R	6	0.772261638889536	0.73192002716092	330159673	0.7234907529897	0	0	48.3585392843969	5.04366423097487	0.4	TRUE	TRUE	42
MPEG1	6	0.857313440488738	0.776269291410632	328592090	0.720055652043729	0	0	49.907783105865	7.40331491712707	0.4	TRUE	TRUE	43
FCER1G	6	1.68741515967964	1.06387998441965	328539931.5	0.719941355248796	0	0	71.2652157875323	33.5852195092972	0.4	TRUE	TRUE	44
CREG1	6	0.978285867420863	0.786387326914531	327580105.5	0.717838054051624	0	0	57.0269273330874	18.0894671181608	0.4	TRUE	TRUE	45
LIPA	6	0.944053622826929	0.84182605293467	326709778	0.715930874132886	0	0	51.1250461084471	10.9689300778233	0.4	TRUE	TRUE	46
TMSB10	6	2.52445387464045	1.01146949182222	326406956.5	0.715267290500561	0	0	91.0549612689045	69.3518683538288	0.4	TRUE	TRUE	47
FCGR3A	6	1.51353382265966	1.06222472346479	326297262.5	0.715026914097419	0	0	64.1276281814829	29.3043426602507	0.4	TRUE	TRUE	48
ARL4C	6	1.54020289660926	1.0151895912187	325583468	0.713462750565293	0	0	67.09701217263	30.1360422978673	0.4	TRUE	TRUE	49
PLD3	6	1.01964022522441	0.86077454297632	325398784	0.713058045881008	0	0	55.4223533751383	19.290679023347	0.4	TRUE	TRUE	50
TIMP1	7	2.88216414311878	2.42218796052491	373101681	0.895327004416599	0	0	90.8573750507924	33.2640406307211	0.4	TRUE	TRUE	1
HLA-DRA	7	3.50874860260186	2.47982924777779	365077380	0.876071198981439	0	0	95.6724908573751	51.0777771215969	0.4	TRUE	TRUE	2
LYZ	7	3.09435292152616	2.25231440693437	358285155.5	0.859771990683554	0	0	93.3563592035758	47.7706254060119	0.4	TRUE	TRUE	3
CXCL2	7	2.31869349959287	1.99985630407267	355016327	0.851927827609798	0	0	82.8118650954897	22.8110789582472	0.4	TRUE	TRUE	4
AL662796.1	7	1.37674894342307	1.09030040649736	353222018	0.847622048826754	0	0	87.2409589597725	25.4426268233627	0.4	TRUE	TRUE	5
CTSB	7	2.48196558071355	1.75724322666122	350960101	0.842194157517283	0	0	91.7106867127184	45.1603378019252	0.4	TRUE	TRUE	6
IFI30	7	2.05377922310361	1.50634630985604	347786509	0.834578532170903	0	0	88.9069483949614	35.629835232977	0.4	TRUE	TRUE	7
AC007192.1	7	1.6588902012731	1.26046351375428	346803011.5	0.8322184466624	0	0	86.2251117431938	30.4045355223528	0.4	TRUE	TRUE	8
FCER1G	7	2.21157954466032	1.61223378782193	346013206.5	0.830323162398797	0	0	89.0491670052824	32.7738735014469	0.4	TRUE	TRUE	9
ANXA5	7	1.70024484355595	1.27826400733877	343992941.5	0.825475160090874	0	0	85.4937017472572	31.174629421839	0.4	TRUE	TRUE	10
PSAP	7	2.72172275169048	1.61773016566686	342413964	0.821686109365273	0	0	93.5392117025599	59.553534518396	0.4	TRUE	TRUE	11
HLA-DRB1	7	2.48153976762947	1.71011332204314	342354392.5	0.821543156450934	0	0	89.7196261682243	42.9114746353275	0.4	TRUE	TRUE	12
SERPINB9	7	1.53212186076125	1.19851328247578	341933197	0.8205324193664	0	0	82.3242584315319	27.3182542963444	0.4	TRUE	TRUE	13
CD74	7	3.54780447783566	1.86735916904533	339231309.5	0.814048736861507	0	0	96.4445347419748	69.0379731884486	0.4	TRUE	TRUE	14
IL1B	7	3.78813233180201	2.53068302884672	338668656	0.812698544947793	0	0	91.2840308817554	46.2516978680683	0.4	TRUE	TRUE	15
HLA-DRB3	7	2.02562159668519	1.45206538802826	338087201.5	0.811303236531347	0	0	85.981308411215	34.9081674836119	0.4	TRUE	TRUE	16
EREG	7	1.4050692960301	1.34114110445802	336367305.5	0.807176025607341	0	0	66.4160910199106	8.71434477056635	0.4	TRUE	TRUE	17
CXCL3	7	1.7269244427978	1.54186559377134	336275429	0.80695555082604	0	0	72.1861032100772	18.0038977145219	0.4	TRUE	TRUE	18
VCAN	7	1.23901494127217	1.1812006297523	331261067.5	0.79492265606978	0	0	62.880942706217	5.79105887911179	0.4	TRUE	TRUE	19
CCL3	7	1.87217172511538	1.58160328957116	331037514.5	0.794386198991158	0	0	73.5879723689557	21.1775822358708	0.4	TRUE	TRUE	20
FCN1	7	1.27023669206367	1.14588547097541	330960005.5	0.794200201703235	0	0	67.2897196261682	12.7644244965452	0.4	TRUE	TRUE	21
VIM	7	3.04498993484714	1.53500611726286	330379375.5	0.79280687182817	0	0	96.4445347419748	68.322211067147	0.4	TRUE	TRUE	22
CTSL	7	1.32928324739826	1.14088279178323	329774148.5	0.791354516868391	0	0	70.0528240552621	16.3007145809957	0.4	TRUE	TRUE	23
HLA-DPA1	7	1.92257224594274	1.37095418395763	328539287.5	0.788391237804524	0	0	81.3084112149533	34.5880824425678	0.4	TRUE	TRUE	24
CDKN1A	7	1.73740959716204	1.11471233985399	327423602	0.78571394255914	0	0	86.9158878504673	41.8898009803343	0.4	TRUE	TRUE	25
CST3	7	1.79941893073987	1.23227768979541	324365705.5	0.778375950122808	0	0	81.6944331572532	34.0754739266521	0.4	TRUE	TRUE	26
CTSS	7	2.23362686995735	1.29901502868993	323765753.5	0.776936253508431	0	0	90.065014221861	53.5723144156381	0.4	TRUE	TRUE	27
CD300E	7	0.940668175569765	0.907950581617376	323707272	0.776795916252195	0	0	58.6956521739131	5.15206992263627	0.4	TRUE	TRUE	28
HLA-DQB1	7	1.48349917116049	1.09361288224197	323315409.5	0.775855569166843	0	0	75.9650548557497	26.5481603968582	0.4	TRUE	TRUE	29
PLAUR	7	2.84603944705685	1.61237374697	322097441	0.772932826804343	0	0	93.7830150345388	52.2931553770744	0.4	TRUE	TRUE	30
TYROBP	7	2.15171210539739	1.26016659170576	320620206.5	0.769387927365238	0	0	91.2230800487607	43.4807771806532	0.4	TRUE	TRUE	31
C15orf48	7	1.36519469150922	1.09825197429655	320464450	0.769014160621037	0	0	68.4477854530679	17.6696391661253	0.4	TRUE	TRUE	32
CD44	7	2.15287928468178	1.19384063610461	318647485.5	0.764654015744294	0	0	90.6135717188135	54.0105120179531	0.4	TRUE	TRUE	33
S100A10	7	1.4091630163519	0.93630352295656	318548645.5	0.764416830747219	0	0	79.7846403900853	32.7443453611292	0.4	TRUE	TRUE	34
CD83	7	1.41058539175396	0.989321511825053	318539974.5	0.764396023067033	0	0	76.0260056887444	26.2091773460108	0.4	TRUE	TRUE	35
LGALS1	7	1.57466382471417	1.02955238073342	318089421.5	0.763314837191001	0	0	80.5363673303535	34.4014645957598	0.4	TRUE	TRUE	36
AIF1	7	1.24492455307515	0.881728414012254	317852675	0.762746719850755	0	0	73.811458756603	22.2063426445403	0.4	TRUE	TRUE	37
HLA-DPB1	7	1.72978299897826	1.16264239907722	316632634.5	0.759819005338174	0	0	78.6265745631857	35.6310163585897	0.4	TRUE	TRUE	38
NINJ1	7	1.48931287707513	0.979854249510536	315575385	0.757281938163299	0	0	78.7281592848436	31.9352743164236	0.4	TRUE	TRUE	39
KYNU	7	0.726711676141401	0.643411754994578	315424835.5	0.756920666585829	0	0	59.4676960585128	10.0537412153783	0.4	TRUE	TRUE	40
CYBB	7	1.01252316414476	0.819558781677875	315210250	0.756405728694391	0	0	63.8967899227956	13.9124785920983	0.4	TRUE	TRUE	41
CD68	7	0.602154448203341	0.478778777934905	315170664	0.756310734711244	0	0	64.0593254774482	13.2923876454261	0.4	TRUE	TRUE	42
ATP1B3	7	1.26787260458461	0.879097860297898	315012437	0.755931039541959	0	0	74.7663551401869	28.4899309041517	0.4	TRUE	TRUE	43
GSTO1	7	0.911278416205677	0.701797586788524	314543103	0.754804785156923	0	0	67.2490857375051	19.1909289552944	0.4	TRUE	TRUE	44
KLF4	7	1.35728405016451	0.978363837663039	314542658.5	0.754803718496348	0	0	71.3531084924827	22.2394141616961	0.4	TRUE	TRUE	45
EMP3	7	1.28394880717595	0.868555367269609	313954921.5	0.75339333405052	0	0	75.4571312474604	29.3804996161342	0.4	TRUE	TRUE	46
PKM	7	1.39049084374058	0.85784957247872	313913258.5	0.753293355918861	0	0	82.2023567655425	37.5893226244611	0.4	TRUE	TRUE	47
SERPINA1	7	1.6257292404848	0.981789072687709	313318513.5	0.751866154471217	0	0	82.8931328728159	32.9782082324455	0.4	TRUE	TRUE	48
IER3	7	2.2959958600095	1.28200769319443	313215900.5	0.751619915457611	0	0	88.3990247866721	50.6112325045769	0.4	TRUE	TRUE	49
NPC2	7	1.23704677905111	0.813808615925738	312507390.5	0.749919713694384	0	0	76.1072734660707	30.521466958011	0.4	TRUE	TRUE	50
IGLC2	8	6.6401128361634	5.50501062038227	368594300.5	0.979163005374535	0	0	99.7737556561086	70.1057921495415	0.4	TRUE	TRUE	1
IGLC3	8	5.71770111097699	4.91749352753025	366413455	0.973369635180962	0	0	99.3438914027149	60.2639520001879	0.4	TRUE	TRUE	2
IGLC7	8	1.66561742459753	1.60315169332735	351911465	0.934845403815883	0	0	90.316742081448	9.21014007772964	0.4	TRUE	TRUE	3
IGLL5	8	3.94201436950148	3.32924562136688	351401312	0.933490193103175	0	0	98.1674208144796	49.0518628107131	0.4	TRUE	TRUE	4
JCHAIN	8	4.68237148793595	3.72054803650931	343973212	0.91375760171379	0	0	96.447963800905	48.3356229525521	0.4	TRUE	TRUE	5
MZB1	8	2.30232481814463	2.00113389565632	332355048.5	0.882894194780582	0	0	86.9004524886878	20.9083330397924	0.4	TRUE	TRUE	6
SSR4	8	2.77954149317074	2.00403607320871	331157713.5	0.879713499540721	0	0	93.0090497737557	46.2221282891261	0.4	TRUE	TRUE	7
IGLC1	8	2.67340555701817	2.37241540266905	329650344.5	0.875709205501866	0	0	90.6561085972851	32.3587774607536	0.4	TRUE	TRUE	8
IGLV2-14	8	1.5472199131198	1.48057553884607	323888740.5	0.860403625679375	0	0	78.2805429864254	11.0547512534198	0.4	TRUE	TRUE	9
IGLJ3	8	1.24200664757466	1.22452071922559	323596661.5	0.85962772396017	0	0	73.4615384615385	2.91779679922975	0.4	TRUE	TRUE	10
IGLC6	8	0.515649647560652	0.509108033814624	319764074	0.849446535890333	0	0	70.8144796380091	1.14128711825003	0.4	TRUE	TRUE	11
AC245060.7	8	1.52260152183063	1.45716339318453	315690220	0.838624428438627	0	0	73.5746606334842	10.0884145267533	0.4	TRUE	TRUE	12
IGLV1-44	8	1.12372846858736	1.08997941403805	315350315.5	0.837721479284751	0	0	71.4705882352941	6.52717601888055	0.4	TRUE	TRUE	13
IGLV2-11	8	1.24336037384124	1.19243439388735	315305732	0.837603044154878	0	0	72.9185520361991	8.53382178543333	0.4	TRUE	TRUE	14
IGLV1-51	8	1.48654074521819	1.42712290853715	312444449.5	0.830002107384762	0	0	71.5158371040724	9.26532577171909	0.4	TRUE	TRUE	15
IGLV2-23	8	1.08381846296215	1.0433616638556	307553002	0.817008079999545	0	0	68.0316742081448	7.03558890180469	0.4	TRUE	TRUE	16
IGHA1	8	4.91658932988033	3.32544226888336	306836964	0.81510594011542	0	0	96.1764705882353	71.7402280225909	0.4	TRUE	TRUE	17
IGHA2	8	4.47833822135309	3.13003689755405	305284949.5	0.810983046244995	0	0	95.6787330316742	67.4286989092019	0.4	TRUE	TRUE	18
IGLV1-47	8	1.05213682538533	1.01593971456885	304645890	0.809285398126768	0	0	66.1085972850679	6.53422100109197	0.4	TRUE	TRUE	19
TXNDC5	8	1.31064329150863	1.10598378800834	302979190.5	0.804857845966405	0	0	73.0542986425339	17.1756666314418	0.4	TRUE	TRUE	20
FKBP11	8	1.26363396156888	1.05475956053383	302200690.5	0.802789777093256	0	0	73.1447963800905	17.2989538201416	0.4	TRUE	TRUE	21
DERL3	8	1.14636161756264	1.01834964587827	300769006	0.79898653733652	0	0	68.0542986425339	10.9326382284218	0.4	TRUE	TRUE	22
IGLJ2	8	1.09062774161397	1.07273948062296	300463647	0.798175357576679	0	0	61.4027149321267	2.77572299129945	0.4	TRUE	TRUE	23
IGLV3-1	8	0.986183554329685	0.925037213641184	299364285.5	0.795254926878557	0	0	65.158371040724	8.12990947197858	0.4	TRUE	TRUE	24
IGLV1-40	8	1.08528026545466	1.03675196331309	297689250	0.790805230309554	0	0	64.185520361991	8.37061303086876	0.4	TRUE	TRUE	25
BLOC1S5-TXNDC5	8	0.880499148652941	0.752516224192594	295634701	0.785347364111405	0	0	67.6244343891403	13.3079713973722	0.4	TRUE	TRUE	26
IGLV2-8	8	0.920483154368329	0.889141316990055	295482106.5	0.784942000032197	0	0	60.9049773755656	5.91074007538131	0.4	TRUE	TRUE	27
IGLV6-57	8	0.866825704665319	0.834171813168715	291424617.5	0.774163365858731	0	0	58.5746606334842	5.63128911432832	0.4	TRUE	TRUE	28
XBP1	8	1.72475840797771	1.16866240043492	291093551.5	0.773283895994173	0	0	80.2262443438914	35.4832270715183	0.4	TRUE	TRUE	29
IGLV1-36	8	0.662468197338532	0.652695421981505	288744185	0.767042853309179	0	0	54.8190045248869	1.83052121126727	0.4	TRUE	TRUE	30
HSP90B1	8	2.31322261001271	1.28354899492136	288154804	0.765477175081144	0	0	88.6877828054299	53.3610435966983	0.4	TRUE	TRUE	31
IGLV3-25	8	0.761140338280169	0.73685809678033	288125912	0.765400424090928	0	0	56.5610859728507	4.65790740545047	0.4	TRUE	TRUE	32
