tool_name	download_url	archive_name	archive_path	archive_size_bytes	archive_md5_observed	archive_md5_expected	archive_md5_match	install_path	bin_path	fastq_dump_version	prefetch_version	vdb_validate_version	install_status
NCBI SRA Toolkit	https://ftp-trace.ncbi.nlm.nih.gov/sra/sdk/3.4.1/sratoolkit.3.4.1-win64.zip	sratoolkit.3.4.1-win64.zip	I:\codex-config\tools\sratoolkit.3.4.1-win64.zip	46517752	adb911959f366f3e3de1f140128d4b23	adb911959f366f3e3de1f140128d4b23	True	I:\codex-config\tools\sratoolkit\sratoolkit.3.4.1-win64	I:\codex-config\tools\sratoolkit\sratoolkit.3.4.1-win64\bin	3.4.1	3.4.1	3.4.1	installed_user_writable_i_drive
