stratum	derived_tissue	derived_timepoint	major_cluster	sub_cluster	label_type	cell_label	n_patients_responder	n_patients_non_responder	median_responder	median_non_responder	median_difference_responder_minus_non_responder	exact_test_name	raw_p	adjusted_p	analysis_status
paired pre/post within blood	blood	paired pre/post	B	B	major_cluster	B	3	3	0.00944956516493834	0.0249628640080251	-0.0155132988430868	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4T	major_cluster	CD4T	3	3	-0.0399882843734765	-0.0511436272674298	0.0111553428939534	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8T	major_cluster	CD8T	3	3	-0.011439607775336	0.023269484275663	-0.0347090920509991	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	ILC	ILC	major_cluster	ILC	3	3	0.0888006561606283	0.0905243755107337	-0.00172371935010535	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	Myeloid	Myeloid	major_cluster	Myeloid	3	3	-0.0296258226919385	0.0155535489122173	-0.0451793716041558	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	Plasma	Plasma	major_cluster	Plasma	2	2	0.00281143591919677	-0.00381457419297999	0.00662601011217677	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	gdT	gdT	major_cluster	gdT	3	3	0.00726500480713122	0.00102579647816435	0.00623920832896687	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	B	B_C01_IGHD	sub_cluster	B_C01_IGHD	3	3	0.00116589003498613	0.0299334183362117	-0.0287675283012256	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	B	B_C02_CD27	sub_cluster	B_C02_CD27	3	3	0.000521797065161742	-0.0113961715461885	0.0119179686113503	wilcoxon_rank_sum_exact_false	0.190430263825524	0.938375091689084	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C01_CCR7	sub_cluster	CD4_C01_CCR7	3	3	0.0400255855717635	0.0487457576385269	-0.0087201720667634	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C02_IL7R	sub_cluster	CD4_C02_IL7R	3	3	-0.000691661978683116	-0.00546546543213197	0.00477380345344885	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C03_CD44	sub_cluster	CD4_C03_CD44	3	3	0.000633539600920619	0.0232330279732398	-0.0225994883723191	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C04_GZMK	sub_cluster	CD4_C04_GZMK	3	3	-0.00145877164450585	-0.0072120086856924	0.00575323704118655	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C05_GNLY	sub_cluster	CD4_C05_GNLY	3	3	0.016811823207424	0.0101312725050721	0.00668055070235194	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C06_CXCL13	sub_cluster	CD4_C06_CXCL13	2	3	-0.000476168440428822	0.000549076084658454	-0.00102524452508728	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C07_CTLA4	sub_cluster	CD4_C07_CTLA4	0	3		0.000753652243586096		none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C08_FOXP3	sub_cluster	CD4_C08_FOXP3	3	3	-0.00618286939907518	0.0133776652045552	-0.0195605346036304	wilcoxon_rank_sum_exact_false	0.190430263825524	0.938375091689084	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD4T	CD4_C09_MKI67	sub_cluster	CD4_C09_MKI67	2	1	0.000173901514823612	-0.000189558672395035	0.000363460187218648	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C01_LEF1	sub_cluster	CD8_C01_LEF1	3	3	0.000940396549396424	-0.0171169931473485	0.0180573896967449	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C02_GPR183	sub_cluster	CD8_C02_GPR183	3	3	-0.00106836030726946	0.00636057241435039	-0.00742893272161985	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C03_CX3CR1	sub_cluster	CD8_C03_CX3CR1	3	3	0.0109065076751798	0.0248742653844623	-0.0139677577092825	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C04_GIMAP4	sub_cluster	CD8_C04_GIMAP4	3	2	-0.00101578440783228	-0.00837180540726664	0.00735602099943436	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C05_TCF7	sub_cluster	CD8_C05_TCF7	2	3	-0.00151182864383862	0.00758064256838425	-0.00909247121222286	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C06_KIR2DL3	sub_cluster	CD8_C06_KIR2DL3	3	3	0.0025053137808472	-0.00655450507703647	0.00905981885788367	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C07_KLRC2	sub_cluster	CD8_C07_KLRC2	2	2	-2.80037824233608e-05	0.000265761985576629	-0.00029376576799999	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C08_GZMK	sub_cluster	CD8_C08_GZMK	3	3	0.00738017284562569	0.000266956331019997	0.00711321651460569	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C09_LAYN	sub_cluster	CD8_C09_LAYN	2	3	6.14313644308767e-05	-9.65909609100941e-05	0.000158022325340971	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C10_SLC4A10	sub_cluster	CD8_C10_SLC4A10	3	3	0.0015150294260134	0.000630521329603319	0.000884508096410082	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	CD8T	CD8_C11_MKI67	sub_cluster	CD8_C11_MKI67	1	0	-3.05292635079492e-06			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	ILC2	ILC2	sub_cluster	ILC2	1	1	-0.000661172238561819	0.000153799341191609	-0.000814971579753428	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	ILC3	ILC3	sub_cluster	ILC3	2	1	-0.00024112332070374	-0.00016395590145898	-7.71674192447607e-05	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Macro	Macro_C01_FCN1	sub_cluster	Macro_C01_FCN1	2	3	0.000680740950924114	0.00220693135284383	-0.00152619040191972	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Mast	Mast	sub_cluster	Mast	1	2	-0.00173916403746191	0.000849596266147483	-0.00258876030360939	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Megakaryocyte	Megakaryocyte	sub_cluster	Megakaryocyte	2	2	-0.0027528198983699	0.000244721282749802	-0.0029975411811197	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Mono	Mono_C01_FCGR3A	sub_cluster	Mono_C01_FCGR3A	3	3	-0.00154966849672329	-0.00399463733617883	0.00244496883945554	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	Mono	Mono_C02_CD14	sub_cluster	Mono_C02_CD14	3	3	-0.0415910196593705	0.0169643575208707	-0.0585553771802412	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	Mono	Mono_C03_ITGA5	sub_cluster	Mono_C03_ITGA5	3	3	0.000100284350359841	0.0292305804494921	-0.0291302960991322	wilcoxon_rank_sum_exact_false	0.190430263825524	0.938375091689084	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	NKT-like	NKT-like	sub_cluster	NKT-like	3	2	0.00231655950664792	0.000631748676065574	0.00168481083058234	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	NK	NK_C01_FCGR3A	sub_cluster	NK_C01_FCGR3A	3	3	0.0953076424435563	0.0898777603802704	0.00542988206328594	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	NK	NK_C02_SELL	sub_cluster	NK_C02_SELL	3	3	0.00189113420352799	-0.00561723346156084	0.00750836766508882	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	NK	NK_C03_GZMK	sub_cluster	NK_C03_GZMK	2	2	0.000122713025239883	0.000198419819247447	-7.57067940075644e-05	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	NK	NK_C04_MKI67	sub_cluster	NK_C04_MKI67	3	3	5.78396853444062e-05	-0.000125496080297005	0.000183335765641411	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	Plasma	Plasma_C01_CD52	sub_cluster	Plasma_C01_CD52	2	2	0.00257372813658859	-0.00352715500006504	0.00610088313665363	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Plasma	Plasma_C02_SDC1	sub_cluster	Plasma_C02_SDC1	1	0	-1.06111662538586e-05			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	Plasma	Plasma_C03_SDC1_HSPA1A	sub_cluster	Plasma_C03_SDC1_HSPA1A	0	1		-7.58840147144352e-05		none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	cDC1	cDC1	sub_cluster	cDC1	3	1	-0.000584809556405294	0.00080767762150055	-0.00139248717790584	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	cDC2	cDC2_C01_CD1C	sub_cluster	cDC2_C01_CD1C	2	3	-0.00349281399910208	-0.000303536058857741	-0.00318927794024434	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	gdT	gdT_C01_GZMB	sub_cluster	gdT_C01_GZMB	2	2	0.0196187738334988	0.00106421012349008	0.0185545637100087	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	gdT	gdT_C02_GZMK	sub_cluster	gdT_C02_GZMK	2	3	-0.000465825538710999	-0.000569281474749317	0.000103455936038318	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within blood	blood	paired pre/post	gdT	gdT_C03_KLRG1	sub_cluster	gdT_C03_KLRG1	3	3	0.00568541792985297	-0.00136885559195335	0.00705427352180632	wilcoxon_rank_sum_exact_false	0.190430263825524	0.938375091689084	inferential_test_completed
paired pre/post within blood	blood	paired pre/post	pDC	pDC	sub_cluster	pDC	3	3	7.90620178521233e-05	-0.00291477405939648	0.0029938360772486	wilcoxon_rank_sum_exact_false	0.662520583540058	1	inferential_test_completed
paired pre/post within liver tumor	liver tumor	paired pre/post	B	B	major_cluster	B	4	1	-0.0282144432310133	-0.0356501792044163	0.00743573597340302	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4T	major_cluster	CD4T	4	1	0.0187257383551941	-0.0398616572243903	0.0585873955795844	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8T	major_cluster	CD8T	4	1	0.0489561462120087	-0.045760910547294	0.0947170567593026	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	ILC	ILC	major_cluster	ILC	4	1	-0.0387002398348606	-0.0368645082875978	-0.00183573154726278	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Myeloid	Myeloid	major_cluster	Myeloid	4	1	-0.0214667382821841	0.146991693065274	-0.168458431347458	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Plasma	Plasma	major_cluster	Plasma	4	1	0.00181106373651842	0.0103097714407456	-0.00849870770422714	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	gdT	gdT	major_cluster	gdT	4	1	0.000346477976072363	0.000835790757679306	-0.000489312781606943	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	B	B_C01_IGHD	sub_cluster	B_C01_IGHD	4	1	-0.00435469067062852	0.000665858480508898	-0.00502054915113742	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	B	B_C02_CD27	sub_cluster	B_C02_CD27	4	1	-0.0214707566023856	-0.0363160376849252	0.0148452810825396	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C01_CCR7	sub_cluster	CD4_C01_CCR7	4	1	0.0144619107034422	0.00142559993199976	0.0130363107714424	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C02_IL7R	sub_cluster	CD4_C02_IL7R	4	1	0.00106619426735531	-0.000155241710386477	0.00122143597774179	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C03_CD44	sub_cluster	CD4_C03_CD44	4	1	-0.00618876131351345	0.0132841670810773	-0.0194729283945908	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C04_GZMK	sub_cluster	CD4_C04_GZMK	4	1	0.129037832539694	-0.171605703547642	0.300643536087336	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C05_GNLY	sub_cluster	CD4_C05_GNLY	4	0	0.000620781737986634			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C06_CXCL13	sub_cluster	CD4_C06_CXCL13	4	1	0.00513870217104172	0.0382948911948296	-0.0331561890237879	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C07_CTLA4	sub_cluster	CD4_C07_CTLA4	4	1	-0.0148603981810304	0.0661700025185781	-0.0810304006996086	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C08_FOXP3	sub_cluster	CD4_C08_FOXP3	4	1	-0.0037024854714203	0.00306383727716972	-0.00676632274859002	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD4T	CD4_C09_MKI67	sub_cluster	CD4_C09_MKI67	3	1	-0.00224943756641081	0.00898557058366373	-0.0112350081500745	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C01_LEF1	sub_cluster	CD8_C01_LEF1	4	1	7.13636161017299e-05	-0.000539109636861488	0.000610473252963218	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C02_GPR183	sub_cluster	CD8_C02_GPR183	3	1	0.000372521632774204	-0.000157018244044068	0.000529539876818273	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C03_CX3CR1	sub_cluster	CD8_C03_CX3CR1	4	1	-0.000178943606297777	0.00234235962753469	-0.00252130323383246	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C04_GIMAP4	sub_cluster	CD8_C04_GIMAP4	4	0	0.000531954977374904			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C05_TCF7	sub_cluster	CD8_C05_TCF7	3	1	0.008638634969913	0.00101460570313767	0.00762402926677532	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C06_KIR2DL3	sub_cluster	CD8_C06_KIR2DL3	1	0	6.05664281751378e-05			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C07_KLRC2	sub_cluster	CD8_C07_KLRC2	4	1	0.0037028557434677	0.0174947568342225	-0.0137919010907548	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C08_GZMK	sub_cluster	CD8_C08_GZMK	4	1	0.132370605901062	-0.0465924649554821	0.178963070856544	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C09_LAYN	sub_cluster	CD8_C09_LAYN	4	1	-0.0462830513614785	0.0173911029281238	-0.0636741542896022	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C10_SLC4A10	sub_cluster	CD8_C10_SLC4A10	4	1	-0.00289269528566836	-0.0382950961794824	0.035402400893814	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	CD8T	CD8_C11_MKI67	sub_cluster	CD8_C11_MKI67	4	1	-0.00153576165996674	0.00124234365239741	-0.00277810531236415	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	ILC2	ILC2	sub_cluster	ILC2	3	0	-0.00614436012418075			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	ILC3	ILC3	sub_cluster	ILC3	4	1	-0.00369761909921972	-0.00130418068932512	-0.0023934384098946	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	LAMP3+ DC	LAMP3+ DC	sub_cluster	LAMP3+ DC	1	1	0.00102347853942698	0.00349218687330213	-0.00246870833387515	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Macro	Macro_C01_FCN1	sub_cluster	Macro_C01_FCN1	4	1	0.0292262536494343	0.0424605209807942	-0.0132342673313599	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Macro	Macro_C02_C1QC	sub_cluster	Macro_C02_C1QC	4	1	-0.00293003409813918	0.0490654681350674	-0.0519955022332066	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Macro	Macro_C03_TREM2	sub_cluster	Macro_C03_TREM2	3	1	0.00131895745949337	0.0049805121090584	-0.00366155464956503	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Macro	Macro_C04_IL1B	sub_cluster	Macro_C04_IL1B	0	1		-0.0144358391887199		none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Mast	Mast	sub_cluster	Mast	3	0	-0.00147800007665479			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Mono	Mono_C01_FCGR3A	sub_cluster	Mono_C01_FCGR3A	3	1	0.000595871181633514	0.00238772956402088	-0.00179185838238736	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Mono	Mono_C02_CD14	sub_cluster	Mono_C02_CD14	3	1	0.00119782460314309	0.0145688059001689	-0.0133709812970258	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Mono	Mono_C03_ITGA5	sub_cluster	Mono_C03_ITGA5	1	1	-0.000412390174060537	0.00220624981807612	-0.00261863999213666	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	NKT-like	NKT-like	sub_cluster	NKT-like	1	0	-6.96088184696439e-05			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	NK	NK_C01_FCGR3A	sub_cluster	NK_C01_FCGR3A	4	1	-0.0088011213646055	-0.0210417429380396	0.0122406215734341	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	NK	NK_C02_SELL	sub_cluster	NK_C02_SELL	3	1	-0.00556785033083749	-0.00024686985018765	-0.00532098048064984	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	NK	NK_C03_GZMK	sub_cluster	NK_C03_GZMK	4	1	-0.0124355352135619	-0.0136654385352835	0.00122990332172166	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	NK	NK_C04_MKI67	sub_cluster	NK_C04_MKI67	1	1	0.000222179103905561	0.00040566462788931	-0.000183485523983749	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Plasma	Plasma_C01_CD52	sub_cluster	Plasma_C01_CD52	2	0	-0.00194937173166371			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Plasma	Plasma_C02_SDC1	sub_cluster	Plasma_C02_SDC1	4	1	0.00538138647259258	0.00884590770688999	-0.00346452123429741	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	Plasma	Plasma_C03_SDC1_HSPA1A	sub_cluster	Plasma_C03_SDC1_HSPA1A	3	1	-0.00808869557730383	0.0013513271594689	-0.00944002273677274	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	cDC1	cDC1	sub_cluster	cDC1	4	1	-0.000846099039355613	0.00475721549394263	-0.00560331453329825	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	cDC2	cDC2_C01_CD1C	sub_cluster	cDC2_C01_CD1C	4	1	0.00368680713350663	0.0347336928217518	-0.0310468856882451	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	cDC2	cDC2_C02_MKI67	sub_cluster	cDC2_C02_MKI67	3	1	0.00056892223372044	0.00697904414563148	-0.00641012191191104	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	gdT	gdT_C01_GZMB	sub_cluster	gdT_C01_GZMB	1	0	-0.00248398673033441			none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	gdT	gdT_C02_GZMK	sub_cluster	gdT_C02_GZMK	4	1	0.000257894631840953	0.000902957395579793	-0.00064506276373884	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	gdT	gdT_C03_KLRG1	sub_cluster	gdT_C03_KLRG1	1	1	-0.000469098327847199	-0.000292239786673838	-0.000176858541173361	none_descriptive_only			descriptive_only_group_n_below_3
paired pre/post within liver tumor	liver tumor	paired pre/post	pDC	pDC	sub_cluster	pDC	4	1	-0.00152953417626988	-0.0037991172267599	0.00226958305049002	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	B	B	major_cluster	B	4	5	0.0387011726774395	0.0715221868563939	-0.0328210141789545	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4T	major_cluster	CD4T	4	5	0.236655744480535	0.17300131061599	0.0636544338645457	wilcoxon_rank_sum_exact_false	0.54029137460742	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8T	major_cluster	CD8T	4	5	0.335767091759102	0.22520908004779	0.110558011711312	wilcoxon_rank_sum_exact_false	0.11134688653314	0.938375091689084	inferential_test_completed
post-treatment blood	blood	post-treatment	ILC	ILC	major_cluster	ILC	4	5	0.165454320586814	0.177977733719689	-0.0125234131328754	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Myeloid	Myeloid	major_cluster	Myeloid	4	5	0.0862444492966015	0.116005316119233	-0.0297608668226314	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Plasma	Plasma	major_cluster	Plasma	2	3	0.0034122452786454	0.00113916840706284	0.00227307687158256	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	gdT	gdT	major_cluster	gdT	4	5	0.0189767247848681	0.0242488943114229	-0.00527216952655479	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	B	B_C01_IGHD	sub_cluster	B_C01_IGHD	4	5	0.0210289862275718	0.0645946451975286	-0.0435656589699568	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	B	B_C02_CD27	sub_cluster	B_C02_CD27	4	4	0.0175189393511172	0.00934947426592405	0.00816946508519318	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C01_CCR7	sub_cluster	CD4_C01_CCR7	4	5	0.0982935930661151	0.0973600449354054	0.000933548130709741	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C02_IL7R	sub_cluster	CD4_C02_IL7R	4	5	0.024919501360387	0.0200337015540161	0.00488579980637091	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C03_CD44	sub_cluster	CD4_C03_CD44	4	4	0.027117349834647	0.0309686617498828	-0.00385131191523577	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C04_GZMK	sub_cluster	CD4_C04_GZMK	4	4	0.0144625319715522	0.0125151006701207	0.00194743130143154	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C05_GNLY	sub_cluster	CD4_C05_GNLY	4	5	0.0242534976218041	0.02389486260454	0.000358635017264096	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C06_CXCL13	sub_cluster	CD4_C06_CXCL13	4	4	0.000250814430182186	0.00100972124077016	-0.00075890681058797	wilcoxon_rank_sum_exact_false	0.0606019697120061	0.938375091689084	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C07_CTLA4	sub_cluster	CD4_C07_CTLA4	3	4	0.000424868998725393	0.00108468857995978	-0.000659819581234387	wilcoxon_rank_sum_exact_false	0.21592493894014	0.952610024735913	inferential_test_completed
