stratum	derived_tissue	derived_timepoint	major_cluster	sub_cluster	label_type	cell_label	n_patients_responder	n_patients_non_responder	median_responder	median_non_responder	median_difference_responder_minus_non_responder	exact_test_name	raw_p	adjusted_p	analysis_status
post-treatment blood	blood	post-treatment	CD4T	CD4_C08_FOXP3	sub_cluster	CD4_C08_FOXP3	4	5	0.0190421296578873	0.0233529523447883	-0.00431082268690103	wilcoxon_rank_sum_exact_false	0.177909594986983	0.938375091689084	inferential_test_completed
post-treatment blood	blood	post-treatment	CD4T	CD4_C09_MKI67	sub_cluster	CD4_C09_MKI67	4	2	0.000335822896001853	0.000663199631353927	-0.000327376735352074	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	CD8T	CD8_C01_LEF1	sub_cluster	CD8_C01_LEF1	4	5	0.042890351669247	0.0347719993899649	0.00811835227928208	wilcoxon_rank_sum_exact_false	0.54029137460742	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C02_GPR183	sub_cluster	CD8_C02_GPR183	4	3	0.00348309475567287	0.00671038584718621	-0.00322729109151334	wilcoxon_rank_sum_exact_false	0.376759117811582	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C03_CX3CR1	sub_cluster	CD8_C03_CX3CR1	4	5	0.169346966018375	0.0932138037401195	0.0761331622782553	wilcoxon_rank_sum_exact_false	0.391267279282639	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C04_GIMAP4	sub_cluster	CD8_C04_GIMAP4	4	5	0.00699083974367381	0.00274515784657618	0.00424568189709763	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C05_TCF7	sub_cluster	CD8_C05_TCF7	4	3	0.00664273983891985	0.00793045600122007	-0.00128771616230022	wilcoxon_rank_sum_exact_false	0.595883090565178	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C06_KIR2DL3	sub_cluster	CD8_C06_KIR2DL3	4	5	0.0115657710552583	0.00549031569315236	0.00607545536210593	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C07_KLRC2	sub_cluster	CD8_C07_KLRC2	3	2	0.000708114997875655	0.000589809640274175	0.00011830535760148	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	CD8T	CD8_C08_GZMK	sub_cluster	CD8_C08_GZMK	4	5	0.0248080063272107	0.00531611923295994	0.0194918870942507	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C09_LAYN	sub_cluster	CD8_C09_LAYN	4	4	0.000695828756791094	0.000684740340862746	1.10884159283484e-05	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C10_SLC4A10	sub_cluster	CD8_C10_SLC4A10	4	5	0.011241855276361	0.00474653502942852	0.00649532024693249	wilcoxon_rank_sum_exact_false	0.27034414065478	1	inferential_test_completed
post-treatment blood	blood	post-treatment	CD8T	CD8_C11_MKI67	sub_cluster	CD8_C11_MKI67	3	2	0.000141622999575131	0.000516274555730995	-0.000374651556155864	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	ILC2	ILC2	sub_cluster	ILC2	4	1	0.00023466356526177	0.001194743130227	-0.000960079564965231	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	ILC3	ILC3	sub_cluster	ILC3	4	1	0.000157773864495547	0.00029868578255675	-0.000140911918061204	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	LAMP3+ DC	LAMP3+ DC	sub_cluster	LAMP3+ DC	0	1		9.63948332369385e-05		none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Macro	Macro_C01_FCN1	sub_cluster	Macro_C01_FCN1	4	4	0.00225732987163967	0.00150486225579957	0.000752467615840106	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Macro	Macro_C02_C1QC	sub_cluster	Macro_C02_C1QC	2	1	0.000246834472807058	0.000305017538508464	-5.81830657014066e-05	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Macro	Macro_C03_TREM2	sub_cluster	Macro_C03_TREM2	0	1		9.63948332369385e-05		none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Macro	Macro_C04_IL1B	sub_cluster	Macro_C04_IL1B	2	1	0.000131564841221344	0.00029868578255675	-0.000167120941335406	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Mast	Mast	sub_cluster	Mast	3	4	0.000258933195235629	0.000437300871019943	-0.000178367675784314	wilcoxon_rank_sum_exact_false	0.595883090565178	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Megakaryocyte	Megakaryocyte	sub_cluster	Megakaryocyte	4	3	0.000894297325541591	0.00173510699826489	-0.000840809672723302	wilcoxon_rank_sum_exact_false	0.21592493894014	0.952610024735913	inferential_test_completed
post-treatment blood	blood	post-treatment	Mono	Mono_C01_FCGR3A	sub_cluster	Mono_C01_FCGR3A	4	5	0.0103437360560283	0.0125448028673835	-0.00220106681135518	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Mono	Mono_C02_CD14	sub_cluster	Mono_C02_CD14	4	5	0.0388077692293312	0.0394911714448453	-0.000683402215514099	wilcoxon_rank_sum_exact_false	0.90252325017768	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Mono	Mono_C03_ITGA5	sub_cluster	Mono_C03_ITGA5	4	4	0.0143902370780748	0.0350084608658307	-0.020618223787756	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment blood	blood	post-treatment	NKT-like	NKT-like	sub_cluster	NKT-like	4	4	0.00201880199984697	0.00544416281413202	-0.00342536081428504	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment blood	blood	post-treatment	NK	NK_C01_FCGR3A	sub_cluster	NK_C01_FCGR3A	4	5	0.157026224551766	0.173249961872808	-0.0162237373210416	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment blood	blood	post-treatment	NK	NK_C02_SELL	sub_cluster	NK_C02_SELL	4	5	0.00627908522399862	0.00366021046210157	0.00261887476189705	wilcoxon_rank_sum_exact_false	0.27034414065478	1	inferential_test_completed
post-treatment blood	blood	post-treatment	NK	NK_C03_GZMK	sub_cluster	NK_C03_GZMK	3	4	0.000129466597617815	0.000603703321065215	-0.0004742367234474	wilcoxon_rank_sum_exact_false	0.376759117811582	1	inferential_test_completed
post-treatment blood	blood	post-treatment	NK	NK_C04_MKI67	sub_cluster	NK_C04_MKI67	4	5	0.00070439508709637	0.000963948332369385	-0.000259553245273015	wilcoxon_rank_sum_exact_false	0.54029137460742	1	inferential_test_completed
post-treatment blood	blood	post-treatment	Plasma	Plasma_C01_CD52	sub_cluster	Plasma_C01_CD52	2	3	0.00310847857147651	0.000949307005885703	0.00215917156559081	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Plasma	Plasma_C02_SDC1	sub_cluster	Plasma_C02_SDC1	1	0	0.000121506682867558			none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	Plasma	Plasma_C03_SDC1_HSPA1A	sub_cluster	Plasma_C03_SDC1_HSPA1A	1	1	0.000486026731470231	0.000189861401177141	0.00029616533029309	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	cDC1	cDC1	sub_cluster	cDC1	4	2	0.00032770413094841	0.00136466240388926	-0.00103695827294085	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	cDC2	cDC2_C01_CD1C	sub_cluster	cDC2_C01_CD1C	4	5	0.00308729855595191	0.0041816009557945	-0.0010943023998426	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	gdT	gdT_C01_GZMB	sub_cluster	gdT_C01_GZMB	4	2	0.0019062802268788	0.00150486225579957	0.00040141797107923	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment blood	blood	post-treatment	gdT	gdT_C02_GZMK	sub_cluster	gdT_C02_GZMK	3	3	0.0171363829485909	0.00597371565113501	0.0111626672974558	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
post-treatment blood	blood	post-treatment	gdT	gdT_C03_KLRG1	sub_cluster	gdT_C03_KLRG1	4	5	0.0109130591873658	0.00208847541294855	0.00882458377441729	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment blood	blood	post-treatment	pDC	pDC	sub_cluster	pDC	4	5	0.000627433201213431	0.001194743130227	-0.00056730992901357	wilcoxon_rank_sum_exact_false	0.713303173878458	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	B	B	major_cluster	B	4	4	0.0305320195874782	0.0359781064583506	-0.00544608687087244	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4T	major_cluster	CD4T	4	4	0.421709927301561	0.358639178205268	0.063070749096293	wilcoxon_rank_sum_exact_false	0.47048642205879	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8T	major_cluster	CD8T	4	4	0.370100558396813	0.253255432529813	0.116845125867	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	ILC	ILC	major_cluster	ILC	4	4	0.0137167305267626	0.0410479361885974	-0.0273312056618348	wilcoxon_rank_sum_exact_false	0.0606019697120061	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Myeloid	Myeloid	major_cluster	Myeloid	4	4	0.092486242720748	0.301239622554009	-0.208753379833261	wilcoxon_rank_sum_exact_false	0.0606019697120061	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Plasma	Plasma	major_cluster	Plasma	4	4	0.0108261994100215	0.00768626740748329	0.00313993200253823	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	gdT	gdT	major_cluster	gdT	4	4	0.00385829002215719	0.00579625953914504	-0.00193796951698785	wilcoxon_rank_sum_exact_false	0.47048642205879	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	B	B_C01_IGHD	sub_cluster	B_C01_IGHD	4	4	0.0041186727848183	0.0110736355204096	-0.00695496273559134	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	B	B_C02_CD27	sub_cluster	B_C02_CD27	4	4	0.0264133468026599	0.0214437954371532	0.00496955136550666	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C01_CCR7	sub_cluster	CD4_C01_CCR7	4	4	0.0175177751590587	0.0107933125140671	0.00672446264499161	wilcoxon_rank_sum_exact_false	0.47048642205879	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C02_IL7R	sub_cluster	CD4_C02_IL7R	4	4	0.00386391737757842	0.00201395553333104	0.00184996184424739	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C03_CD44	sub_cluster	CD4_C03_CD44	4	4	0.0764974639805753	0.0300874599655087	0.0464100040150666	wilcoxon_rank_sum_exact_false	0.312321421676216	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C04_GZMK	sub_cluster	CD4_C04_GZMK	4	4	0.249431772585066	0.153246643261887	0.0961851293231787	wilcoxon_rank_sum_exact_false	0.47048642205879	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C05_GNLY	sub_cluster	CD4_C05_GNLY	4	4	0.00214732750957234	0.00255430081823993	-0.000406973308667593	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C06_CXCL13	sub_cluster	CD4_C06_CXCL13	4	4	0.0188872713815522	0.0200821930476118	-0.00119492166605964	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C07_CTLA4	sub_cluster	CD4_C07_CTLA4	4	4	0.0441668593084418	0.0794258045830411	-0.0352589452745992	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C08_FOXP3	sub_cluster	CD4_C08_FOXP3	4	4	0.00355707958304048	0.00393227408282692	-0.000375194499786443	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD4T	CD4_C09_MKI67	sub_cluster	CD4_C09_MKI67	3	4	0.00221325348261945	0.00813470066518847	-0.00592144718256902	wilcoxon_rank_sum_exact_false	0.376759117811582	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C01_LEF1	sub_cluster	CD8_C01_LEF1	4	3	0.00236829467850903	0.000868055555555556	0.00150023912295347	wilcoxon_rank_sum_exact_false	0.595883090565178	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C02_GPR183	sub_cluster	CD8_C02_GPR183	4	4	0.000824268654299577	0.000512044642938264	0.000312224011361313	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C03_CX3CR1	sub_cluster	CD8_C03_CX3CR1	4	4	0.0128649927170268	0.0232212327514861	-0.0103562400344593	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C04_GIMAP4	sub_cluster	CD8_C04_GIMAP4	4	4	0.000832175590095517	0.000877486757822124	-4.53111677266066e-05	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C05_TCF7	sub_cluster	CD8_C05_TCF7	4	4	0.0119506136152681	0.00403660486533123	0.00791400874993683	wilcoxon_rank_sum_exact_false	0.885233914473202	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C06_KIR2DL3	sub_cluster	CD8_C06_KIR2DL3	3	3	0.00065095690665278	0.000665188470066519	-1.42315634137392e-05	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C07_KLRC2	sub_cluster	CD8_C07_KLRC2	4	4	0.0142374038216846	0.0282033653124766	-0.0139659614907919	wilcoxon_rank_sum_exact_false	0.312321421676216	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C08_GZMK	sub_cluster	CD8_C08_GZMK	4	4	0.239257074503421	0.11704057657356	0.122216497929861	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C09_LAYN	sub_cluster	CD8_C09_LAYN	4	4	0.0350718680799067	0.0314751317615725	0.00359673631833422	wilcoxon_rank_sum_exact_false	0.665005542102029	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C10_SLC4A10	sub_cluster	CD8_C10_SLC4A10	4	4	0.0459925542465711	0.0532550837797334	-0.00726252953316238	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	CD8T	CD8_C11_MKI67	sub_cluster	CD8_C11_MKI67	4	4	0.000740043501655382	0.00481399525799322	-0.00407395175633783	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	ILC2	ILC2	sub_cluster	ILC2	3	3	0.000568747333996872	0.000443458980044346	0.000125288353952526	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	ILC3	ILC3	sub_cluster	ILC3	4	4	0.000408937692907753	0.000395340601133284	1.35970917744693e-05	wilcoxon_rank_sum_exact_false	1	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	LAMP3+ DC	LAMP3+ DC	sub_cluster	LAMP3+ DC	3	4	0.00049825610363727	0.00135519298832983	-0.000856936884692556	wilcoxon_rank_sum_exact_false	0.376759117811582	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Macro	Macro_C01_FCN1	sub_cluster	Macro_C01_FCN1	4	4	0.0330586474693792	0.0640674787126746	-0.0310088312432954	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Macro	Macro_C02_C1QC	sub_cluster	Macro_C02_C1QC	4	4	0.00612635546715355	0.0524816047805933	-0.0463552493134398	wilcoxon_rank_sum_exact_false	0.312321421676216	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Macro	Macro_C03_TREM2	sub_cluster	Macro_C03_TREM2	4	4	0.00635340380666713	0.0427714646464646	-0.0364180608397975	wilcoxon_rank_sum_exact_false	0.112351197690464	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Macro	Macro_C04_IL1B	sub_cluster	Macro_C04_IL1B	1	4	0.00364535867725557	0.00154327500187561	0.00210208367537996	none_descriptive_only			descriptive_only_group_n_below_3
post-treatment liver tumor	liver tumor	post-treatment	Mast	Mast	sub_cluster	Mast	3	3	0.000142186833499218	0.000886917960088692	-0.000744731126589474	wilcoxon_rank_sum_exact_false	0.382733088885226	1	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Mono	Mono_C01_FCGR3A	sub_cluster	Mono_C01_FCGR3A	4	4	0.00240551561013387	0.00718504855541466	-0.00477953294528078	wilcoxon_rank_sum_exact_false	0.193930852282411	0.938375091689084	inferential_test_completed
post-treatment liver tumor	liver tumor	post-treatment	Mono	Mono_C02_CD14	sub_cluster	Mono_C02_CD14	4	4	0.00281404968175814	0.0252815018334182	-0.0224674521516601	wilcoxon_rank_sum_exact_false	0.0303828219765775	0.938375091689084	inferential_test_completed
