dataset_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	marker_rank
GSE178318	1.05125574820174e-217	4.62378415269431	0.228	0.017	3.53852684844704e-213	6	BCL7A	6
GSE178318	0	4.51086216131155	0.869	0.028	0	6	IGHD	7
GSE178318	0	4.27973220646178	0.328	0.021	0	6	FAM129C	8
GSE178318	5.44532454941615e-230	4.21782148445607	0.238	0.017	1.83289624333348e-225	6	RP11-231C14.7	9
GSE178318	2.59775199784742e-135	4.15240148074401	0.14	0.01	8.74403322475442e-131	6	SNX22	10
GSE178318	1.72061181675634e-101	4.04305242444941	0.136	0.014	5.79157937520183e-97	6	PCDH9	11
GSE178318	5.0281070626134e-111	3.94895476307852	0.169	0.02	1.69246083727567e-106	6	CD200	12
GSE178318	7.6375433225642e-157	3.9119314090374	0.176	0.014	2.57079708237511e-152	6	RP11-693J15.5	13
GSE178318	1.63451077442843e-252	3.83470801862169	0.29	0.024	5.50176326672609e-248	6	FCRL1	14
GSE178318	6.3085746249722e-181	3.81744819334621	0.273	0.032	2.12346621876564e-176	6	CDCA7L	15
GSE178318	0	3.79200424430721	0.456	0.043	0	6	CD22	16
GSE178318	0	3.7830826747413	0.478	0.056	0	6	HVCN1	17
GSE178318	1.13550121508116e-294	3.77590661622237	0.47	0.062	3.82209708996317e-290	6	IL4R	18
GSE178318	0	3.68657161713052	0.506	0.061	0	6	FAM26F	19
GSE178318	0	3.67941046756682	0.528	0.052	0	6	LINC00926	20
GSE178318	5.94590070663993e-118	3.67500406574658	0.183	0.022	2.001390177855e-113	6	BTLA	21
GSE178318	0	3.6023751792566	0.864	0.195	0	6	CD79B	22
GSE178318	4.28351944613165e-291	3.5518730355185	0.389	0.04	1.44183264556791e-286	6	MARCH1	23
GSE178318	3.75447318020722e-42	3.45681915337936	0.123	0.026	1.26375567245775e-37	6	CD180	24
GSE178318	2.25313015271871e-203	3.42211521341579	0.32	0.039	7.58403609405117e-199	6	FCRLA	25
GSE178318	3.1208861139505e-64	3.40998628444632	0.1	0.012	1.05049026595574e-59	6	HS3ST1	26
GSE178318	5.68633002481944e-160	3.39114916333048	0.354	0.064	1.91401868635422e-155	6	HLA-DOB	27
GSE178318	5.78167544683612e-139	3.38828626649542	0.285	0.046	1.94611195540504e-134	6	SESN1	28
GSE178318	8.32658037083617e-228	3.34089738086107	0.418	0.062	2.80272695282346e-223	6	P2RX5	29
GSE178318	2.08745420419271e-85	3.28329715254383	0.133	0.015	7.02637085131266e-81	6	AFF3	30
GSE178318	5.0512611682729e-125	3.18054125247799	0.216	0.028	1.70025450924066e-120	6	STAG3	31
GSE178318	3.51790243752392e-132	3.17081501385678	0.219	0.028	1.18412596047055e-127	6	CD72	32
GSE178318	1.23699676836228e-123	3.13789053609991	0.287	0.051	4.16373112230744e-119	6	CH17-373J23.1	33
GSE178318	1.38069041856785e-66	3.11884799415866	0.114	0.015	4.64740394889938e-62	6	BACH2	34
GSE178318	6.14582680713108e-102	3.10559748024637	0.32	0.078	2.06868530328032e-97	6	EAF2	35
GSE178318	3.26563836946395e-211	3.08332393485124	0.458	0.081	1.09921387516157e-206	6	RNASE6	36
GSE178318	5.28228298666181e-130	3.07106985441399	0.237	0.033	1.77801645331036e-125	6	BCL11A	37
GSE178318	1.01258700150838e-61	3.06894649121919	0.216	0.054	3.40836784707722e-57	6	C16orf74	38
GSE178318	4.39451439450369e-127	3.01415510675399	0.259	0.04	1.47919354518994e-122	6	QRSL1	39
GSE178318	1.736787706246e-116	2.99499159035572	0.453	0.144	5.84602741922404e-112	6	PLPP5	40
GSE178318	1.16591242363689e-206	2.97386569668683	0.449	0.079	3.92446121796176e-202	6	VPREB3	41
GSE178318	2.36016132798231e-133	2.94867728341186	0.345	0.07	7.94430302998846e-129	6	TSPAN13	42
GSE178318	3.13673464404663e-45	2.9249218830472	0.128	0.026	1.0558248811861e-40	6	IL6	43
GSE178318	6.17247291310407e-83	2.88395147051544	0.245	0.054	2.07765438255083e-78	6	RALGPS2	44
GSE178318	1.95811265875847e-65	2.81574699612307	0.124	0.018	6.59100720938102e-61	6	LINC01215	45
GSE178318	0	2.79804961725827	0.76	0.129	0	6	MS4A1	46
GSE178318	9.43772881825194e-46	2.71991367249587	0.124	0.024	3.1767395202236e-41	6	HLA-DOA	47
GSE178318	4.47173088338864e-176	2.70345943932711	0.458	0.094	1.50518461534862e-171	6	TNFRSF13C	48
GSE178318	2.77848080443874e-75	2.69111806578621	0.185	0.033	9.35236638774081e-71	6	GAPT	49
GSE178318	1.95923084671613e-146	2.65791086314009	0.52	0.15	6.59477103004649e-142	6	NCF1	50
GSE178318	0	7.24558699530414	0.145	0.001	0	7	MIR3945HG	1
GSE178318	0	7.10287441163087	0.24	0.006	0	7	RETN	2
GSE178318	0	6.9944002065807	0.335	0.011	0	7	IL1RN	3
GSE178318	0	6.84717917970651	0.384	0.007	0	7	C5AR1	4
GSE178318	1.92936537876977e-257	6.83507915376996	0.121	0.001	6.49424386493903e-253	7	CLEC5A	5
GSE178318	0	6.7806175689741	0.819	0.158	0	7	CXCL8	6
GSE178318	1.08247955331763e-227	6.7390674749476	0.121	0.002	3.64362617646716e-223	7	GPR84	7
GSE178318	0	6.72843885162448	0.559	0.05	0	7	IL1B	8
GSE178318	0	6.68594996105509	0.166	0.003	0	7	MCEMP1	9
GSE178318	1.95371633736486e-192	6.66501590379443	0.106	0.002	6.57620919157013e-188	7	HCAR3	10
GSE178318	0	6.63362954248917	0.551	0.065	0	7	CXCL3	11
GSE178318	0	6.6212466589052	0.337	0.006	0	7	CD163	12
GSE178318	0	6.58566114182489	0.408	0.026	0	7	C1QC	13
GSE178318	0	6.57575755240333	0.229	0.003	0	7	FPR1	14
GSE178318	0	6.5514170423607	0.181	0.003	0	7	AQP9	15
GSE178318	3.6681581665099e-150	6.39403300852784	0.495	0.115	1.23470203884723e-145	7	SPP1	16
GSE178318	2.30718822892342e-261	6.38574802635635	0.456	0.058	7.76599557855623e-257	7	C1QA	17
GSE178318	1.36038325571779e-268	6.38404050801635	0.179	0.005	4.57905003874608e-264	7	SLC1A3	18
GSE178318	0	6.32815831942403	0.309	0.007	0	7	LINC01272	19
GSE178318	0	6.22396702706096	0.333	0.017	0	7	EREG	20
GSE178318	1.68513859831692e-251	6.21790557104962	0.434	0.054	5.67217652193477e-247	7	C1QB	21
GSE178318	5.08792001913069e-255	6.20430029282479	0.156	0.004	1.71259387843939e-250	7	MARCO	22
GSE178318	0	6.16136482722864	0.523	0.015	0	7	MS4A7	23
GSE178318	0	6.14292699954922	0.367	0.01	0	7	OLR1	24
GSE178318	0	6.13747135151273	0.251	0.006	0	7	VSIG4	25
GSE178318	0	6.12863183181808	0.263	0.009	0	7	TREM1	26
GSE178318	1.1028663682041e-131	6.1183927400818	0.33	0.056	3.712248195375e-127	7	CCL20	27
GSE178318	0	6.04716963660778	0.341	0.01	0	7	MS4A4A	28
GSE178318	0	6.04377262833068	0.259	0.005	0	7	MSR1	29
GSE178318	0	6.02683950334578	0.389	0.011	0	7	SLC11A1	30
GSE178318	6.96588306285794e-270	6.02412220412806	0.145	0.003	2.34471623895798e-265	7	FPR3	31
GSE178318	0	6.0065459115993	0.296	0.008	0	7	CSF1R	32
GSE178318	0	5.98008856153578	0.212	0.005	0	7	FCGR1A	33
GSE178318	0	5.9484277510697	0.473	0.021	0	7	CD14	34
GSE178318	0	5.91534993437913	0.259	0.007	0	7	TREM2	35
GSE178318	5.07446395701099e-247	5.90479252050367	0.212	0.01	1.7080645679299e-242	7	SDS	36
GSE178318	0	5.90243380151448	0.22	0.006	0	7	SLC16A10	37
GSE178318	5.83637259736513e-247	5.76576815017906	0.151	0.004	1.9645230162731e-242	7	CLEC4E	38
GSE178318	2.87498807168452e-297	5.76538359156693	0.156	0.003	9.67720984929008e-293	7	TLR2	39
GSE178318	4.39186897251867e-201	5.6496659714987	0.179	0.009	1.47830309614978e-196	7	FOLR2	40
GSE178318	1.79318083348191e-182	5.64292175786945	0.119	0.003	6.0358466855001e-178	7	CSF3R	41
GSE178318	5.1268242632584e-225	5.64212743547784	0.179	0.007	1.72568904701278e-220	7	SLCO2B1	42
GSE178318	0	5.63793851533262	0.296	0.008	0	7	CSF2RA	43
GSE178318	0	5.60862344695138	0.242	0.008	0	7	PILRA	44
GSE178318	2.93607429744407e-238	5.59432675136938	0.188	0.008	9.88282608519675e-234	7	VMO1	45
GSE178318	1.99835874146489e-188	5.58264352592291	0.413	0.064	6.72647552377082e-184	7	G0S2	46
GSE178318	0	5.55788303433316	0.406	0.015	0	7	SERPINA1	47
GSE178318	4.05146562287279e-107	5.48747778658403	0.121	0.008	1.36372332865898e-102	7	MERTK	48
GSE178318	0	5.47632067586889	0.419	0.02	0	7	FCGR2A	49
GSE178318	0	5.42604409645594	0.633	0.096	0	7	CXCL2	50
GSE178318	4.1188754467797e-133	4.44670337844416	0.119	0.006	1.38641347538605e-128	8	ADTRP	1
GSE178318	0	4.36507371551481	0.387	0.02	0	8	MAL	2
GSE178318	0	4.14529891764781	0.381	0.027	0	8	LEF1	3
GSE178318	4.54190708330124e-183	4.12476459613614	0.203	0.013	1.5288059242392e-178	8	TRABD2A	4
GSE178318	4.12013167956342e-160	3.90637310559234	0.145	0.007	1.38683632334105e-155	8	LINC01550	5
GSE178318	5.38138567254726e-104	3.72516899937799	0.175	0.019	1.81137441737941e-99	8	EPHX2	6
GSE178318	1.21408827939455e-188	3.59023689980555	0.346	0.042	4.08662114844206e-184	8	LDLRAP1	7
GSE178318	2.22033031478132e-50	3.31002141879327	0.158	0.031	7.47363183955394e-46	8	FHIT	8
GSE178318	4.9454573074911e-83	3.1273108739419	0.119	0.01	1.6646409297015e-78	8	RP11-18H21.1	9
GSE178318	3.67925508629468e-118	3.05476016625333	0.171	0.015	1.23843726204679e-113	8	NELL2	10
GSE178318	1.7406999388904e-127	2.94673999411254	0.284	0.04	5.8591959943051e-123	8	FLT3LG	11
GSE178318	6.61559516173563e-117	2.80506221191887	0.294	0.047	2.22680933144021e-112	8	SATB1	12
GSE178318	2.96052516051017e-63	2.80485796413027	0.104	0.011	9.96512769027723e-59	8	AC013264.2	13
GSE178318	1.42119653460154e-83	2.79031700227074	0.216	0.035	4.78374753546879e-79	8	SERINC5	14
GSE178318	1.05924207420628e-83	2.7056713197654	0.18	0.024	3.56540882177835e-79	8	TESPA1	15
GSE178318	2.74919029712095e-75	2.60296923016638	0.186	0.028	9.25377454010911e-71	8	CAMK4	16
GSE178318	1.16118532205756e-69	2.59251117612921	0.238	0.049	3.90854979404575e-65	8	SH3YL1	17
GSE178318	0	2.49989908274343	0.82	0.139	0	8	IL7R	18
GSE178318	3.77186966127972e-69	2.43420031604552	0.171	0.026	1.26961132798675e-64	8	IPCEF1	19
GSE178318	1.27022863722496e-156	2.38472836116083	0.465	0.087	4.27558959289921e-152	8	CCR7	20
GSE178318	6.26550890298427e-34	2.36662841023664	0.108	0.021	2.10897029674451e-29	8	PASK	21
GSE178318	1.05793899837845e-119	2.34843807454051	0.31	0.048	3.56102266854187e-115	8	LINC00861	22
GSE178318	2.08932828455278e-48	2.30535250847742	0.165	0.033	7.03267900580466e-44	8	DGKA	23
GSE178318	5.34694312488317e-87	2.3007978031576	0.277	0.052	1.79978105583567e-82	8	OXNAD1	24
GSE178318	2.53249391933271e-96	2.21555703341596	0.342	0.072	8.5243745324739e-92	8	RCAN3	25
GSE178318	1.3293462064405e-85	2.21503739273712	0.509	0.18	4.47457933087874e-81	8	NOSIP	26
GSE178318	1.8948478909227e-154	2.2103202838441	0.589	0.139	6.37805800084581e-150	8	SELL	27
GSE178318	6.82852225257837e-195	2.20345325200783	0.528	0.087	2.29848059021788e-190	8	CD3G	28
GSE178318	2.1915307173615e-28	2.18610683151387	0.123	0.03	7.37669239463881e-24	8	ADPRM	29
GSE178318	7.80819350314198e-99	2.16986401542808	0.286	0.048	2.62823793315759e-94	8	TXK	30
GSE178318	9.01475244892519e-62	2.11394341031811	0.13	0.017	3.03436567430822e-57	8	CD40LG	31
GSE178318	3.86785189826376e-156	2.09440118889766	0.745	0.23	1.30191894895558e-151	8	PIK3IP1	32
GSE178318	1.99120143089509e-32	2.07351036597229	0.18	0.052	6.70238401639289e-28	8	STMN3	33
GSE178318	4.1122732786595e-151	2.05084747401693	0.857	0.444	1.38419118559679e-146	8	LDHB	34
GSE178318	5.28250346582993e-96	2.03679728479174	0.297	0.053	1.77809066659835e-91	8	TRAT1	35
GSE178318	1.01443977733133e-36	1.99516962420667	0.232	0.075	3.41460429049726e-32	8	TSHZ2	36
GSE178318	1.65804135078446e-28	1.98181709034492	0.119	0.028	5.58096718674049e-24	8	ZNF101	37
GSE178318	1.36581315982649e-62	1.95126503205884	0.223	0.045	4.59732709597598e-58	8	ITK	38
GSE178318	4.92902225985867e-35	1.92377758225102	0.173	0.046	1.65910889266843e-30	8	PRKCA	39
GSE178318	9.00266207844128e-22	1.90771912166352	0.104	0.027	3.03029605560333e-17	8	TACC3	40
GSE178318	1.12172086934374e-56	1.88572283275557	0.245	0.058	3.77571244621103e-52	8	GIMAP1	41
GSE178318	1.70314182291327e-27	1.87683279624165	0.11	0.025	5.73277537592606e-23	8	CENPK	42
GSE178318	2.27667828966513e-25	1.87348201365382	0.147	0.044	7.66329912301283e-21	8	SUSD3	43
GSE178318	3.25540597398759e-21	1.86975182535422	0.121	0.035	1.09576965084422e-16	8	AP3M2	44
GSE178318	3.29178274348186e-27	1.84726481496147	0.154	0.045	1.108014071456e-22	8	THEM4	45
GSE178318	1.85044806583336e-97	1.81880514081077	0.396	0.088	6.22860818959509e-93	8	GIMAP7	46
GSE178318	2.87684419009731e-34	1.80843503877188	0.171	0.045	9.68345754386755e-30	8	RIC3	47
GSE178318	1.1994363928663e-17	1.8047577160148	0.102	0.03	4.03730289838797e-13	8	LINS1	48
GSE178318	1.35864862441986e-62	1.80331846439028	0.216	0.042	4.57321126979724e-58	8	BCL11B	49
GSE178318	2.72981364955495e-25	1.80004305151477	0.104	0.024	9.18855274440195e-21	8	TNFSF8	50
GSE178318	0	11.1027936133549	0.133	0	0	9	OR51E1	1
GSE178318	0	10.9996044591365	0.249	0	0	9	GPR20	2
GSE178318	2.57530350247733e-279	10.9562431868443	0.1	0	8.66847158933868e-275	9	CASQ2	3
GSE178318	0	10.7448864401775	0.282	0.001	0	9	RERGL	4
GSE178318	0	10.3076420381516	0.254	0	0	9	COX4I2	5
GSE178318	0	9.59642397913479	0.31	0.001	0	9	HIGD1B	6
GSE178318	0	9.54687493513639	0.126	0	0	9	HRC	7
GSE178318	8.29090639110492e-307	9.30473393692573	0.114	0	2.79071909124592e-302	9	FHL5	8
GSE178318	0	8.45184094713779	0.161	0.001	0	9	KCNA5	9
GSE178318	0	8.35244543159395	0.46	0.005	0	9	PLN	10
GSE178318	0	8.31360583463045	0.201	0.001	0	9	CDH6	11
GSE178318	0	8.2952317916589	0.258	0.001	0	9	ITGA7	12
GSE178318	1.05302299491861e-264	8.24904231939621	0.109	0.001	3.54447540089603e-260	9	SBSPON	13
GSE178318	0	8.18019294617256	0.645	0.016	0	9	RGS5	14
GSE178318	0	7.96561117138326	0.147	0.001	0	9	CACNA1H	15
GSE178318	0	7.9544406623884	0.358	0.002	0	9	EFHD1	16
GSE178318	0	7.76822657158312	0.671	0.008	0	9	MYH11	17
GSE178318	0	7.75085949746767	0.588	0.013	0	9	NDUFA4L2	18
GSE178318	2.34607547571846e-246	7.74357129490814	0.104	0.001	7.89689005126834e-242	9	RP11-394O4.5	19
GSE178318	2.44006681554306e-246	7.73584849237613	0.104	0.001	8.21326490111793e-242	9	SUSD5	20
GSE178318	0	7.71919465364104	0.123	0	0	9	LDB3	21
GSE178318	0	7.5968371421024	0.346	0.004	0	9	TBX2	22
GSE178318	6.72848571743964e-253	7.4703870390791	0.107	0.001	2.26480829249018e-248	9	CABP1	23
GSE178318	0	7.3623052408642	0.246	0.003	0	9	FOXC2	24
GSE178318	0	7.29016315196974	0.336	0.004	0	9	TBX2-AS1	25
GSE178318	0	7.22379713963141	0.64	0.016	0	9	CSRP2	26
GSE178318	0	7.14164232234382	0.218	0.003	0	9	GJC1	27
GSE178318	0	7.12549887219509	0.182	0.002	0	9	CSPG4	28
GSE178318	0	7.05219739205606	0.661	0.014	0	9	NOTCH3	29
GSE178318	0	7.0089499823752	0.268	0.002	0	9	LGI4	30
GSE178318	2.07532967644384e-268	6.9320209807243	0.133	0.002	6.98555969090995e-264	9	ENPEP	31
GSE178318	0	6.79836043298344	0.22	0.004	0	9	NFASC	32
GSE178318	1.25437545051306e-200	6.77136349511174	0.109	0.002	4.22222776642695e-196	9	NTF3	33
GSE178318	0	6.75831050633384	0.168	0.003	0	9	GPR4	34
GSE178318	0	6.74118238261757	0.178	0.003	0	9	FAM162B	35
GSE178318	3.43712096333962e-239	6.72030606232432	0.137	0.003	1.15693491626012e-234	9	SLC7A2	36
GSE178318	0	6.70345138036376	0.808	0.049	0	9	ADIRF	37
GSE178318	0	6.69968725109766	0.334	0.005	0	9	FOXS1	38
GSE178318	1.94248217939263e-192	6.66555836039432	0.114	0.002	6.53839501583559e-188	9	PTH1R	39
GSE178318	0	6.65672926041762	0.481	0.004	0	9	GJA4	40
GSE178318	0	6.64499292868929	0.348	0.007	0	9	CARMN	41
GSE178318	0	6.52512299289831	0.194	0.002	0	9	KLHL23	42
GSE178318	0	6.51766889235688	0.41	0.01	0	9	LMOD1	43
GSE178318	9.93014898465642e-198	6.51640517016512	0.107	0.002	3.34248814823535e-193	9	USP2	44
GSE178318	0	6.51584970997007	0.668	0.014	0	9	TINAGL1	45
GSE178318	0	6.4393673816033	0.325	0.009	0	9	RASL12	46
GSE178318	0	6.43522414171152	0.227	0.004	0	9	WFDC1	47
GSE178318	0	6.37942467232771	0.27	0.006	0	9	HEYL	48
GSE178318	1.39288889860211e-251	6.37376664719959	0.164	0.004	4.68846403269472e-247	9	DAAM2	49
GSE178318	6.93922875963559e-233	6.36195721441415	0.133	0.003	2.33574440049334e-228	9	NPNT	50
GSE178318	4.89894621092468e-300	13.2030482689179	0.104	0	1.64898529459725e-295	10	ADCYAP1	1
GSE178318	0	12.8905120509554	0.122	0	0	10	CMA1	2
GSE178318	0	12.1802699428217	0.988	0.014	0	10	TPSAB1	3
GSE178318	0	11.9478044983792	0.238	0	0	10	GCSAML	4
GSE178318	0	11.8715934922298	0.14	0	0	10	TPSG1	5
GSE178318	0	11.5309330992053	0.997	0.049	0	10	TPSB2	6
GSE178318	0	11.509059513514	0.991	0.005	0	10	CPA3	7
GSE178318	0	11.3749273468108	0.363	0.002	0	10	CTSG	8
GSE178318	0	11.0268528629119	0.848	0.002	0	10	MS4A2	9
GSE178318	0	10.5739865748974	0.375	0	0	10	AC004791.2	10
GSE178318	0	10.351030768916	0.18	0	0	10	TPSD1	11
GSE178318	0	10.3424575521456	0.372	0.001	0	10	SVOPL	12
GSE178318	0	10.2495483234292	0.735	0.002	0	10	SLC18A2	13
GSE178318	0	10.2064227307073	0.558	0.001	0	10	HDC	14
GSE178318	2.82494188069509e-292	9.57305427628133	0.11	0	9.50875437041967e-288	10	GATA1	15
GSE178318	0	9.54264631831782	0.631	0.002	0	10	RP11-354E11.2	16
GSE178318	0	9.2395141070979	0.875	0.006	0	10	HPGDS	17
GSE178318	6.19554648371992e-307	9.11158531592049	0.125	0.001	2.08542094642012e-302	10	CDK15	18
GSE178318	0	8.53009546554914	0.503	0.005	0	10	MAOB	19
GSE178318	9.79526592680022e-283	8.41868736698679	0.131	0.001	3.29708651096096e-278	10	CADPS	20
GSE178318	0	8.31600418469913	0.506	0.003	0	10	KIT	21
GSE178318	0	8.18250418594077	0.756	0.009	0	10	GATA2	22
GSE178318	0	8.03220722170144	0.143	0.001	0	10	ENPP3	23
GSE178318	0	8.00614200841777	0.14	0.001	0	10	GFRA3	24
GSE178318	0	7.89126311959346	0.162	0.001	0	10	ITGA2B	25
GSE178318	0	7.83032521387665	0.232	0.002	0	10	MLPH	26
GSE178318	0	7.6803955245172	0.726	0.016	0	10	VWA5A	27
GSE178318	3.09214773807288e-255	7.52683617209758	0.107	0.001	1.04081692863533e-250	10	KRT1	28
GSE178318	0	7.46206737424462	0.177	0.002	0	10	KCNH2	29
GSE178318	0	7.28941253433335	0.921	0.036	0	10	LTC4S	30
GSE178318	0	7.28510867007247	0.259	0.003	0	10	SLC45A3	31
GSE178318	0	7.28100868976162	0.604	0.005	0	10	IL1RL1	32
GSE178318	7.56141721260417e-240	7.27268058185659	0.14	0.002	2.54517303376256e-235	10	TMEM233	33
GSE178318	0	6.96827807530066	0.601	0.012	0	10	RGS13	34
GSE178318	0	6.96717817575921	0.277	0.003	0	10	NTRK1	35
GSE178318	2.10589472668782e-211	6.93724264026878	0.116	0.002	7.08844165003119e-207	10	TAL1	36
GSE178318	3.74269315519741e-262	6.9157790157805	0.134	0.002	1.25979051603945e-257	10	RP11-557H15.4	37
GSE178318	1.08663426449259e-207	6.71471573082688	0.11	0.001	3.65761093428205e-203	10	RASGRP4	38
GSE178318	0	6.62365477515487	0.277	0.004	0	10	FLJ21408	39
GSE178318	3.89805258972933e-221	6.62238194633151	0.146	0.003	1.31208450170289e-216	10	TCTEX1D1	40
GSE178318	0	6.47972808841575	0.546	0.02	0	10	C1orf186	41
GSE178318	0	6.46306241232962	0.363	0.007	0	10	FCER1A	42
GSE178318	0	6.43642587366376	0.494	0.013	0	10	PTGS1	43
GSE178318	0	5.8198249920554	0.229	0.006	0	10	CD33	44
GSE178318	9.30824636877023e-267	5.76832677368789	0.241	0.009	3.13315572772806e-262	10	STXBP6	45
GSE178318	2.09593030642591e-227	5.75005991334059	0.195	0.007	7.05490141142962e-223	10	DHRS9	46
GSE178318	6.62276693373834e-293	5.74774495983225	0.223	0.006	2.22922334989632e-288	10	GMPR	47
GSE178318	2.1940935400314e-167	5.74405629927307	0.11	0.002	7.3853188557457e-163	10	LINC00694	48
GSE178318	1.5189003906496e-171	5.71980139063974	0.128	0.003	5.11261871492657e-167	10	CALB2	49
GSE178318	0	5.70888881545398	0.491	0.032	0	10	HPGD	50
GSE178318	0	12.9350572143693	0.367	0	0	11	SOX17	1
GSE178318	0	12.7904079505775	0.506	0	0	11	CXorf36	2
GSE178318	0	12.4994876462549	0.203	0	0	11	ARHGEF15	3
GSE178318	0	12.4026416136288	0.705	0	0	11	PCAT19	4
GSE178318	0	11.8409562319917	0.38	0.001	0	11	ACKR1	5
GSE178318	0	11.8356416998902	0.122	0	0	11	NOVA2	6
GSE178318	0	11.7675854023502	0.553	0	0	11	CDH5	7
GSE178318	0	11.7586817890218	0.388	0	0	11	MYCT1	8
GSE178318	0	11.4179945128823	0.122	0	0	11	C2CD4B	9
GSE178318	0	11.3179247882231	0.215	0	0	11	SELE	10
GSE178318	0	11.1939720456194	0.38	0	0	11	ROBO4	11
GSE178318	1.6067489545067e-159	10.6729556109637	0.156	0.005	5.40831698086955e-155	11	CCL21	12
GSE178318	0	10.530929937793	0.692	0.001	0	11	CLDN5	13
GSE178318	0	10.4713391214722	0.245	0	0	11	KDR	14
GSE178318	0	10.2615878386136	0.646	0.002	0	11	VWF	15
GSE178318	0	10.1364556085404	0.633	0.001	0	11	CLEC14A	16
GSE178318	0	10.0762572856952	0.532	0.001	0	11	EMCN	17
GSE178318	0	9.98195786214222	0.181	0.001	0	11	STC1	18
GSE178318	0	9.96766848103529	0.38	0.001	0	11	SOX18	19
GSE178318	0	9.76309729194291	0.194	0	0	11	CCL14	20
GSE178318	0	9.72162536663657	0.173	0	0	11	TEK	21
GSE178318	0	9.69151293626536	0.637	0.003	0	11	AQP1	22
GSE178318	0	9.66398265646069	0.397	0.001	0	11	SLCO2A1	23
GSE178318	0	9.64299559613836	0.789	0.002	0	11	ECSCR	24
GSE178318	0	9.56489790223553	0.578	0.003	0	11	RAMP3	25
GSE178318	0	9.54381916829444	0.435	0.002	0	11	PODXL	26
GSE178318	0	9.44245617833511	0.371	0.001	0	11	MMRN2	27
GSE178318	0	9.43512691782255	0.127	0	0	11	CCM2L	28
GSE178318	0	9.40408695778876	0.498	0.002	0	11	ADGRL4	29
GSE178318	0	9.29576690301408	0.35	0.001	0	11	PTPRB	30
GSE178318	0	9.26886130859703	0.7	0.005	0	11	PLVAP	31
GSE178318	0	9.15415630181711	0.384	0.001	0	11	PCDH17	32
GSE178318	0	9.1057863713815	0.409	0.003	0	11	PALMD	33
GSE178318	0	9.10491993513973	0.422	0.001	0	11	CYYR1	34
GSE178318	5.22847556179884e-295	9.02941895386085	0.105	0	1.75990487410149e-290	11	USHBP1	35
GSE178318	8.86859368863336e-284	8.97031414536978	0.105	0	2.98516863559399e-279	11	LINC01235	36
GSE178318	0	8.96683345292925	0.312	0.001	0	11	MPZL2	37
GSE178318	2.27663344231464e-302	8.88952245070408	0.122	0	7.66314816683106e-298	11	SHANK3	38
GSE178318	2.21740075375463e-273	8.87956208770402	0.105	0	7.46377093713808e-269	11	DOC2B	39
GSE178318	0	8.83462268431194	0.173	0	0	11	SEMA3F	40
GSE178318	0	8.79888514781625	0.198	0.001	0	11	MMRN1	41
GSE178318	0	8.6974897490643	0.266	0.001	0	11	FAM110D	42
GSE178318	0	8.63942703192992	0.156	0.001	0	11	SELP	43
GSE178318	0	8.56683588611733	0.916	0.016	0	11	RAMP2	44
GSE178318	0	8.56324521134305	0.152	0	0	11	PCDH12	45
GSE178318	0	8.45994616750017	0.181	0	0	11	FLT4	46
GSE178318	0	8.45741754768565	0.245	0.001	0	11	THSD7A	47
GSE178318	1.10977877234985e-251	8.43976672925864	0.101	0	3.73551534772959e-247	11	FCN3	48
GSE178318	0	8.37299493142361	0.245	0.002	0	11	NOSTRIN	49
GSE178318	0	8.32772837194941	0.283	0.002	0	11	F2RL3	50
GSE178318	0	11.8794316333266	0.124	0	0	12	RP11-73G16.2	1
GSE178318	0	11.3267803593643	0.243	0	0	12	KRT5	2
GSE178318	0	11.2310269950421	0.564	0.001	0	12	LRRC26	3
GSE178318	0	10.9184928316719	0.233	0	0	12	SLC32A1	4
GSE178318	0	10.4040241483828	0.891	0.002	0	12	LILRA4	5
GSE178318	0	10.1324195347946	0.653	0.002	0	12	PTCRA	6
GSE178318	0	10.127675222595	0.376	0	0	12	CLEC4C	7
GSE178318	0	9.53164798883662	0.386	0.001	0	12	SHD	8
GSE178318	0	9.20400516159132	0.144	0	0	12	AC011893.3	9
GSE178318	0	9.01144225393109	0.119	0	0	12	CUX2	10
GSE178318	0	8.9074156330321	0.173	0	0	12	PHEX	11
GSE178318	0	8.87040107794542	0.139	0	0	12	SLC35F3	12
GSE178318	0	8.55343535014489	0.545	0.003	0	12	SCT	13
GSE178318	1.70188122898877e-285	8.19277978026304	0.119	0	5.72853221677619e-281	12	SLC12A3	14
GSE178318	0	7.820299207677	0.193	0.001	0	12	DRD4	15
GSE178318	1.94500929460342e-293	7.75885443529783	0.144	0.001	6.54690128563512e-289	12	EPHB1	16
GSE178318	0	7.70515214365294	0.203	0.001	0	12	GLT1D1	17
GSE178318	0	7.38064557456138	0.282	0.003	0	12	SMIM5	18
GSE178318	0	7.09659091478407	0.629	0.006	0	12	SMPD3	19
GSE178318	0	6.93602479394895	0.248	0.002	0	12	PROC	20
GSE178318	0	6.92543577947576	0.619	0.016	0	12	MYBL2	21
GSE178318	0	6.86151146571602	0.198	0.002	0	12	ASIP	22
GSE178318	0	6.75056189652498	0.391	0.004	0	12	RP11-117D22.2	23
GSE178318	0	6.70355897749361	0.767	0.014	0	12	IL3RA	24
GSE178318	0	6.69322347832384	0.871	0.019	0	12	PLD4	25
GSE178318	0	6.65098875233434	0.495	0.014	0	12	LAMP5	26
