dataset_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	marker_rank
GSE178318	1.91215445303975e-241	6.59643554863567	0.134	0.001	6.43631188893181e-237	12	SMIM6	27
GSE178318	0	6.55780268404483	0.267	0.005	0	12	VASH2	28
GSE178318	1.20038693767217e-199	6.36387820682405	0.119	0.001	4.04050243220452e-195	12	LINC01374	29
GSE178318	0	6.25564518718275	0.292	0.005	0	12	PFKFB2	30
GSE178318	0	6.23510134988626	0.223	0.002	0	12	PACSIN1	31
GSE178318	0	6.2015043048207	0.723	0.018	0	12	LILRB4	32
GSE178318	2.08084615644022e-286	6.18849292554929	0.193	0.003	7.00412816257778e-282	12	KCNK17	33
GSE178318	9.99371179398246e-280	6.0952046321873	0.252	0.006	3.3638833898545e-275	12	P2RY6	34
GSE178318	1.67993182103477e-251	6.01935853280993	0.168	0.002	5.65465050960303e-247	12	SCN9A	35
GSE178318	4.45992546964344e-166	5.94489206447979	0.183	0.006	1.50121091308198e-161	12	ANKRD53	36
GSE178318	9.94167370370503e-119	5.90561132268365	0.109	0.003	3.34636736866711e-114	12	PPM1J	37
GSE178318	0	5.87941414124387	0.629	0.029	0	12	PTPRS	38
GSE178318	2.23296783192234e-211	5.77314982686486	0.153	0.002	7.51616972225061e-207	12	LILRA5	39
GSE178318	4.24675952530102e-159	5.6989311465125	0.109	0.002	1.42945925621632e-154	12	LCNL1	40
GSE178318	0	5.68701433138744	0.48	0.013	0	12	EGLN3	41
GSE178318	0	5.45978511664817	0.762	0.047	0	12	IRF4	42
GSE178318	5.68382722321481e-132	5.39744085840676	0.124	0.003	1.91317624333411e-127	12	RP11-783K16.5	43
GSE178318	4.04009694918559e-153	5.37315575829016	0.198	0.008	1.35989663309587e-148	12	SERPINF2	44
GSE178318	0	5.28005482148337	0.55	0.015	0	12	MPEG1	45
GSE178318	1.26395539618508e-73	5.20177733193458	0.168	0.013	4.25447386355899e-69	12	SCAMP5	46
GSE178318	1.97392754183367e-225	5.19786311205446	0.267	0.009	6.64424010581212e-221	12	CIB2	47
GSE178318	1.07992281050089e-285	5.17970803757334	0.366	0.014	3.635020180146e-281	12	TNFRSF21	48
GSE178318	2.46890287913828e-216	5.15137540336464	0.208	0.005	8.31032709117944e-212	12	RP11-76E17.3	49
GSE178318	2.90330922578168e-243	5.07088067775359	0.302	0.011	9.77253885398112e-239	12	LINC00996	50
GSE178318	5.37783650956287e-103	8.25932409876467	0.122	0.002	1.81017976911886e-98	13	HJURP	1
GSE178318	7.54154989946457e-141	7.64318749253892	0.135	0.001	2.53848569615977e-136	13	CDCA2	2
GSE178318	1.77564456233965e-88	7.61570985919185	0.122	0.002	5.97681959683526e-84	13	DLGAP5	3
GSE178318	1.80483303241725e-176	7.41704659242433	0.203	0.003	6.07506798711647e-172	13	PBK	4
GSE178318	5.96159006593146e-214	7.34997595215074	0.23	0.003	2.00667121619253e-209	13	UHRF1	5
GSE178318	2.53064284532072e-133	7.29621625783451	0.122	0.001	8.51814381734953e-129	13	KIF15	6
GSE178318	0	7.26783302702425	0.432	0.007	0	13	MKI67	7
GSE178318	4.35624875751786e-98	7.16817046053829	0.176	0.004	1.46631333178051e-93	13	ASPM	8
GSE178318	8.90598395825837e-145	7.10550268750703	0.216	0.004	2.99775420034977e-140	13	CDCA5	9
GSE178318	4.30790099112042e-85	7.09876518303004	0.135	0.003	1.45003947361113e-80	13	SPC24	10
GSE178318	3.41554651338581e-286	6.9596771589932	0.514	0.012	1.14967295640566e-281	13	TYMS	11
GSE178318	2.01799392730798e-135	6.87744285582671	0.23	0.005	6.79256755931865e-131	13	AURKB	12
GSE178318	1.13691949578946e-134	6.80814666132167	0.216	0.004	3.82687102282733e-130	13	E2F1	13
GSE178318	3.51282968820702e-137	6.80781151908335	0.203	0.004	1.18241847305048e-132	13	GTSE1	14
GSE178318	1.34693656954542e-197	6.80275629038127	0.284	0.005	4.53378849308989e-193	13	TOP2A	15
GSE178318	7.25148111467868e-154	6.78679879668132	0.243	0.005	2.44084854320084e-149	13	TPX2	16
GSE178318	3.13642272961541e-148	6.72678637039141	0.23	0.004	1.05571989078855e-143	13	TROAP	17
GSE178318	9.30031505156937e-116	6.6869624719599	0.149	0.002	3.13048604635825e-111	13	SPC25	18
GSE178318	3.3401682592161e-290	6.68192120357392	0.581	0.015	1.12430063605214e-285	13	KIAA0101	19
GSE178318	4.27699397612574e-241	6.67399974353251	0.392	0.008	1.43963617236392e-236	13	ZWINT	20
GSE178318	7.49635898492904e-118	6.65322684690659	0.176	0.003	2.52327443432711e-113	13	PKMYT1	21
GSE178318	2.00281763434196e-88	6.64654327967853	0.122	0.002	6.74148415719504e-84	13	DIAPH3	22
GSE178318	1.51792060769227e-124	6.52942160081697	0.257	0.007	5.10932076549219e-120	13	RRM2	23
GSE178318	2.53736222569509e-68	6.50493603252513	0.135	0.003	8.54076125168966e-64	13	CASC5	24
GSE178318	2.75908614939266e-81	6.47421656039165	0.108	0.002	9.2870839788557e-77	13	KIF2C	25
GSE178318	2.83514783530105e-100	6.3470074901981	0.162	0.003	9.54310761362332e-96	13	CDCA8	26
GSE178318	1.23078433258452e-74	6.31103426983683	0.149	0.004	4.14282006347949e-70	13	HMMR	27
GSE178318	2.0760287795625e-120	6.25361754616737	0.27	0.008	6.98791287200737e-116	13	BIRC5	28
GSE178318	2.53006745992144e-101	6.24533382213493	0.203	0.005	8.51620707009555e-97	13	CDT1	29
GSE178318	6.91167577520657e-89	6.22782378166799	0.135	0.003	2.32647006593453e-84	13	RAD51	30
GSE178318	1.21191430028634e-152	6.18211795560282	0.338	0.01	4.07930353476382e-148	13	UBE2C	31
GSE178318	8.43004110263269e-70	6.15026224654904	0.108	0.002	2.83755183514616e-65	13	CKAP2L	32
GSE178318	4.30032175786584e-44	6.12735834588353	0.122	0.005	1.44748830369764e-39	13	NUF2	33
GSE178318	1.47266941628586e-69	6.1192108107795	0.162	0.005	4.95700525521821e-65	13	SHCBP1	34
GSE178318	1.13349031760359e-68	6.09277351982214	0.162	0.005	3.81532840905369e-64	13	CCNB2	35
GSE178318	6.10193569102226e-66	6.09053028627867	0.122	0.003	2.05391155359809e-61	13	MELK	36
GSE178318	3.98570648957307e-167	6.04381915759161	0.405	0.013	1.3415888043903e-162	13	TK1	37
GSE178318	7.58162310172112e-50	6.01947061584963	0.122	0.004	2.55197433603933e-45	13	CDCA3	38
GSE178318	1.72237967537635e-95	5.99575968396626	0.203	0.006	5.7975299873168e-91	13	RAD51AP1	39
GSE178318	1.11380712361656e-60	5.93738359555231	0.122	0.003	3.74907477809334e-56	13	FOXM1	40
GSE178318	3.50682903204131e-141	5.92849382208228	0.324	0.01	1.18039865218511e-136	13	CENPF	41
GSE178318	2.16651856079041e-140	5.89017625167275	0.284	0.007	7.29250147562052e-136	13	ASF1B	42
GSE178318	9.76869843965869e-41	5.75674818932186	0.108	0.004	3.28814389478912e-36	13	CENPA	43
GSE178318	2.41824166593585e-58	5.74041413515666	0.122	0.003	8.13980144754006e-54	13	SKA3	44
GSE178318	2.65747219649027e-95	5.56050804232378	0.203	0.006	8.94505141338623e-91	13	CDK1	45
GSE178318	2.17702922479291e-69	5.33405208927705	0.189	0.007	7.32788037065293e-65	13	GINS2	46
GSE178318	8.28465433317839e-52	5.2845577440339	0.162	0.007	2.78861464854785e-47	13	CDC20	47
GSE178318	3.1349534799151e-60	5.22590005743413	0.243	0.014	1.05522534133942e-55	13	CDKN3	48
GSE178318	5.85993502138554e-108	5.17899078147651	0.324	0.013	1.97245412819837e-103	13	CLSPN	49
GSE178318	2.85519725750632e-49	5.06441817422821	0.162	0.007	9.61059396876626e-45	13	MCM2	50
GSE178318	1.10425472791114e-31	6.23660686950527	0.125	0.002	3.7169214141489e-27	14	RBFOX3	1
GSE178318	2.88476805699947e-28	5.98577120815237	0.125	0.002	9.7101292798602e-24	14	MYZAP	2
GSE178318	2.40367802393294e-19	5.5510677677404	0.125	0.003	8.09078022855826e-15	14	RP11-488C13.5	3
GSE178318	3.36315914219397e-31	5.13812723506366	0.188	0.004	1.13203936726249e-26	14	LINGO3	4
GSE178318	8.74464337054999e-21	4.94105139656773	0.125	0.003	2.94344695852713e-16	14	AP000476.1	5
GSE178318	9.86812300240226e-07	4.92748810421389	0.125	0.009	0.033216102026086	14	PXYLP1	6
GSE178318	1.17424363270819e-10	4.87541003562806	0.125	0.005	3.95250406769578e-06	14	C10orf111	7
GSE178318	1.33663126960005e-15	4.86487570571871	0.125	0.004	4.49910085347378e-11	14	ZNF2	8
GSE178318	7.76318106377668e-12	4.80229402273717	0.125	0.005	2.61308674606723e-07	14	CBLN3	9
GSE178318	5.29528118591676e-12	4.68442815736066	0.125	0.005	1.78239164717958e-07	14	TEF	10
GSE178318	5.39093614877774e-15	4.64103145748613	0.125	0.004	1.81458910767859e-10	14	MYO7B	11
GSE178318	2.68099200266508e-13	4.56091053985051	0.125	0.004	9.02421908097064e-09	14	LINC00494	12
GSE178318	1.43838950485828e-09	4.54045215006067	0.125	0.006	4.84161907335296e-05	14	NINL	13
GSE178318	1.81777808208916e-09	4.51788114784799	0.125	0.006	6.11864102431212e-05	14	TTC12	14
GSE178318	1.56096160846774e-09	4.2195964712888	0.125	0.006	5.25419677410242e-05	14	PPP1R3F	15
GSE178318	1.3019390557516e-08	4.2002278432976	0.125	0.007	0.00043823268616599	14	RP11-244H3.4	16
GSE178318	7.57389191224048e-09	4.17094433869604	0.125	0.007	0.000254937201766015	14	MIR9-3HG	17
GSE178318	3.13108736783057e-15	4.1682173461114	0.125	0.004	1.05392400801177e-10	14	CXCR1	18
GSE178318	1.91920971133809e-10	4.15152696542958	0.125	0.005	6.46005988836403e-06	14	COL19A1	19
GSE178318	4.88922978060948e-08	4.12419800606947	0.125	0.007	0.00164571474415315	14	ST20-AS1	20
GSE178318	7.31358270492809e-09	4.10559160065566	0.125	0.007	0.000246175193847879	14	ZSCAN25	21
GSE178318	1.11033315415175e-08	4.06535296396571	0.125	0.007	0.000373738139687479	14	INTS2	22
GSE178318	7.61832414991911e-14	4.05321056413835	0.188	0.009	2.56432790886277e-09	14	FUK	23
GSE178318	2.5755873297269e-09	4.00368474491776	0.125	0.006	8.66942695186076e-05	14	RP11-418J17.1	24
GSE178318	1.1635718771832e-17	3.96169036643374	0.188	0.007	3.91658293859864e-13	14	CCDC30	25
GSE178318	1.19066688996228e-05	3.9482917860892	0.125	0.011	0.400778475161303	14	RP11-156E8.1	26
GSE178318	1.28253718671837e-05	3.94371676204559	0.125	0.011	0.431702017049402	14	CEP76	27
GSE178318	2.59767515382687e-09	3.93413019628161	0.125	0.006	8.74377456778124e-05	14	RP11-434H6.7	28
GSE178318	3.43568225164602e-13	3.92050291905077	0.188	0.009	1.15645064590405e-08	14	RP11-164H13.1	29
GSE178318	1.16186814462085e-06	3.90552688804854	0.125	0.009	0.0391084817479377	14	HARBI1	30
GSE178318	3.74673265718133e-05	3.85744998284654	0.125	0.012	1	14	RP11-407N17.5	31
GSE178318	6.04937094061943e-09	3.82070829937513	0.125	0.007	0.00020362182586125	14	MAPKBP1	32
GSE178318	1.75607885542989e-07	3.80410444015335	0.125	0.008	0.00591096142737701	14	CIPC	33
GSE178318	1.83766130104412e-06	3.75946165066434	0.125	0.009	0.0618556793931452	14	CCDC138	34
GSE178318	9.62552132977967e-05	3.73851328914051	0.125	0.013	1	14	RP11-410L14.2	35
GSE178318	8.26625560093803e-06	3.73392343408271	0.125	0.011	0.278242163527574	14	RP1-29C18.10	36
GSE178318	7.1369849032698e-09	3.72673094581483	0.188	0.014	0.000240230911844062	14	QSOX2	37
GSE178318	1.7957387259137e-05	3.71907591356765	0.125	0.011	0.60444565514255	14	LINC00115	38
GSE178318	3.1107724538798e-05	3.69885845381215	0.125	0.012	1	14	RP11-192H23.6	39
GSE178318	1.52572942966952e-08	3.69512250433826	0.125	0.007	0.000513560526026762	14	RP11-542M13.3	40
GSE178318	5.23535484266195e-09	3.69382363525037	0.125	0.006	0.000176222044004001	14	SLAIN1	41
GSE178318	1.47894036432603e-08	3.68185066784159	0.125	0.007	0.000497811326632141	14	RP11-1143G9.4	42
GSE178318	0.000258919921427644	3.6797401656522	0.125	0.015	1	14	STK11IP	43
GSE178318	4.08624224877048e-09	3.64992581127367	0.125	0.006	0.000137542914093614	14	FANCI	44
GSE178318	1.54999175908186e-11	3.64942789195114	0.188	0.011	5.21727226106953e-07	14	EPB42	45
GSE178318	4.45258022277474e-19	3.6093534798141	0.312	0.017	1.49873850298598e-14	14	WDFY4	46
GSE178318	2.03455262012726e-07	3.5858097931731	0.125	0.008	0.00684830411934836	14	SBK1	47
GSE178318	1.12993125806051e-06	3.53592004328731	0.125	0.009	0.0380334861463166	14	ZNF573	48
GSE178318	3.5033266995982e-06	3.49780930666855	0.125	0.01	0.117921976708475	14	ZSCAN16	49
GSE178318	1.47860114391867e-05	3.49304572828834	0.125	0.011	0.497697145043025	14	RNF123	50
GSE245552	5.38612630919278e-274	5.22027613569812	0.16	0.037	1.61163671423666e-269	0	IGKV3OR2-268	1
GSE245552	0	3.76325819098914	0.178	0.036	0	0	IGLV2-18	2
GSE245552	2.16571721043616e-231	2.9882744609292	0.157	0.042	6.48025903706707e-227	0	IGLV3-25	3
GSE245552	9.61825866587379e-279	2.93019916897824	0.19	0.052	2.87797535800276e-274	0	IGHV1-18	4
GSE245552	1.96998104520973e-216	2.88771237853692	0.137	0.035	5.89457728347654e-212	0	IGHV7-4-1	5
GSE245552	0	2.85680232446113	0.369	0.098	0	0	IGLV6-57	6
GSE245552	2.16799844762812e-266	2.83933770093131	0.168	0.042	6.48708495499286e-262	0	IGHV3-72	7
GSE245552	0	2.8127016878514	0.315	0.078	0	0	IGLV2-23	8
GSE245552	2.15912655843554e-227	2.7599431840302	0.138	0.034	6.46053848815084e-223	0	IGKV3D-11	9
GSE245552	0	2.74713562948817	0.342	0.094	0	0	IGLV2-11	10
GSE245552	7.17717768486845e-247	2.69321793577853	0.191	0.057	2.14755510686634e-242	0	IGLV3-19	11
GSE245552	0	2.6886428957903	0.361	0.093	0	0	IGLV2-8	12
GSE245552	0	2.64908001642296	0.224	0.054	0	0	IGKV3D-20	13
GSE245552	0	2.64777665239706	0.287	0.077	0	0	IGLV1-40	14
GSE245552	1.52640790456374e-152	2.60939215539502	0.101	0.026	4.56731773203563e-148	0	IGHV4-4	15
GSE245552	6.68941848398849e-253	2.59034891620426	0.212	0.068	2.00160779877904e-248	0	IGKV1-12	16
GSE245552	8.98638811556766e-208	2.58786811847728	0.162	0.049	2.68890705194016e-203	0	IGHV1-69D	17
GSE245552	0	2.58279679135629	0.556	0.154	0	0	IGLV3-1	18
GSE245552	0	2.57362412621579	0.214	0.057	0	0	IGLV1-47	19
GSE245552	0	2.52047799214422	0.526	0.15	0	0	IGLV2-14	20
GSE245552	6.2801232516013e-204	2.44623656004333	0.155	0.045	1.87913847934414e-199	0	IGHV1-2	21
GSE245552	0	2.43685153338136	0.553	0.175	0	0	IGKV3-20	22
GSE245552	0	2.41877024069515	0.276	0.08	0	0	IGLV1-44	23
GSE245552	8.70898009769003e-159	2.40463417581587	0.12	0.035	2.60590102483081e-154	0	IGHV1-46	24
GSE245552	0	2.39885949343201	0.265	0.085	0	0	IGKV1-9	25
GSE245552	5.39360034781495e-191	2.37441440362624	0.127	0.034	1.61387309607319e-186	0	IGKV3D-15	26
GSE245552	4.94719629893001e-195	2.36957768318883	0.18	0.062	1.48030007656584e-190	0	IGKV1-16	27
GSE245552	1.03180891655141e-162	2.27163670968369	0.126	0.037	3.08737864010513e-158	0	IGHV2-5	28
GSE245552	0	2.26604467508777	0.41	0.135	0	0	IGKV1-5	29
GSE245552	0	2.23886041953967	0.408	0.12	0	0	IGKV3-11	30
GSE245552	0	2.23279722850547	0.212	0.04	0	0	AMPD1	31
GSE245552	0	2.21876664108026	0.277	0.086	0	0	IGHV4-39	32
GSE245552	1.19946995601442e-193	2.20871857007408	0.161	0.051	3.58905400238634e-189	0	IGKV1-6	33
GSE245552	1.4788315019605e-256	2.16395749052774	0.217	0.07	4.42495962016621e-252	0	IGLV1-51	34
GSE245552	2.63097551204441e-175	2.1569905598862	0.121	0.032	7.87240492713929e-171	0	IGLV3-10	35
GSE245552	3.08968279078012e-177	2.15566661159801	0.145	0.045	9.24494884657228e-173	0	IGHV1-3	36
GSE245552	6.92465150556933e-150	2.15293202259657	0.134	0.044	2.07199422349646e-145	0	IGLV7-46	37
GSE245552	5.42656782681453e-141	2.12751867462197	0.112	0.034	1.62373762513944e-136	0	IGKV1D-13	38
GSE245552	9.75012978606204e-292	2.11755334776463	0.231	0.072	2.91743383458548e-287	0	IGHV3-74	39
GSE245552	3.56666511682509e-264	2.11363466606264	0.237	0.08	1.0672175362564e-259	0	IGKV1-17	40
GSE245552	0	2.09713209588365	0.411	0.125	0	0	IGKV3-15	41
GSE245552	1.32364098470534e-232	2.07072804503838	0.175	0.051	3.96059855443533e-228	0	IGLV3-21	42
GSE245552	1.95463145603055e-149	2.06171356344042	0.126	0.04	5.8486482427346e-145	0	IGHV6-1	43
GSE245552	2.62487790492948e-269	2.04906970465295	0.219	0.069	7.85415966712998e-265	0	IGHV3-48	44
GSE245552	0	2.04583567773654	0.268	0.071	0	0	IGHV3-11	45
GSE245552	7.3447513449928e-273	2.03830735314432	0.21	0.063	2.19769649744875e-268	0	IGHV4-34	46
GSE245552	0	2.01104686416416	0.467	0.149	0	0	IGKV4-1	47
GSE245552	2.14300126548309e-190	2.00181448362217	0.192	0.069	6.41228838657849e-186	0	IGKV1-27	48
GSE245552	0	1.98401294437734	0.239	0.072	0	0	IGHV3-15	49
GSE245552	0	1.9536405631589	0.375	0.121	0	0	IGHV3-23	50
GSE245552	5.89054546025962e-257	3.19445167160476	0.133	0.026	1.76256901261888e-252	1	DNAAF1	1
GSE245552	4.76246689466356e-216	3.13268342747859	0.117	0.024	1.42502534422123e-211	1	AC009522.1	2
GSE245552	0	3.11641095072327	0.341	0.096	0	1	IGHG1	3
GSE245552	0	2.93523001611393	0.202	0.049	0	1	IGHG4	4
GSE245552	0	2.93295512771773	0.2	0.048	0	1	AC239799.2	5
GSE245552	0	2.82681214793974	0.251	0.072	0	1	IGHG2	6
GSE245552	0	2.79648658442007	0.392	0.109	0	1	AC007569.1	7
GSE245552	0	2.76537214103966	0.225	0.061	0	1	IGHG3	8
GSE245552	2.51849534701896e-200	2.63017374034133	0.138	0.036	7.53584177735012e-196	1	LINC00309	9
GSE245552	3.52502329525026e-286	2.58456746474461	0.219	0.066	1.05475747040478e-281	1	HIST1H2BG	10
GSE245552	0	2.5497519170574	0.206	0.05	0	1	AC245014.3	11
GSE245552	2.12084863218124e-193	2.54412652181312	0.128	0.032	6.34600327721272e-189	1	IGKV2D-28	12
GSE245552	0	2.52945147274856	0.241	0.066	0	1	AL021155.5	13
GSE245552	8.68874125924276e-164	2.51694282109439	0.145	0.047	2.59984515959062e-159	1	HIST1H2AE	14
GSE245552	4.48125561367407e-142	2.47387813265475	0.102	0.028	1.34088130472356e-137	1	AC104024.1	15
GSE245552	9.34491465672457e-218	2.44386019731728	0.142	0.036	2.79618536358512e-213	1	AC103591.3	16
GSE245552	0	2.44218486168089	0.335	0.105	0	1	Z93241.1	17
GSE245552	0	2.41376766477404	0.542	0.176	0	1	JSRP1	18
GSE245552	4.10865387356018e-178	2.40391013507873	0.123	0.032	1.22939141204668e-173	1	NLRP7	19
GSE245552	3.58159233793966e-178	2.39197183651188	0.124	0.033	1.07168405935831e-173	1	IGKV1D-33	20
GSE245552	5.11253557128645e-160	2.38774255617928	0.107	0.027	1.52977289364033e-155	1	IGKV2-24	21
GSE245552	3.63179380807046e-239	2.31508556445782	0.21	0.07	1.08670534325084e-234	1	CHAC1	22
GSE245552	2.37225016641498e-221	2.22202746218284	0.197	0.065	7.0982469479469e-217	1	ABCB9	23
GSE245552	1.09647012866108e-219	2.22079179062083	0.185	0.059	3.28085791897968e-215	1	IGKV1-39	24
GSE245552	3.34963885206997e-299	2.20874398597099	0.269	0.093	1.00227893731638e-294	1	HIST1H2AG	25
GSE245552	1.37197855390502e-156	2.20006373199258	0.11	0.029	4.1052342289946e-152	1	IGKV2-28	26
GSE245552	2.06727627586337e-146	2.18523347715148	0.108	0.03	6.18570407263837e-142	1	IGKV1D-12	27
GSE245552	5.73298239703368e-257	2.13257061576368	0.198	0.059	1.71542299284042e-252	1	AC007952.4	28
GSE245552	1.36474921789408e-288	2.12485385393751	0.262	0.091	4.08360260978266e-284	1	HIST1H2BJ	29
GSE245552	0	2.11816787327314	0.255	0.082	0	1	LINC01480	30
GSE245552	9.56412087540621e-224	2.10918496867663	0.174	0.052	2.86177624833905e-219	1	HIST1H2BD	31
GSE245552	2.27035269914067e-208	2.10103943078552	0.17	0.053	6.79334934636871e-204	1	AL133467.1	32
GSE245552	1.8632080605929e-307	2.09021376901103	0.241	0.075	5.57509115890609e-303	1	AC104699.1	33
GSE245552	0	2.07740585923334	0.532	0.188	0	1	ZBP1	34
GSE245552	6.43396056811768e-99	2.06373716890228	0.102	0.036	1.92516968119217e-94	1	IGHV3-49	35
GSE245552	7.77730712281403e-157	2.04875756473355	0.158	0.056	2.32712583728842e-152	1	FAM92B	36
GSE245552	4.54960352504206e-301	2.03584538840136	0.237	0.074	1.36133236676308e-296	1	NUGGC	37
GSE245552	1.23543904429058e-122	2.02508041950628	0.149	0.059	3.69668070832627e-118	1	SPINK2	38
GSE245552	6.04758785320244e-178	2.02118036402809	0.164	0.055	1.80955923743523e-173	1	LINC02576	39
GSE245552	2.32130568148336e-164	1.99372654692392	0.17	0.061	6.94581086013452e-160	1	ZNF215	40
GSE245552	3.16243817507743e-192	1.98274919392278	0.135	0.036	9.46264750746668e-188	1	AC253572.2	41
GSE245552	0	1.9813581211661	0.976	0.347	0	1	MZB1	42
GSE245552	4.18460879639182e-244	1.97685379289344	0.199	0.062	1.25211864405636e-239	1	RASSF6	43
GSE245552	0	1.96290925947723	0.685	0.242	0	1	FCRL5	44
GSE245552	0	1.96273341855603	0.417	0.153	0	1	AC012236.1	45
GSE245552	1.2059232937952e-264	1.95666547697939	0.239	0.082	3.608363679694e-260	1	BHLHA15	46
GSE245552	1.07517562547454e-286	1.95510995129409	0.338	0.139	3.21714050654492e-282	1	IGLC3	47
GSE245552	3.53660035169212e-218	1.94004058361318	0.215	0.077	1.05822155723332e-213	1	CEP128	48
GSE245552	9.35529352161503e-144	1.93893754140421	0.176	0.07	2.79929092753765e-139	1	IGHM	49
GSE245552	1.63478691326323e-174	1.93763592257771	0.166	0.057	4.89160940186622e-170	1	AC087623.2	50
GSE245552	0	10.0349061216497	0.453	0.002	0	9	TREM2	1
GSE245552	0	10.010591922914	0.212	0.001	0	9	MARCO	2
GSE245552	0	9.63659444337451	0.503	0.002	0	9	MSR1	3
GSE245552	0	9.35267381102137	0.487	0.002	0	9	CD163	4
GSE245552	0	9.17633784051429	0.389	0.002	0	9	VSIG4	5
GSE245552	0	9.15097778990254	0.659	0.021	0	9	C1QB	6
GSE245552	0	9.06206112122336	0.329	0.002	0	9	SDS	7
GSE245552	0	9.00359918586008	0.665	0.021	0	9	C1QA	8
GSE245552	0	9.00121442988411	0.131	0	0	9	CD300E	9
GSE245552	0	8.99554615797804	0.683	0.024	0	9	C1QC	10
GSE245552	0	8.68068484085101	0.615	0.031	0	9	SPP1	11
GSE245552	0	8.49455301428584	0.204	0.001	0	9	SIGLEC1	12
GSE245552	0	8.45204546392878	0.317	0.002	0	9	FPR3	13
GSE245552	0	8.23885585688914	0.54	0.005	0	9	CSF1R	14
GSE245552	0	8.08719191732793	0.235	0.002	0	9	F13A1	15
GSE245552	0	8.0153788861231	0.711	0.009	0	9	MS4A7	16
GSE245552	0	7.72869230390287	0.22	0.002	0	9	PLA2G7	17
GSE245552	0	7.55508098304146	0.32	0.009	0	9	FOLR2	18
GSE245552	0	7.53486007362835	0.204	0.001	0	9	CLEC5A	19
GSE245552	0	7.37396971901573	0.237	0.003	0	9	HAMP	20
GSE245552	0	7.32861110003222	0.155	0.001	0	9	HK3	21
GSE245552	0	7.25719380857614	0.329	0.006	0	9	SLC16A10	22
GSE245552	0	7.25337445679833	0.658	0.053	0	9	APOC1	23
GSE245552	0	6.7997766961034	0.102	0.001	0	9	TMIGD3	24
GSE245552	6.05344628310408e-186	6.68467802042045	0.102	0.005	1.8113121968304e-181	9	CCL18	25
GSE245552	0	6.60710212472174	0.134	0.002	0	9	IL10	26
GSE245552	0	6.46314396535136	0.177	0.008	0	9	EREG	27
GSE245552	0	6.4049537132872	0.201	0.011	0	9	CCL20	28
GSE245552	0	6.37838930899272	0.196	0.008	0	9	SLC1A3	29
GSE245552	0	6.37428052561796	0.409	0.007	0	9	MS4A4A	30
GSE245552	0	6.27999720682594	0.114	0.003	0	9	LILRB5	31
GSE245552	1.33609095777755e-186	6.20469646467748	0.115	0.007	3.99785136386199e-182	9	TNIP3	32
GSE245552	9.98476004714906e-282	6.15866155276818	0.35	0.046	2.98763990130794e-277	9	CXCL3	33
GSE245552	0	6.11943289845339	0.214	0.007	0	9	SLAMF8	34
GSE245552	0	6.10625428371153	0.347	0.005	0	9	FCGR1A	35
GSE245552	0	5.89930840641434	0.403	0.009	0	9	OLR1	36
GSE245552	0	5.82731050668386	0.873	0.095	0	9	CD68	37
GSE245552	0	5.71824910749566	0.423	0.015	0	9	SLCO2B1	38
GSE245552	0	5.71347470141034	0.245	0.005	0	9	GPR34	39
GSE245552	0	5.70930514156774	0.65	0.016	0	9	FCGR3A	40
GSE245552	0	5.67550298411008	0.501	0.026	0	9	LILRB4	41
GSE245552	0	5.5179805288441	0.152	0.004	0	9	IL1A	42
GSE245552	0	5.49786057985831	0.776	0.028	0	9	AIF1	43
GSE245552	7.08176811670499e-89	5.48263496634195	0.136	0.021	2.11900665588047e-84	9	IL6	44
GSE245552	0	5.46443900197486	0.18	0.009	0	9	FABP3	45
GSE245552	0	5.41297126927855	0.139	0.003	0	9	LINC01094	46
GSE245552	0	5.34973079473747	0.229	0.008	0	9	SLC37A2	47
GSE245552	0	5.30192104997031	0.619	0.072	0	9	CCL3	48
GSE245552	0	5.26664512118813	0.351	0.018	0	9	CPVL	49
GSE245552	0	5.26516315253079	0.131	0.002	0	9	GPR84	50
GSE245552	0	10.462671942048	0.311	0.006	0	10	PI3	1
GSE245552	0	9.88702545572799	0.208	0.001	0	10	CXCR1	2
GSE245552	0	9.83253524762501	0.672	0.006	0	10	FCGR3B	3
GSE245552	0	9.31127740917152	0.325	0.003	0	10	FFAR2	4
GSE245552	0	9.30536810952807	0.359	0.003	0	10	CXCR2	5
GSE245552	0	9.21559416060827	0.128	0.001	0	10	CEACAM3	6
GSE245552	0	9.0621724496531	0.38	0.003	0	10	CMTM2	7
GSE245552	0	8.96230536948883	0.8	0.013	0	10	CSF3R	8
GSE245552	0	8.93933455308356	0.408	0.005	0	10	HCAR3	9
GSE245552	0	8.93608895923103	0.154	0.001	0	10	ADGRE3	10
GSE245552	0	8.84732287307666	0.107	0.001	0	10	CYP4F3	11
GSE245552	0	8.81745334449435	0.325	0.003	0	10	CLEC4E	12
GSE245552	0	8.69270818914685	0.341	0.003	0	10	FPR2	13
GSE245552	0	8.57813031662417	0.898	0.04	0	10	S100A9	14
GSE245552	0	8.41573452629408	0.223	0.002	0	10	MEFV	15
GSE245552	0	8.29862871244373	0.777	0.027	0	10	S100A8	16
GSE245552	0	8.16666270213385	0.174	0.003	0	10	PROK2	17
GSE245552	0	8.11968368874638	0.366	0.006	0	10	HCAR2	18
GSE245552	0	8.09695344130934	0.398	0.006	0	10	IL1R2	19
GSE245552	0	7.98558003784928	0.213	0.004	0	10	KCNJ15	20
