checked_at	fastq_directory	fastq_files	r1_files	r2_files	i1_files	i2_files	total_fastq_bytes	all_files_gzip	all_r1_chunks_have_matching_r2	missing_r1_chunks	missing_r2_chunks	verified_sha256_files	missing_expected_files	extra_observed_files	size_mismatches	sha256_mismatches	r1_first100_length_distribution	r2_first100_length_distribution	fastq_reverification_passed
2026-07-14T20:57:56+08:00	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\local_only\20260714_prjna932556_srr23490337_full_bamtofastq\W6B_0_1_HGGWHDSX2	804	402	402	0	0	29268262419	True	True	0	0	804	0	0	0	0	28:100	91:100	True
