checked_at	phase	host_f_free_bytes	host_f_required_reserve_bytes	guest_work_free_bytes	qemu_host_memory_bytes	notes
2026-07-14T20:57:56+08:00	before_setup	393195249664	20000000000			BLOCKED_CELLRANGER72_MANUAL_DOWNLOAD
