start_time	end_time	exit_code	status	stdout_path	stderr_path	notes
	2026-07-14T20:57:56+08:00	NOT_RUN	BLOCKED_CELLRANGER72_MANUAL_DOWNLOAD			Stopped before installation/count per request boundary.
