checked_at	windows_caption	windows_version	windows_build	cpu_model	physical_core_count	logical_processor_count	total_physical_ram_bytes	available_physical_ram_bytes	fixed_volumes	authorized_new_file_volume	authorized_volume_free_bytes	authorized_volume_reserve_bytes	planned_sparse_qemu_data_disk_virtual_capacity_bytes
2026-07-14T20:57:56+08:00	Microsoft Windows 11 专业版	10.0.22631	22631	AMD Ryzen 5 5600 6-Core Processor              	6	12	34282172416	22489321472	C: total=161062318080 free=21212585984;E: total=472447447040 free=417535049728;F: total=472447447040 free=393195249664;G: total=471373705216 free=219715624960;H: total=235655917568 free=20235866112;I: total=235414745088 free=93230219264	F:	393195249664	20000000000	373195249664
