checked_at	requested_first_vcpus	requested_first_ram_gib	retry_vcpus	retry_ram_gib	vm_started	guest_visible_vcpus	guest_memtotal_bytes	localcores_for_cellranger	localmem_for_cellranger_gib	ulimit_n	ulimit_u	reason_not_started
2026-07-14T20:57:56+08:00	6	24	6	20	False							BLOCKED_CELLRANGER72_MANUAL_DOWNLOAD
