gene_symbol	cluster	mean_log_norm	pct_expr	program
TOP2A	E06_endothelial_CLEC4G	0.0120599145664102	0.0238095238095238	f06_cycling
COL1A1	E06_endothelial_CLEC4G	0.635481734355623	0.333333333333333	fibroblast_ecm
COL1A2	E06_endothelial_CLEC4G	0.607470643764965	0.30952380952381	fibroblast_ecm
COL3A1	E06_endothelial_CLEC4G	0.399605864240333	0.261904761904762	fibroblast_ecm
DCN	E06_endothelial_CLEC4G	0.0719557266948857	0.0476190476190476	fibroblast_ecm
LUM	E06_endothelial_CLEC4G	0.231895911390037	0.119047619047619	fibroblast_ecm
PRELP	E06_endothelial_CLEC4G	0	0	fibroblast_ecm
CD3D	E06_endothelial_CLEC4G	0	0	immune_context
LYZ	E06_endothelial_CLEC4G	0.0725801657195292	0.0476190476190476	immune_context
PTPRC	E06_endothelial_CLEC4G	0	0	immune_context
ACTA2	E06_endothelial_CLEC4G	0.24417383032135	0.19047619047619	pericyte_smc
CSPG4	E06_endothelial_CLEC4G	0	0	pericyte_smc
MCAM	E06_endothelial_CLEC4G	0.753594346569274	0.5	pericyte_smc
PDGFRB	E06_endothelial_CLEC4G	0	0	pericyte_smc
RGS5	E06_endothelial_CLEC4G	0.0245107691382667	0.0238095238095238	pericyte_smc
ACTA2	F01_fibroblast_PRELP	2.1710126434362	0.827918944998392	caf_activation
FAP	F01_fibroblast_PRELP	0.954380863001423	0.62930202637504	caf_activation
MMP11	F01_fibroblast_PRELP	1.31079335274257	0.635895786426504	caf_activation
MMP2	F01_fibroblast_PRELP	2.75522366912894	0.940977806368607	caf_activation
POSTN	F01_fibroblast_PRELP	2.39768779134932	0.832904470890962	caf_activation
THBS2	F01_fibroblast_PRELP	2.43042019091294	0.925217111611451	caf_activation
KDR	F01_fibroblast_PRELP	0.00350930944771916	0.00321646831778707	endothelial
PECAM1	F01_fibroblast_PRELP	0.0163301818667067	0.0147957542618205	endothelial
VWF	F01_fibroblast_PRELP	0.00791285955991909	0.00755870054679961	endothelial
EPCAM	F01_fibroblast_PRELP	0.0804880690292962	0.063686072692184	epithelial_tumor
KRT18	F01_fibroblast_PRELP	0.175463733698005	0.155998713412673	epithelial_tumor
KRT19	F01_fibroblast_PRELP	0.0164058930592718	0.0155998713412673	epithelial_tumor
KRT8	F01_fibroblast_PRELP	0.203179533650058	0.18896751366999	epithelial_tumor
COL1A1	F01_fibroblast_PRELP	5.58381453401432	0.999035059504664	f01_prelp
COL1A2	F01_fibroblast_PRELP	4.70322205250007	0.998552589256996	f01_prelp
DCN	F01_fibroblast_PRELP	3.56953105039265	0.988581537471856	f01_prelp
LUM	F01_fibroblast_PRELP	3.0964997322424	0.976198134448376	f01_prelp
PRELP	F01_fibroblast_PRELP	1.74873443258689	0.769218398198778	f01_prelp
ACTA2	F01_fibroblast_PRELP	2.1710126434362	0.827918944998392	f02_mcam
