compartment_sheet	cluster	rank	gene	gene_source	avg_log2FC	pvalue	p_val_adj	pct_exp_in_cluster	pct_exp_in_other_cluster	source_title	source_file	source_sha256
T_I_NK cell markers	CD8+Tem	1	GZMK	"GZMK"	2.83377804289198	0	0	0.955	0.191	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	2	CMC1	"CMC1"	1.68336115197619	0	0	0.447	0.122	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	3	CST7	"CST7"	1.55385313328307	0	0	0.848	0.439	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	4	KLRG1	"KLRG1"	1.51609141682444	0	0	0.35	0.06	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	5	DUSP2	"DUSP2"	1.08791034539737	2.46189953992925e-182	6.16361168816686e-178	0.485	0.273	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	6	LYAR	"LYAR"	1.06957031887468	2.11660162436679e-232	5.29912382676469e-228	0.387	0.166	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	7	IGKC	"IGKC"	1.06281235818771	4.13003990462402e-291	1.03399679052167e-286	0.777	0.558	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	8	LYZ	"LYZ"	1.00211220115416	3.09106463423337e-158	7.73878941826667e-154	0.316	0.142	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	9	GZMM	"GZMM"	0.993148516950235	1.83363061097041e-204	4.59067759762551e-200	0.477	0.263	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Tem	10	CLDND1	"CLDND1"	0.973600551153458	1.03989290667207e-101	2.60347588114419e-97	0.341	0.208	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	1	CCL4L2	"CCL4L2"	2.48214006261246	0	0	0.519	0.165	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	2	CCL4	"CCL4"	2.22186010721427	0	0	0.843	0.312	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	3	GZMH	"GZMH"	2.06419653036105	0	0	0.698	0.157	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	4	CCL3	"CCL3"	1.97260905870059	0	0	0.402	0.102	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	5	GZMB	"GZMB"	1.61771084316136	0	0	0.58	0.18	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	6	IFNG	"IFNG"	1.61752028311412	0	0	0.46	0.13	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	7	NKG7	"NKG7"	1.54817633277978	0	0	0.924	0.445	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	8	HLA-DRB1	"HLA-DRB1"	1.39176890069216	0	0	0.746	0.368	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	9	CD8A	"CD8A"	1.28729848042209	0	0	0.696	0.275	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm	10	CCL3L1	"CCL3L1"	1.27189495977497	4.0480069627408e-161	1.01345902319179e-156	0.262	0.097	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	1	STMN1	"STMN1"	3.75305535312793	0	0	0.929	0.097	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	2	HMGB2	"HMGB2"	2.79333661822622	0	0	0.901	0.336	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	3	UBE2C	"UBE2C"	2.65848166280672	0	0	0.542	0.01	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	4	TUBA1B	"TUBA1B"	2.54587521439599	0	0	0.911	0.397	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	5	ASPM	"ASPM"	2.52794054344169	0	0	0.486	0.009	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	6	PCLAF	"PCLAF"	2.5037454498872	0	0	0.674	0.021	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	7	TUBB	"TUBB"	2.47638878890463	0	0	0.861	0.297	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	8	TYMS	"TYMS"	2.37733870401532	0	0	0.598	0.014	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	9	MKI67	"MKI67"	2.30994397239458	0	0	0.56	0.015	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+Trm-mitotic	10	TOP2A	"TOP2A"	2.26513110321425	0	0	0.528	0.013	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	1	LST1	"LST1"	2.91775447004451	0	0	0.672	0.041	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	2	AREG	"AREG"	2.53357964715048	2.83758929810129e-86	7.10418856672639e-82	0.344	0.045	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	3	IL7R	"IL7R"	2.22126371186493	1.22220113459269e-80	3.05990276056626e-76	0.935	0.419	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	4	PCDH9	"PCDH9"	2.12541357627934	0	0	0.435	0.001	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	5	LTB	"LTB"	2.05008641065765	1.57933348169615e-63	3.95401930477449e-59	0.855	0.399	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	6	KRT86	"KRT86"	1.99657034274851	0	0	0.462	0.023	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	7	IL4I1	"IL4I1"	1.96716941169386	1.00427962318072e-240	2.51431446459525e-236	0.419	0.025	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	8	KRT81	"KRT81"	1.82772852042598	1.66249388384558e-242	4.16221968759579e-238	0.382	0.02	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	9	KIT	"KIT"	1.82139490268004	0	0	0.392	0.004	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	ILC3	10	TNFSF13B	"TNFSF13B"	1.80339783862035	1.26571635360661e-161	3.16884746288951e-157	0.505	0.053	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	1	FGFBP2	"FGFBP2"	3.53440985755545	0	0	0.735	0.01	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	2	FCGR3A	"FCGR3A"	3.24614281763299	0	0	0.817	0.028	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	3	PRF1	"PRF1"	2.947000721855	8.34877673240263e-179	2.09019974272432e-174	0.891	0.238	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	4	KLRF1	"KLRF1"	2.8592452711888	0	0	0.726	0.013	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	5	GNLY	"GNLY"	2.79695830676559	3.86106686000825e-224	9.66656699071664e-220	0.957	0.186	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	6	NKG7	"NKG7"	2.4870501568669	1.40634404901388e-133	3.52092296111114e-129	0.987	0.493	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	7	SPON2	"SPON2"	2.38365864740625	1.72594315869101e-200	4.32107129209881e-196	0.552	0.065	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	8	KLF2	"KLF2"	2.35438143371362	2.01750608472328e-170	5.05102823371319e-166	0.804	0.16	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	9	GZMB	"GZMB"	2.31034339818424	8.11126030951131e-174	2.03073513108925e-169	0.922	0.218	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-FGFBP2	10	TYROBP	"TYROBP"	2.30313401312908	2.05808489742824e-247	5.15262134920135e-243	0.765	0.1	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	1	GNLY	"GNLY"	3.37950128158869	0	0	0.798	0.141	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	2	TRDC	"TRDC"	2.3397826487423	0	0	0.66	0.093	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	3	TYROBP	"TYROBP"	2.21925675318989	0	0	0.477	0.074	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	4	CTSW	"CTSW"	2.04244333574735	0	0	0.784	0.258	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	5	KLRC1	"KLRC1"	2.0413579945222	0	0	0.435	0.073	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	6	KLRD1	"KLRD1"	1.82581381928954	0	0	0.796	0.234	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	7	GZMB	"GZMB"	1.60519331996862	0	0	0.559	0.195	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	8	FCER1G	"FCER1G"	1.59865271182418	0	0	0.348	0.069	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	9	HOPX	"HOPX"	1.50074406399397	0	0	0.637	0.223	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	NK-GNLY	10	NKG7	"NKG7"	1.42259912479671	0	0	0.909	0.461	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	1	KLRC2	"KLRC2"	2.1606397197555	0	0	0.65	0.099	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	2	TRDC	"TRDC"	2.10584680099649	0	0	0.584	0.109	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	3	CD160	"CD160"	1.93229703729261	0	0	0.58	0.065	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	4	TRGC2	"TRGC2"	1.75689102024574	0	0	0.718	0.22	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	5	TRGC1	"TRGC1"	1.6032750597022	0	0	0.372	0.071	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	6	KIR2DL4	"KIR2DL4"	1.48780347532987	0	0	0.43	0.046	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	7	ITGA1	"ITGA1"	1.46701445498445	0	0	0.635	0.18	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	8	HOPX	"HOPX"	1.45950827930364	0	0	0.726	0.225	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	9	TMIGD2	"TMIGD2"	1.43621668813613	0	0	0.502	0.095	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	γδ T	10	KLRD1	"KLRD1"	1.30692892499733	0	0	0.79	0.245	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
