compartment_sheet	cluster	rank	gene	gene_source	avg_log2FC	pvalue	p_val_adj	pct_exp_in_cluster	pct_exp_in_other_cluster	source_title	source_file	source_sha256
T_I_NK cell markers	CD4+Texh	10	ARID5B	"ARID5B"	0.842779752496779	1.7086484857444e-92	4.27777234890968e-88	0.355	0.166	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	1	CXCL13	"CXCL13"	2.97251898766988	3.63721319772078e-158	9.10612696181374e-154	0.479	0.115	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	2	ICA1	"ICA1"	1.74795828620155	0	0	0.556	0.071	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	3	AC004585.1	"AC004585.1"	1.56272700111004	0	0	0.474	0.043	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	4	PDCD1	"PDCD1"	1.55884294718946	3.89691880338071e-243	9.75632591614394e-239	0.579	0.112	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	5	TOX2	"TOX2"	1.534281365185	1.08052707962974e-294	2.70520759656101e-290	0.495	0.071	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	6	FKBP5	"FKBP5"	1.45520247653517	1.34155016239287e-173	3.35870498656678e-169	0.628	0.174	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	7	GNG4	"GNG4"	1.44305363631371	0	0	0.308	0.011	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	8	ITM2A	"ITM2A"	1.34169457533905	9.95171856111741e-112	2.49151225896135e-107	0.858	0.456	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	9	IL6ST	"IL6ST"	1.31972948473708	6.5192494369373e-180	1.63215928903162e-175	0.486	0.101	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tfh	10	CD200	"CD200"	1.30908680442506	0	0	0.253	0.015	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	1	IL7R	"IL7R"	1.46433179515442	0	0	0.766	0.372	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	2	CD40LG	"CD40LG"	1.03640220263811	0	0	0.294	0.064	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	3	GPR183	"GPR183"	0.798701390114097	3.78985092472109e-175	9.48827077513172e-171	0.303	0.123	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	4	KLRB1	"KLRB1"	0.721921290616552	1.01180070152469e-143	2.53314423633721e-139	0.58	0.361	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	5	TCF7	"TCF7"	0.699160689226957	5.00327684213594e-135	1.25262039019715e-130	0.347	0.173	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	6	FXYD5	"FXYD5"	0.658953795162871	6.79325089163835e-145	1.70075829323058e-140	0.616	0.43	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	7	LTB	"LTB"	0.649529217161267	5.33043174892211e-204	1.33452689266014e-199	0.64	0.367	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	8	TXNIP	"TXNIP"	0.627552569183952	1.93374590424526e-104	4.84132624586843e-100	0.776	0.641	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	9	RPL9	"RPL9"	0.624561127784381	0	0	0.993	0.952	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th	10	RPS3A	"RPS3A"	0.623564423331526	0	0	0.997	0.969	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	1	CXCL13	"CXCL13"	1.95777396458641	1.63834836482989e-71	4.1017689661881e-67	0.274	0.115	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	2	KLRB1	"KLRB1"	1.13124072008845	2.3184230374937e-152	5.80440391666923e-148	0.709	0.373	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	3	CD40LG	"CD40LG"	1.10862353201652	2.19158054192193e-264	5.48684104475576e-260	0.367	0.079	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	4	MAF	"MAF"	0.953441088849299	5.82695911142099e-138	1.45883748313536e-133	0.457	0.177	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	5	PDCD1	"PDCD1"	0.874703511121909	3.28472709950664e-100	8.22364276632482e-96	0.308	0.112	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	6	ADAM19	"ADAM19"	0.843803648916765	2.5820485349654e-152	6.46441671213939e-148	0.278	0.072	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	7	CD2	"CD2"	0.821988174478876	4.46229070870913e-143	1.11717910183242e-138	0.914	0.68	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	8	CXCR6	"CXCR6"	0.79579466711001	9.77160323568361e-76	2.44641858608575e-71	0.345	0.154	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	9	RGS1	"RGS1"	0.771567819043298	7.01231582351461e-55	1.75560338957512e-50	0.558	0.35	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Th1-like	10	RORA	"RORA"	0.756677350854146	3.92006135366199e-81	9.81426560502817e-77	0.558	0.312	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	1	CCR7	"CCR7"	1.62935634210265	0	0	0.439	0.056	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	2	SELL	"SELL"	1.33840184744666	0	0	0.397	0.077	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	3	LEF1	"LEF1"	1.20386872592002	0	0	0.332	0.053	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	4	RPS3A	"RPS3A"	1.1231774813958	0	0	0.999	0.971	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	5	RPL32	"RPL32"	1.09321683765246	0	0	1	0.985	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	6	RPS13	"RPS13"	1.08652276734929	0	0	0.995	0.95	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	7	RPS12	"RPS12"	1.07201333522368	0	0	1	0.984	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	8	KLF2	"KLF2"	1.0588062528803	1.07526882582255e-270	2.69204303232933e-266	0.447	0.142	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	9	RPL34	"RPL34"	1.05374257320545	0	0	0.999	0.965	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Tn	10	RPL22	"RPL22"	1.02759112478967	0	0	0.975	0.848	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	1	TNFRSF4	"TNFRSF4"	3.22694180424871	0	0	0.765	0.114	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	2	TNFRSF18	"TNFRSF18"	2.36094927592253	0	0	0.744	0.139	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	3	CTLA4	"CTLA4"	2.28207640238427	0	0	0.715	0.113	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	4	IL2RA	"IL2RA"	2.10156740453188	0	0	0.449	0.028	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	5	BATF	"BATF"	2.01124998771428	0	0	0.727	0.192	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	6	LINC01943	"LINC01943"	1.81862675128438	0	0	0.505	0.067	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	7	TNFRSF1B	"TNFRSF1B"	1.77155934525369	0	0	0.655	0.182	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	8	FOXP3	"FOXP3"	1.69203366822214	0	0	0.434	0.023	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	9	ICOS	"ICOS"	1.53464595498125	0	0	0.441	0.088	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD4+Treg	10	LTB	"LTB"	1.47493198271129	4.20208502601546e-242	1.05203400711323e-237	0.716	0.378	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8 Trm-mitotic	1	PPIG	"PPIG"	0.255137814264266	5.38421340135293e-26	1.34799166716272e-21	0.466	0.274	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	1	FOS	"FOS"	2.04826248917944	0	0	0.891	0.456	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	2	NR4A2	"NR4A2"	1.90762990756574	0	0	0.597	0.168	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	3	AC020916.1	"AC020916.1"	1.81907515364655	0	0	0.496	0.134	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	4	CD69	"CD69"	1.79954645985944	0	0	0.822	0.451	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	5	FOSB	"FOSB"	1.71133827230463	0	0	0.81	0.342	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	6	DNAJB1	"DNAJB1"	1.67973358661385	3.47386068478521e-300	8.69715761042825e-296	0.691	0.319	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	7	HSPA1A	"HSPA1A"	1.66058037776895	3.55512247480344e-125	8.90060462791788e-121	0.531	0.293	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	8	NR4A1	"NR4A1"	1.65671598862288	0	0	0.38	0.068	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	9	HSPA1B	"HSPA1B"	1.64673484856567	1.53128656028682e-226	3.83372903233407e-222	0.672	0.343	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+IEL	10	JUN	"JUN"	1.64319771088469	0	0	0.94	0.669	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	1	CD8A	"CD8A"	1.27659408818323	0	0	0.743	0.282	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	2	KLRB1	"KLRB1"	1.14306590771587	4.2807056946639e-172	1.07171747771605e-167	0.628	0.368	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	3	LINC01871	"LINC01871"	0.978083566943473	2.66564537672146e-229	6.67370976515985e-225	0.51	0.206	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	4	CD8B	"CD8B"	0.939332790080987	8.22051510276449e-257	2.05808816112812e-252	0.551	0.212	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	5	OSTF1	"OSTF1"	0.794010751895228	1.64360866708507e-134	4.11493865891419e-130	0.494	0.263	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	6	JAML	"JAML"	0.792197472360831	5.18507802220277e-158	1.29813613363869e-153	0.373	0.149	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	7	TMIGD2	"TMIGD2"	0.786654471497024	3.62452690336016e-163	9.0743655552525e-159	0.302	0.103	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	8	CAPG	"CAPG"	0.768205426213734	7.80926328550222e-152	1.95512715615834e-147	0.39	0.163	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	9	TRGC2	"TRGC2"	0.73095101205606	5.32356033551226e-144	1.33280656559885e-139	0.489	0.229	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
T_I_NK cell markers	CD8+MAIT	10	ITGA1	"ITGA1"	0.718081454871579	4.69702617005944e-153	1.17594747193608e-148	0.434	0.187	Supplementary Table 2. Marker genes for T/I/NK cell clusters, related to Figure S2, Figures 2-4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
