object_path	object_size_bytes	features	cells	samples	subjects	working_resolution	working_clusters
F:/pan-gi-ici-ccc-20260709/GSE205506/r_analysis/gse205506_seurat_integrated_clusters.rds	13952514540	33538	238934	40	19	0.6	28
