"total_bytes_before"	"total_bytes_deleted"	"total_bytes_remaining"	"paths_total"	"paths_deleted_verified"	"paths_remaining"	"paths_audit_error"
"134161587134"	"134161587134"	"0"	"6"	"6"	"0"	"0"
