tar_member_name	extracted_absolute_path	member_size_bytes	geo_accession	sample_stem	file_role	matrix_format	extraction_verified
GSM6213989_Colon_MGI_311_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213989_Colon_MGI_311_v3_barcodes.tsv.gz	59471	GSM6213989	GSM6213989_Colon_MGI_311_v3	barcodes	TSV gzip	TRUE
GSM6213989_Colon_MGI_311_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213989_Colon_MGI_311_v3_features.tsv.gz	304728	GSM6213989	GSM6213989_Colon_MGI_311_v3	features	TSV gzip	TRUE
GSM6213989_Colon_MGI_311_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213989_Colon_MGI_311_v3_matrix.mtx.gz	74006817	GSM6213989	GSM6213989_Colon_MGI_311_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213990_Colon_MGI_312_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213990_Colon_MGI_312_v3_barcodes.tsv.gz	57619	GSM6213990	GSM6213990_Colon_MGI_312_v3	barcodes	TSV gzip	TRUE
GSM6213990_Colon_MGI_312_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213990_Colon_MGI_312_v3_features.tsv.gz	304728	GSM6213990	GSM6213990_Colon_MGI_312_v3	features	TSV gzip	TRUE
GSM6213990_Colon_MGI_312_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213990_Colon_MGI_312_v3_matrix.mtx.gz	19325366	GSM6213990	GSM6213990_Colon_MGI_312_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213991_Colon_MGI_313_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213991_Colon_MGI_313_v3_barcodes.tsv.gz	21750	GSM6213991	GSM6213991_Colon_MGI_313_v3	barcodes	TSV gzip	TRUE
GSM6213991_Colon_MGI_313_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213991_Colon_MGI_313_v3_features.tsv.gz	304728	GSM6213991	GSM6213991_Colon_MGI_313_v3	features	TSV gzip	TRUE
GSM6213991_Colon_MGI_313_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213991_Colon_MGI_313_v3_matrix.mtx.gz	41228352	GSM6213991	GSM6213991_Colon_MGI_313_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213992_Colon_MGI_321_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213992_Colon_MGI_321_v3_barcodes.tsv.gz	49254	GSM6213992	GSM6213992_Colon_MGI_321_v3	barcodes	TSV gzip	TRUE
GSM6213992_Colon_MGI_321_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213992_Colon_MGI_321_v3_features.tsv.gz	304728	GSM6213992	GSM6213992_Colon_MGI_321_v3	features	TSV gzip	TRUE
GSM6213992_Colon_MGI_321_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213992_Colon_MGI_321_v3_matrix.mtx.gz	34033953	GSM6213992	GSM6213992_Colon_MGI_321_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213993_Colon_MGI_322_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213993_Colon_MGI_322_v3_barcodes.tsv.gz	56975	GSM6213993	GSM6213993_Colon_MGI_322_v3	barcodes	TSV gzip	TRUE
GSM6213993_Colon_MGI_322_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213993_Colon_MGI_322_v3_features.tsv.gz	304728	GSM6213993	GSM6213993_Colon_MGI_322_v3	features	TSV gzip	TRUE
GSM6213993_Colon_MGI_322_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213993_Colon_MGI_322_v3_matrix.mtx.gz	34531453	GSM6213993	GSM6213993_Colon_MGI_322_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213994_Colon_MGI_323_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213994_Colon_MGI_323_v3_barcodes.tsv.gz	68455	GSM6213994	GSM6213994_Colon_MGI_323_v3	barcodes	TSV gzip	TRUE
GSM6213994_Colon_MGI_323_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213994_Colon_MGI_323_v3_features.tsv.gz	304728	GSM6213994	GSM6213994_Colon_MGI_323_v3	features	TSV gzip	TRUE
GSM6213994_Colon_MGI_323_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213994_Colon_MGI_323_v3_matrix.mtx.gz	58339819	GSM6213994	GSM6213994_Colon_MGI_323_v3	matrix	Matrix Market MTX gzip	TRUE
GSM6213995_Colon_MGI_333_v3_barcodes.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213995_Colon_MGI_333_v3_barcodes.tsv.gz	35338	GSM6213995	GSM6213995_Colon_MGI_333_v3	barcodes	TSV gzip	TRUE
GSM6213995_Colon_MGI_333_v3_features.tsv.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213995_Colon_MGI_333_v3_features.tsv.gz	304728	GSM6213995	GSM6213995_Colon_MGI_333_v3	features	TSV gzip	TRUE
GSM6213995_Colon_MGI_333_v3_matrix.mtx.gz	F:/pan-gi-ici-ccc-20260709/GSE205506/extracted/GSM6213995_Colon_MGI_333_v3_matrix.mtx.gz	52320581	GSM6213995	GSM6213995_Colon_MGI_333_v3	matrix	Matrix Market MTX gzip	TRUE
